Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;Last Trend
India;1380004385;2973190;330;0.0239129675;;;;;;;;;;;;;;;;0.316074013;0.2247448714;0.1066819197;0.029883572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0514473818;0.0962893893;0.4334589871;0.6265765617;0.6865504249;0.644163729;0.2862116403;0.1648750944;0.115892272;0.1409735262;0.1641260481;0.1695005655;0.1681900672;0.1654204736;0.1499481924;0.1457845639;0.1286277726;0.1344938955;0.1548085603;0.1970778762;0.3524590164
Indonesia;273523615;1811570;450;0.1645196156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;0.4827286759;0.5967184338;0.6817928305;0.6139827636;0.4742822688;0.3986608967;0.3702183532;0.3824564764;0.3255769695;0.2792886098;0.2596570165;0.2715090425;0.2784522712;0.2195121951
Iran;83992949;1628550;20610;24.5377739981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6796866362;0.5508255948;0.5231279115;0.5551090268;0.5754671366;0.6052885388;0.5913709449;0.5803189497;0.5323147922;0.4546337802;0.3812572454;0.3077499797;0.2618471518;0.2218683422;0.181217161;0.1449684122;0.1215872067;0.1170456064;0.1192968196;0.1196109468;0.1133050874;0.1032697875;0.0916352377;0.0810226132;0.0739309347;0.06794293;0.0491753207
Iraq;40222493;434320;214;0.5320406172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.536355225;0.4533531636;0.4188428012;0.3623220817;0.2716977157;0.1735218302;0.1376921102;0.1343823041;0.142844833;0.1479161619;0.1186401807;0.0844629536;0.0870868851;0.1023104771;0.1279740172;0.1321972879;0.1284244486;0.118905195;0.1175207759;0.126685655;0.1172954684;0.0288461538
Ireland;4937786;68890;785;15.8978133115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.77827941;0.8001028718;0.572280561;0.4266747977;0.2532208632;0.235930917;0.2153591616;0.3198396423;0.371726071;0.3727400107;0.3734462162;0.3116901699;0.2711262944;0.3248108777;0.3762829275;0.4040960774;0.149341142
Israel;8655535;21640;883;10.2015646635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.316074013;0.4697778402;0.513700052;0.4564753151;0.3731780959;0.2750241833;0.2231216142;0.2778862085;0.3295739742;0.397186392;0.3688205656;0.2989886044;0.2611888725;0.2302570216;0.2485763576;0.2402149706;0.2435370047;0.2128823141;0.2041228574;0.2057174092;0.2435930582;0.2694040027;0.2802953199;0.2524822695
Italy;60461826;294140;53578;88.614591296;;;;;;;;;;;;;;;;;0;0.0392898776;0.0745699318;0.1066819197;0.1066819197;0.0648443168;0.029883572;0;0;0;0;0;0;0;0;0.3037151419;0.7530491966;1.2653038294;1.6532189307;1.2827473026;0.8538675249;0.5672811954;0.4544755315;0.3946566332;0.3864686346;0.3576266929;0.3292807848;0.299929994;0.2632897862;0.242627288;0.23242417;0.2376231424;0.2412545576;0.2321292975;0.2193591844;0.1832223665;0.1738275408;0.1772625759;0.1891977608;0.2047428877;0.1859297228;0.1672750688;0.1423736665;0.1376675496;0.1387314438;0.1394483316
Ivory Coast;26378274;318000;14;0.0530739805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;0.4142135624;0.6068568379;0.6817928305;0.4622208914;
Jamaica;2961167;10830;16;0.5403275128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3059884115;0.1808612863;0.1137088246;0.119627769;0.1008723652;
Japan;126476461;364555;1007;0.7961955861;;;;;;;;0.316074013;0.377449308;0.3295739742;0.3478094125;0.3233253839;0.3221250875;0.2446659546;0.1707642093;0.0860642933;0.1278642455;0.1127795715;0.1125844326;0.043898815;-0.0355600772;-0.040429929;-0.0420527491;0.0191780578;0.0250193174;0.064085069;0.1312154477;0.1963929834;0.2369682078;0.2233817698;0.17769359;0.1392506589;0.1269716445;0.1367262679;0.1415917118;0.1388201145;0.1270837333;0.1125531173;0.1019106931;0.0944689313;0.0876823011;0.0770229038;0.0686675419;0.0708136737;0.0793549137;0.095632535;0.1081358024;0.1140032577;0.1063068368;0.09444405;0.0867541857;0.0767485669;0.0764331841;0.0730075925;0.0751514407;0.0700252716;0.0645901363;0.0524073561;0.0385669935;0.0330967211;0.0329534373;0.0456905504
Jordan;10203134;88780;85;0.8330773662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.3512001548;0.7157856185;1.1058754866;1.4206332389;0.9841884832;0.6777353997;0.4186866184;0
Kazakhstan;18776707;2699700;53;0.2822646165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5581745456;0.5042412372;0.2944562539;0.0816326531
Kenya;53771296;569140;7;0.013018098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2698234325;0.2483538941;0.235930917;
Korea, South;51269185;97230;8799;17.1623559064;;;;;;;;0.2877547885;0.2446659546;0.1442496849;0.2053905237;0.2516784346;0.3339838987;0.3677823999;0.2473865521;0.1665451705;0.1115041773;0.119627769;0.1146156312;0.0992290923;0.0699079133;0.0492682046;0.0398122653;0.0357122346;0.0253365136;0.0122722344;0.0059704145;0.008811424;0.0173978273;0.0230035371;0.1821491943;0.4049799008;0.6939240131;0.9156707572;0.8315433235;0.6332189161;0.426807561;0.3407743426;0.3017511629;0.3168463172;0.3164309919;0.2938513205;0.2538313422;0.202033001;0.1633797413;0.1300996675;0.1044000676;0.0845256573;0.0662003105;0.0506931942;0.0363072109;0.025158744;0.0196789359;0.0177784821;0.0158945983;0.0142472318;0.0116063117;0.0106399594;0.0108730939;0.0115015645;0.0128772088;0.0169902913
Kosovo;1810463;10.877;2;0.1104689795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
Kuwait;4270571;17820;176;4.1212287537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3728956943;0.1622932541;0.083299893;0.0601429026;0.0593239426;0.0418228964;0.0304297846;0.0216107449;0.0268410466;0.0345094086;0.0373973844;0.0482993005;0.0525834693;0.0759310111;0.0961865334;0.1128890163;0.1199566682;0.1059825943;0.0914136846;0.0727824514;0.0725401693;0.106918239
Kyrgyzstan;6524195;191800;14;0.2145858608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latvia;1886198;62200;124;6.5740712269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0745699318;0.316074013;0.5196713713;0.6817928305;0.6265765617;0.4239338152;0.3490839382;0.3206201049;0.3389708414;0.3219626343;0.3056032209;0.2960927762;0.3136300395;0.2982449659;0.1171171171
Lebanon;6825445;10230;187;2.7397481043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1362193665;0.189207115;0.2778862085;0.4142135624;0.5243982445;0.5650845801;0.4859139331;0.2728649475;0.1723346544;0.1362193665;0.1815095772;0.1962233906;0.1978564638;0.2224704978;0.210161976;0.2333565833;0.2178832856;0.2023012766;0.1666882786;0.13392859;0.1110476136;0.1000348808;0.1066819197;0.1141739889;0.1472392638
Liberia;5057681;96320;3;0.059315722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;38128;160;37;97.0415442719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0.189207115;0.316074013;0.4142135624;0.4953487812;0.5967184338;0.6265765617;0.6265765617;0.5779670211;
Lithuania;2722289;62674;83;3.0489048003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.1362193665;0.235930917;0.4142135624;0.5428791731;0.5100830607;0.5162678306;0.4564753151;0.4193844478;0.3563673625;0.319028182;0.3280942012;0.693877551
Luxembourg;625978;2590;670;107.0325155197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0745699318;0.1362193665;0.235930917;0.2778862085;0.2877547885;0.316074013;0.4506609263;0.6548754598;0.7535177385;0.7602234736;0.5671839605;0.4645002762;0.4176009245;0.4730476665;0.5289818226;0.5240401343;0.3842975207
Madagascar;27691018;581795;3;0.0108338379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;32365999;328550;1183;3.6550702483;;;;;;;;;;;0.2024964079;0.189207115;0.1246826504;0.0601429026;0.0311251457;0.0573712634;0.0909803259;0.1066819197;0.1137088246;0.1004817771;0.1012166568;0.0962893893;0.0779123359;0.0573712634;0.0287373447;0.0364228438;0.0392898776;0.0466351394;0.0419310422;0.0241136891;0.0116978953;0;0;0;0;0;0;0.003766545;0.0074911602;0.0184239485;0.0392898776;0.0549960228;0.0843131763;0.1281318819;0.1528214426;0.2185497063;0.2452173018;0.2435370047;0.2277357236;0.1717689921;0.1497996288;0.1162816748;0.1250237217;0.1406395815;0.2157756055;0.3033039401;0.3546671522;0.3652660789;0.2863620866;0.2189602653;0.1689902265;0.1485436893
Maldives;540544;300;13;2.4049846081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1784439527;0.1547005384;0.1310191414;0.1175865066;0.0962893893;0.0506998184;0.0202122327;0;
Malta;441543;320;73;16.5329311075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2778862085;0.3450160101;0.381530684;0.4193844478;0.3876971336;0.3099383027;0.2611155582;0.2242515199;0.2087622783;0.140625
Martinique;375265;1060;32;8.5273073695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1066819197;0.2574334297;0.316074013;0.4251349414;0.4519590582;0.3512001548;0.2891462057;0.2237126371;0.2144085476;
Mauritania;4649658;1030700;2;0.0430139163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1362193665;0.189207115;
Mauritius;1271768;2030;14;1.1008297111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexico;128932753;1943950;203;0.157446417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1066819197;0.0339463079;0.0317854888;0.0608783473;0.0745699318;0.0703475715;0.0665800101;0.0918237593;0.1246826504;0.2421889951;0.3765788815;0.4519590582;0.5314071568;0.4613061453;0.3877464731;0.3295739742;0.2884194363;0.237804878
Moldova;4033963;32850;80;1.9831614717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4315691227;0.5556842475;0.5932956522;0.5863831436;0.4099856718;0.2769110943;0.2574334297;0.2656256116;0.2121212121
Monaco;39242;1;11;28.0311910708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.0745699318;0.1362193665;0.189207115;0.189207115;0.2877547885;0.33748061;0.3677823999;0.3677823999;0.2278260149;0.1602978936;
Mongolia;3278290;1553560;10;0.3050370773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.235930917;0.4142135624;0.5428791731;0.5650845801;0.331469309;
Montenegro;628066;13450;14;2.2290650983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;36910560;446300;96;0.2600881699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.1066819197;0.0877573059;0.1362193665;0.235930917;0.316074013;0.4388178057;0.5100830607;0.5162678306;0.5156983403;0.4022782037;0.303232731;0.2641759418;0.2554432888;0.2467532468
Namibia;2540905;823290;3;0.1180681686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0745699318;0.1066819197;
Nepal;29136808;143350;1;0.0034320849;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Netherlands;16970779;33720;3631;21.3956000488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.77827941;0.7059975089;0.643399653;0.6632974899;0.641615849;0.5226308232;0.4055811333;0.3193683416;0.2432353017;0.2366146965;0.2369328886;0.2450527972;0.2607720574;0.2380956621;0.2289569124;0.2101888748;0.2094940401;0.2089473489;0.212758851
Netherlands;17134872;33720;3640;21.2432284291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.77827941;0.7059975089;0.643399653;0.6632974899;0.641615849;0.5226308232;0.4055811333;0.3193683416;0.2432353017;0.2369561613;0.2376146575;0.2459111588;0.2615801587;0.2386260527;0.2292293086;0.2103267283;0.2096443075;0.2089263269;0.2121212121
Netherlands Aruba;106766;180;5;4.683138827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.163617807;0.2132436459;0.189207115;
Netherlands Curacao;164093;444;3;1.8282315516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.316074013;0.1582921853;
New Caledonia;285498;18280;4;1.4010606029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Zealand;4822233;263310;52;1.0783386037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;0.3512001548;0.4142135624;0.2935687276;0.209896735;0.1066819197;0.0573712634;0.0173978273;0;0.0162654963;0.0608783473;0.1004817771;0.1688712941;0.2574334297;0.3330591259;0.4101786751;0.4358108555;0.3333333333
Nicaragua;6624554;120340;2;0.0301907117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;24206644;1266700;1;0.0041310972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nigeria;206139589;910770;22;0.0106723799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0.0745699318;0.1362193665;0.189207115;0.189207115;0.1066819197;0.0466351394;0;0;0.0392898776;0.2132436459;0.3339838987;0.4697778402;0.5650845801;
North Macedonia;2083374;25220;85;4.07992036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0.1362193665;0.235930917;0.316074013;0.316074013;0.2698234325;0.2483538941;0.235930917;0.3280942012;0.2809470357;0.253718667;0.216563085;0.1996857231;0.2257157361;0.2692416117;0.3437960397;0.3627007675;0.2686567164
Norway;5421241;365268;2118;39.0685453755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7556215428;0.5054416967;0.4462538043;0.4361686009;0.4564753151;0.3974932107;0.3179501033;0.3281414417;0.3694932005;0.4092658006;0.4440575127;0.3745496573;0.2876331288;0.2099916177;0.150091747;0.1173757406;0.0952679451;0.0934900579;0.095138196;0.1065830721
Oman;5106626;309500;52;1.0182848715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.1582921853;0.189207115;0.2390718087;0.280374801;0.2711779127;0.189207115;0.0982009736;0.0278818452;0.0155891129;0.0202122327;0.029883572;0.0346187937;0.0287373447;0.0364228438;0.0392898776;0.0544756509;0.1099610132;0.1662534248;0.209896735;0.2146137708;0.0833333333
Pakistan;220892340;770880;730;0.3304777341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2132436459;0.1501633169;0.1066819197;0.0745699318;0.0693660504;0.0648443168;0.0466351394;0.1501633169;0.2461884846;0.3221250875;0.3889946546;0.2960365965;0.2856079267;0.4142135624;0.5870058653;0.7071585489;0.7238305268;0.5451431252;0.411083598;0.4570858283
Panama;4314767;74340;200;4.6352444987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6088616538;0.3803513994;0.2979169191;0.2562454894;0.2546087767;0.2783641911;0.4598540146
Papua New Guinea;8947024;452860;1;0.0111769008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paraguay;7132538;397300;18;0.2523645861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5428791731;0.2663204379;0.1612061509;0.0949693515;0.1328626995;0.1455717549;0.1501633169;0.1624662788;
Peru;32971854;1280000;318;0.9644589595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4664860438;0.4014139332;0.3554030054;0.3923779113;0.4575675358;0.4609499464;0.4397051437;0.4605411403;0.3841590635;0.3369706077;0.358974359
Philippines;109581078;298170;307;0.2801578572;;;;;;;;;;;;;;;;0.189207115;0.1066819197;0.0877573059;0.0745699318;0.1066819197;0.1066819197;0.0648443168;0.029883572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0514473818;0.1167896529;0.235930917;0.4142135624;0.5469880755;0.642926119;0.5893566958;0.4631719299;0.3777528781;0.3256460909;0.3086452646;0.2984410125;0.2367079881;0.1777158436;0.1336083511;0.1260291302;0.3347826087
Poland;37846611;306230;536;1.4162430554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6265765617;0.5825742731;0.4845513329;0.4664860438;0.4556489458;0.4318160514;0.406349234;0.3782242446;0.3190549471;0.3061291202;0.2678604145;0.2529353372;0.2611764706
Portugal;10196709;91590;1280;12.5530698189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6265765617;0.5196713713;0.4039026909;0.3344118006;0.2604166854;0.3021453436;0.354532363;0.4182754909;0.4712612175;0.4525899335;0.3782925587;0.3370433624;0.318715861;0.3174641398;0.2549019608
Qatar;2881053;11610;481;16.6952846754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3607498666;0.1656467908;0.1455717549;0.1554841836;0.2414118981;0.8865381215;1.0504761216;1.1300492616;1.0038267224;0.3658500441;0.2105952794;0.109512053;0.0968166446;0.0630224104;0.0409572518;0.0248589953;0.0234042553
Romania;19237691;230170;367;1.9077133529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1582921853;0.0932651139;0.0962893893;0.2053905237;0.2778862085;0.3478094125;0.316074013;0.3043744165;0.3718351329;0.3780286769;0.4717926192;0.4759425542;0.4173228818;0.3640728459;0.2679511232;0.2323639796;0.2040937057;0.1967126263;0.1910882816;0.1915584416
Russia;145934462;16376870;306;0.2096831659;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0392898776;0.0745699318;0.1066819197;0.1362193665;0.3001186521;0.3915788419;0.4784494721;0.4723954424;0.2818610192;0.1740548859;0.1213988704;0.1860316338;0.2503887075;0.3083092257;0.3287911809;0.3016885305;0.2769776504;0.288280224;0.2965006546;0.2980442152;0.209486166
Rwanda;12952218;24670;17;0.1312516513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4735130109;0.3406841793;
Saint Lucia;183627;610;2;1.0891644475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0466351394;0;
Saint Vincent and the Grenadines;110940;390;1;0.9013881377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;
San Marino;33931;60;144;424.3906751938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8348028903;0.9895009497;0.5518759344;0.3600032272;0.2385192682;0.1923573601;0.2067554794;0.230462062;0.2281328564;0.2207864845;0.1681069092;0.1504389041;0.1235221852;0.1088608669;0.1014089587;0.0737971374;0.0713129169;0.0627984969;0
Saudi Arabia;34813871;2149690;392;1.1259879719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6265765617;0.4506609263;0.430017284;0.3900300594;0.4225573672;0.4880601055;0.5018083215;0.5111191389;0.3931941421;0.2672450975;0.1840921272;0.2051731991;0.2492029417;0.2669481062;0.1395348837
Senegal;16743927;192530;47;0.2806987871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1442496849;0.0466351394;0;0;0;0.1066819197;0.189207115;0.3837825752;0.4827286759;0.4239338152;0.3554030054;0.189207115;0.1458901905;0.1189394024;
Serbia;8737371;87460;171;1.9571104397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8612097182;1.1657367707;0.9441308418;0.6361732999;0.4263330382;0.2631104744;0.1936417741;0.1810573938;0.2115174978;0.2491181148;0.2666666667
Seychelles;98347;460;7;7.1176548344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2483538941;0.2209471672;
Singapore;5850342;700;432;7.3841836939;;;;;;;;;0.2835532486;0.2446659546;0.2574334297;0.2494996997;0.2541112516;0.2132436459;0.189207115;0.157466308;0.1422154552;0.1340279978;0.1097433097;0.1013739398;0.1020416417;0.113060754;0.1176652237;0.1075762088;0.1035423649;0.1052819398;0.1079785615;0.0964253801;0.0741859511;0.0527791735;0.0385953969;0.030903765;0.0218083537;0.0171174365;0.0137692183;0.0154485872;0.0181979835;0.01693923;0.0148739701;0.0172086672;0.024709971;0.0334794095;0.0380904643;0.0330476141;0.0286457861;0.0309682323;0.0440683479;0.0624918551;0.0677290342;0.0654238241;0.0610595856;0.054067335;0.0614515371;0.0642007116;0.0693015939;0.0718261598;0.0722674851;0.0864380102;0.0970156497;0.1124597306;0.1213203328;0.1220779221
Sint Maarten;42876;34;1;2.3323071182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slovakia;5459642;48088;178;3.2602870298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.602824543;0.6966118202;0.6310268812;0.5967184338;0.4862024881;0.3435642908;0.2708838287;0.2325214199;0.2270626785;0.2338236103;0.299270073
Slovenia;2078938;20140;383;18.4228678296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5967184338;0.5585222361;0.6470406669;0.5981786259;0.510222657;0.3859098414;0.2701636397;0.1822747948;0.114941942;0.0841099716;0.0783262885;0.1231671554
Somalia;15893222;627340;1;0.0062919904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;59308690;1213090;240;0.4046624533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.663993576;0.6493314105;0.6665714204;0.5700769388;0.4888044282;0.4213263444;0.3417174626;0.3202191793;0.3052654727;0.3268359391;0.3561911766;0.1881188119
Spain;46754778;498800;25374;54.270389221;;;;;;;;;;;;;;;;;;0;0;0.0745699318;0.1362193665;0.189207115;0.189207115;0.1066819197;0.0466351394;0;0;0;0;0;0;0;0;0;0;0.1362193665;0.3677823999;0.5428791731;0.77827941;0.7415941484;0.663993576;0.6450538068;0.5747759693;0.5321632208;0.4153102779;0.3714947211;0.3312642436;0.3271811074;0.3655081875;0.4058118217;0.4444231278;0.411791135;0.4447704981;0.4176940998;0.4007241113;0.4018166008;0.317528525;0.2650532288;0.2242102384;0.2132388115;0.2125610351;0.2432141107
Sri Lanka;21413249;62710;77;0.3595904573;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0745699318;0.1362193665;0.3512001548;0.5650845801;0.7074764852;0.8293824385;0.7320508076;0.6168068912;0.4612118827;0.3463483704;0.235930917;0.0547945205
Sudan;43849260;1765048;2;0.0045610804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1362193665;0.189207115;0.189207115;
Suriname;586632;156000;4;0.6818584735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.316074013;
Swaziland;1160164;17200;1;0.0861947104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;
Sweden;10099265;410340;1763;17.4567159095;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0745699318;0.3512001548;0.5196713713;0.7157856185;0.6947806121;0.4229707211;0.3295739742;0.2854975409;0.4601394329;0.5389906978;0.6335032332;0.5997372262;0.4212322075;0.3682069793;0.326726423;0.32977408;0.329660866;0.3100456162;0.2619124888;0.2070016917;0.1473400156;0.1075355721;0.0872152167;0.0900537406;0.0992915445;0.0756558877
Switzerland;8654622;39516;6575;75.9709667274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7174330382;0.6467029856;0.5334503997;0.4882447856;0.4805199275;0.4776924749;0.4447127751;0.3930039117;0.3022130596;0.2630915515;0.2167325818;0.2568550481;0.2723351389;0.3265751508;0.3383529373;0.3056708865;0.2595437926;0.2018810772;0.2112739595;0.2241502743;0.2419720438
