Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08
US Nevada;3080156;284332;13603;441.6334757071;0.2454573341;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;5;7;11;20;20;44;54;73;92;106;119;183;237;265;308;403;514;596;710;963;1058;1204;1363;1405;1618;1646;1708;1809;1997;2036;2049;2079;2098;1963;1975;1932;1863;2010;1884;1892;1877;1850;1763;1752;1814;1839;1766;1719;1717;1687;1677;1703;1685;1698;1661;1657;1582;1558;1486;1489;1496;1462;1506;1496;1501;1387;1351;1431;1415;1452;1503;1489;1517;1668;1672;1727;1686;1719;1709;1736;1833;1736;1782;1784;1769;1835;1865;1764;1879;1907;2033;2051;2191;2328;2451;2580;2591;2828;2907;2986;3220;3471;3556;3749;3967;4198;4460;4562;5393;5987;6615;6798;7259;7657;8232;8644;9213;9374;9788;9939;10045;10668;10499;10523;10621;11163;11367;12182;12577;12902;13347;13804;13743;14356;15015;14977;14978;15160;15316;15317;15338;14909;14793;14597;14440;14486;14651;14171;13638;13648;13603
US New Hampshire;1359711;23187;403;29.6386511545;0.0591082429;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4.5;5;5.5;6;6.5;7;13;15;17;24;37;42;53;61;73.5;96;102.5;131;151.5;180;201;299;347.5;389;408;435;485;556;591;614;680;666.5;661;698;715;671;655.5;724;766;808;774.5;721;723;776;751.5;784.5;851;835;858;879;918;871;841;859;995.5;1087;1196;1121;1096.5;1152;1173;1227;1224;1296;1261.5;1229;1245;1318;1200;1127;1008;1040;1085;1128;1092;1142;1108;989;997.5;992;987;922;982;989;1055;1033;1028;927;941;930;912;894;882;901;892;823;759;754;694;669.5;615;641;574;467;487;501;479;439;420;462;443;418;415;416.5;418;366;372;371;359;353;356;361;354;302;297;307;294;297;309;311;343;327;326;329;335;330;343;345;424;412;414;432;415.5;400;379;429;420.5;408;411;431;424;424;403
US New Jersey;8882190;19047;5571;62.7210181273;0.0302067462;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;11;15;23;29;49;73;96;176;263;420;729;874;1305;1885;2804;3615;4321;6767;8684;10932;13167;16368;18330;21779;24848;29005;32797;35591;38246;40741;43035;44151;45763;47027;48464;47948;50128;48775;49727;48572;47296;47796;47716;47971;48428;48962;47608;47372;47188;46604;45032;45234;43335;42723;42297;41443;39463;38206;36025;33646;33258;31562;29494;28757;26887;25296;24052;22715;21372;19590;19770;18420;18509;17837;17265;16019;15622;15147;15021;15068;15111;14939;14519;14111;12879;12532;11669;11058;10617;10789;10010;9405;9032;8718;8001;7320;6997;6436;6185;5881;5635;5577;5160;4941;4978;4918;4938;4546;4380;4420;4268;4301;4169;4241;4225;4249;4246;4199;4260;4196;4144;4147;4044;4044;4086;4116;4250;4248;4350;4145;3809;3781;3381;3352;3378;3606;3647;3717;3899;4065;4290;4380;4488;4469;5109;5215;5567;5651;5714;5682;5814;5716;5571
US New Mexico;2096829;314161;3490;166.4418033135;0.1588891418;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;10;11.5;13;17;23;28;35;43;57;61;65;83;97;107;126;179.5;224;242;258;287;328;360;438;482;559;603;694;753;955;941.5;937;986;1064;1092;1121;1194;1216;1255;1221;1285;1278;1345;1288;1388.5;1486;1481;1478;1567;1729;1814;1802;1934;2005;2060;2066;2081;2114;2152;2118;2137;2246;2238;2151;2092;2149;2125;2088;2065;2054;2026;1979;1952;2017;2080;1957;1918;1888;1861;1831;1767;1751;1704;1832;1823;1881;2047;2005;1997;2036;1975;1998;2162;2080.5;1997;2034;2045;1909;1925;1800;1588;1765;1689.5;1632;1733;1740;1666;1834.5;1998;2086;2137;2214;2211;2367;2516;2498;2626.5;2813;2889;3027;3059;3141;3154;3219;3309;3367;3565;3618;3680;3673;3715;3708;3790;3811;3912;3926;4015;4014;4211;4277;4295;4250;4144;4060;4045;3915;3823;3738;3610;3490
US New York;19453561;122057;9145;47.0093881526;0.0217559386;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;33;76;105;142;173;216;318.5;421;524;726;943;1693;2370;4130;7067;10280;15054;20733;25455;30526;36873;44116;51590;58548;65279;74095;81330;88229;95761;103348;106863;109814;113198;118505;122679;125877;128140;129181;128534;126413;130067;129903;126779;123028;120755;116823;112827;107900;103523;101078;101685;99351;96965;92898;85912;82088;78672;76245;73629;71441;69502;66762;64189;58817;50979;47350;45059;43379;40970;38679;37499;35255;33706;32418;31653;30392;28809;27747;26804;26120;25709;25351;24304;23682;22471;21428;20649;20340;20195;19715;18675;18054;17390;16582;16035;15646;15191;14159;13430;12970;12554;12233;11535;11057;10627;10348;9956;9839;9689;9603;9510;9523;9506;9293;9215;8986;8879;8937;9194;9316;9326;9195;9161;9152;9263;9098;9079;9106;9167;9333;9721;9927;9821;9679;9707;9676;9677;9944;9957;10184;10151;10171;10030;10081;9703;9587;9595;9463;9462;9491;9517;9408;9339;9231;9192;9145
US North Carolina;10488084;125920;23674;225.7228298324;0.1756674532;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;7;9.5;12;15;23;32;33;40;62;96;135;182;253;295;391;494.5;624;748;912;1008;1274;1458;1521;1760;1956;2218;2330;2573;2823;2922;3015;3145;3377;3480;3509;3526;3539;3608;3766;3738;3908;3894;3730;3794;3957;4144;4311;4310;4326;4544;4825;5044;5064;5369;5171;5084;5305;5538;5789;5816;5737;5934;5903;5778;5868;5998;6206;6473;6848;7175;7444;7364;7463;7750;8365;8458;8919;8794;8812;8905;9359;9691;10077;10240;10189;10655;11106;11637;11900;12324;12520;13020;13543;14069;14761;15003;15530;15839;15964;16078;16222;16585;16764;17255;17121;17293;18003;17702;17569;17861;18023;18382;18817;19658;19954;20401;20265;20182;20924;21422;21136;22166;22513;23256;23559;24044;24814;24753;25284;25236;26304;26795;26517;26986;27691;27544;27664;27299;27012;26810;26603;26584;26768;26671;25920;25441;25486;25300;24287;24374;23817;23674
US North Dakota;762062;178711;1772;232.5270122378;0.2360149174;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;6;15;20;28;29;30;34;39;51;64;82;97;107;123;136;144;153;158;178;195;203;212;217;213;210;210;222;215;223;234;266;342;378;402;407;428;440;470;510;559;611;650;668;674;668;625;606;598;622;644;662;677;661;624;576;580;614;637;654;695;709;706;728;772;858;892;901;927;939;851;792;777;759;706;677;694;652;584;477;428;451;443;423;479;502;499;496;504;503;476;478;487;487;481;435;427;433;419;421;413;405;400;415;438;452;449;464;496;528;528;536;578;609;677;733;785;839;903;917;950;1011;1070;1128;1203;1277;1309;1396;1423;1460;1493;1542;1544;1648;1662;1633;1677;1695;1674.5;1659;1726;1690;1684;1713;1772
US Ohio;11689100;105829;16785;143.5953152937;0.1679020496;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;5;13;24.5;36;50;67;88;119;168;244;348;436;556;694;852;1118;1381;1617;1883;2132;2459;2783;3143;3492;3692;4008;4218;4444;4645;4741;4844;4951;5042;5081;5244;5512;5795;6483;7559;8469;8943;8969;9182;9291;9337;9359;9350;9489;9512;9613;9636;9113;8312;7555;7244;7459;7437;7847;8110;8118;8452;8481;8418;8330;8211;8139;8009;7980;7983;7860;8036;7778;7711;7830;7700;7756;7718;7558;7612;7560;7590;7530;7398;7356;7115;6964;6703;6565;6360;6156;6136;6089;5858;5814;5635;5592;5660;5630;5840;5973;6151;6332;6700;6965;7184;7647;8214;8607;9161;9470;9779;10443;11044;11526;11921;12343;12419;12777;13422;13680;14218;14759;15283;15807;16206;16446;16435;17023;17639;17781;18212;18311;18561;18855;18890;18970;18481;18324;18502;18582;19025;18879;18265;18099;17795;17891;17563;17285;16929;16785
US Oklahoma;3956971;177660;12999;328.5088518465;0.3017409471;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;4;9;10;17;29;43;48;52;65;79;103;159;241;314;362;413;464;542;689;835;939;1106;1185;1246;1366;1360;1436;1472;1491;1541;1588;1619;1544;1478;1477;1411;1347;1353;1335;1370;1333;1327;1325;1283;1211;1226;1210;1261;1283;1281;1373;1364;1320;1307;1313;1303;1297;1336;1333;1322;1379;1344;1338;1386;1338;1354;1362;1331;1350;1425;1470;1448;1477;1405;1377;1308;1252;1181;1196;1175;1203;1273;1227;1106;1043;1113;1115;1226;1251;1356;1510;1655;1725;1844;1953;2099;2447;2751;3034;3365;3528;3665;4030;4322;4495;4569;4713;4755;5112;5208;5185;5359;5608;5413;5629;6192;6383;6548;6749;7137;7291;7573;7981;8701;8902;9075;9411;9337;9071;9106;9408;9473;10024;10302;11050;11941;12037;11810;12299;12347;12675;12960;13169;13137;13263;13432;13139;12999
US Oregon;4217737;248608;4518;107.119054602;0.2150404569;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;7;14;14.5;15;19;24.5;30;33;36;39;47;72;85;111;130.5;147;176.5;194;249;302.5;384;446;512;567;643;661;738;785;861.5;907;941;972;971;994;932;892;979;978;943;927;910;886;845;842;824;821;820;806;831;882;784;770;767;783;774;794;791;770;803;837;857;862;891;907;917;932;951;970;969;962;977;943;928;887;885;828;796;728;699;663;616;622;607;590;573;620;615;609;598;657;706;774;881;973;1021;1022;1151;1246;1350;1393;1518;1763;1819;1892;2002;2088;2129;2161;2286;2384;2331;2441;2559;2705;2665;2558;2713;2928;3064;3180;3293;3312;3331;3373;3620;3636;3757;3829;3953;4149;4150;4215;4166;4219;4349;4452;4534;4576;4525;4650;4641;4588;4650;4611;4640;4622;4690;4668;4518;4519;4560;4586;4512;4532;4518
US Pennsylvania;12801989;115883;11467;89.572018848;0.0971022593;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;10;12;16;22;41;47;63;76;96;132;184;266;367;473;634;839;1111;1665;2177;2704;3331;4011;4747;5672;6831;8152;9646;11031;12336;13708;15112;16541;17761;18904;19439;20112;20502;20685;20719;21021;21052;20774;20252;19969;19445;18825;18673;18394;18332;17851;17919;17876;18028;17530;17236;16983;16860;16429;16161;15862;15586;15267;15446;15104;14727;14332;13873;13651;13306;12967;12964;12709;12684;12477;12020;11667;11102;11032;10646;10719;10406;10717;10420;10312;9842;9844;9493;9168;8747;8723;8499;8377;8419;8049;7891;6660;6431;6252;6223;5973;5796;5676;5757;5560;5518;5623;5640;5725;5837;6371;6471;6698;6867;7123;7424;7838;7979;8109;8124;8118;8603;8957;9097;9506;9756;9770;9754;10065;10423;10372;10737;10866;11173;11434;11466;11248;11491;11695;11936;12159;12522;12713;12553;12632;12570;12695;12563;12417;12244;12318;12163;11708;11467
US Puerto Rico;3193694;8868;6884;215.5497677611;0.321321882;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7.25;9.5;11.75;14;21;22;29;37;49;62;76;97;122;168;231;275;304;363;431;452;482;534;569;619;646;688;770;729;684;688;727;690;666;738;739;725;295;412.5;551;519;474;486;477;459;496;507;639;595;591;626;1053;935.5;880;866;827;867;899;896;888;967;832;838;867;881;898;882;874;927;991;1004;1025;1068;1059;1105;1129;1130;1163;1130;1157;1595;1590;1815;1796;1786;1861;1932;1866;1889;1972;2035;2017;2016;1980;1603;1575;1548;1540;1518;1500;1491;1525;1386;1376;1378;1360;1514;1534;1497;1488;1324;1391;2021;2029;1925;1985;2215;2300;2465;2760;2658;2842;2966;3437;3666;4147;3876;4226;4293;4611;4830;5174;5489;5421;5717;5682;5998;5661;6419;6348;6330;6384;6613;6461;6719;6884
US Rhode Island;1059361;2678;1417;133.7598797766;0.071790455;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;3;3;3;4;5;9;13;19;19.5;18;20;31;42;58;71;85;110;125;143;167;204;229;292.5;397;473;535;624;669;757;880;1037;1227;1469;1714;1952;2325;2541;2725;2834;3028;3235;3565;3754;3900;4057;4229;4355;4464;4604;4615;4640;4627;4643;4700;4765;4721;4748;4654;4496;4409;4325;4285;4137;3953;3934;3844;3816;3711;3535;3415;3330;3393;3337;3183;3095;2940;2838;2808;2630;2528;2423;2358;2295;2199;2145;1997;1948;1910;1802;1720;1668;1572;1532;1497;1472;1386;1357;1312;1215;1160;1116;1093;1038;984;938;892;860;838;852;861;808;766;754;741;731;691;679;693;681;644;635;632;628;592;560.5;535;535;557.3333333333;593.6666666667;616;677;664;676;736;746;759;741;782;838.5;905;912;950.6666666667;989.3333333333;1028;1137;1160;1239;1229;1266.6666666667;1304.3333333333;1342;1404;1419;1463;1514;1417
US South Carolina;5148714;77857;19452;377.803078594;0.195576111;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;8;9;10;12;13;19;27;32;59;69.5;80;150;192;291;353;415;446;485.5;526;755;897;1050;1233;1483.5;1654.5;1765;1854;1935;2056;2128;2336;2567.5;2668;2545;2511;2470;2363;2239.5;2195.5;2329;2328;2175;2022;2209;2125;2020;2046;2171;2115.5;2060;2225;2301.5;2327;2243;2249;2283.5;2318;2175;2122;2057;2278;2163;2238.5;2314;2177;2094;2149;2122.5;2190;2250.5;2299;2179.5;2136;2496;2364;2443;2388;2489;2565;2599;2724;2782.5;3045;3206;3359;3535.5;3830;3815;4021;4190;4622;4812;5136;5653;6039;6561;6934;7230;7575;7905;8543;9178;9870;10407;10901;11385;12138;12581;13165;13984;14525;15266;16409;17363;18153;18901;19600;20154;20679;20739;21012;21669;22084;22760;23328;23524;23990;24326;24382;24528;24226;25139;25065;25985;26133;25915;26188;25309;24551;24249;23720;23601;23489;22956;22987;21802;21506;20853;20430;20191;19612;19452
US South Dakota;884659;196350;1172;132.4804246608;0.1236678274;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;9;9.3333333333;9.6666666667;10;11;11;12;13;16.5;20;27;29;36;38;49;58.6666666667;80.3333333333;91;97;117;152;173;194.5;219;260;290;352;401;478;558;640;767;880;1039;1146;1224;1330;1395;1397;1435;1465;1509;1504;1521;1482;1377;1325;1205;1138;1114;1046;996;983;966;921;949;1104;1246;1305;1369;1350;1359;1343;1362;1371;1356;1359;1364;1398;1345;1212;1075;1046;972;990;978;1001;979;1001;1006;1007;982;985;997;921;899;875;885;870;894;872;876;873;905;894;899;888;862;881;858;859;855;830;815;814;793;793;783;788;798;776;784;820;803;766;779;810;823;857;866;828;818;808;808;826;801;811;834;843;838;856;835;807;799;851;896;920;920;989;991;975;1005;1049;1077;1060;1091;1130;1171;1172
US Tennessee;6829174;106798;29789;436.2020941332;0.2470373595;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;7;12.5;18;26;32;39;52;73;98;153;227;370;502;612;660;771.5;939;1177;1341;1498;1782;2166;2585;2691;2839;2950;3128;3187;3471;3578;3677;3659;3741;3771;3776;3584;3396;3417;3522;3441;3437;3436;3256;3480;3632;3864;4075;4359;4308;4229;4287;4473;5302;5899;6107;6333;6296;6096;5830;5715;5579;5318;5626;6059;6004;5964;5079;4627;4211;4440;4688;4594;4865;4953;5021;5160;5063;4854;4936;4980;5115;5278;5618;5543;5997;6290;6159;6126;6282;6236;6337;6610;6755;6859;7041;6975;7426;7606;7455;7321;7709;8497;8375;8721;8609;8728;9174;9496;10318;10631;10802.5;11137;11679;13172;14061;14695;15694;16329;16602;17211;18751;19557;20102;20834;20725.5;22977;23279;23746;24650;25107;26196;26684;27599;28430;28431;29396;29532;29790;31976;31215;31867.5;31761;31331;32140;31848;31512;30882;30497;29681;29363;29704;29789
US Texas;28995881;676587;105637;364.3172628554;0.2193992311;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;8;10;12;13;21;23;39;51;56;57;63;81;140;189;296;324;340;397;953;1373;1692;2001;2496;2820;3202;3914;4526;5136;5806;6478;6924;7852;8379;8834;9940;10509;10932;11029;11358;11495;11786;12041;12150;12111;12182;11934;11716;11714;11135;11212;11147;11391;11547;11562;11632;11858;12262;12625;12874;13173;13353;13446;13803;14087;14238;14572;14877;15349;15764;15969;16477;16236;16361;16543;16901;16878;16840;16649;16479;16102;15512;15518;15925;15808;15339;16503;16187;16656;16948;17652;18164;19044;19630;19645;20693;21836;21807;22674;23673;23567;24228;26638;28064;29931;31692;34182;36623;39265;43117;46164;50334;53944;57360;60874;63903;66780;71727;76126;80227;84055;83638;85676;90215;94643;98429;102487;107091;109930;111302;115072;114303;116679;124040;125940;129791;131877;131154;131054;130779;129715;125384;122998;121610;119207;120942;119451;113374;112755;111219.5;109580;109442;108269;106360;104698;105637
US Utah;3205958;212818;6128;191.1441135536;0.1400653699;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;4;6;17;28;39;51;63;78;112;135;180;256;297;344;398;474;585;691;767;836;949;996;1134;1292;1424;1418;1439;1500;1574;1622;1604;1584;1557;1525;1530;1609;1559;1503;1464;1538;1558;1599;1636;1680;1742;1820;1870;1931;1953;1989;2023;2050;2106;2104;2153;2150;2112;2137;2155;2128;2129;2089;2125;2077;2085;2087;2063;2067;2069;2115;2150;2138;2157;2141;2159;2188;2086;2172;2351;2465;2559;2615;2684;2787;2939;3195;3538;3674;3801;3939;4158;4331;4313;4448;4516;4609;4735;4847;5026;5173;5270;5396;5584;5741;5920;6122;6473;6647;6787;7056;7280;7372;7431;7441;7474;7490;7563;7733;7971;7982;8173;8227;8384;8366;8261;8175;8575;8706;8790;9165;9057;8979;8823;8743;8739;8768;8489;8379;8377;8303;7851;7624;7370;7058;7003;6895;6750;6816;6413;6128
US Vermont;623989;23871;58;9.2950356497;0.0398899587;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;5;8;12;17;19;21;28;42;50;74;92;118;152;176;203;222;244;276;301;338;362;416;460;467;478;483;471;495;500;499;498;468;450;420;402;342;301;274;245;220;200;154;130;119;101;101;94;87;87;83;83;84;86;81;83;82;75;74;71.5;65;65;64;52;47;44;41;38;37;34;34;34;28;29.5;35;38;41;43;43;37;39;39;42;42;76;75;92;107;113;117;124;136;144;148;146;145;143;140;109;117;101;96;88;80;89;81;79;75;75;80;78;80;92;92;91;90;88;90;72;81;79;83;94;93;96;108;98;98;100;101;109;112;115.5;105;108;113;104;101;100;88;82;80;83;76;67;65;64.5;68;63;58
US Virgin Islands;104425;350;0.1341463415;0.1284619023;0.0149051491;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0;1;1.3333333333;1.6666666667;2;2.2;2.4;2.6;2.8;3;3.0909090909;3.1818181818;3.2727272727;3.3636363636;3.4545454545;2.5454545455;2.3030303031;2.0606060606;1.8181818182;1.7090909091;1.6;1.5111111111;1.4222222222;1.3333333333;1.3535353535;1.3737373738;1.393939394;1.4141414142;1.4343434344;1.4545454545;1.3758314856;1.2971175166;1.2184035477;1.1396895787;1.0609756098;0.9620596206;0.8631436315;0.7642276423;0.6653116532;0.5663956639;0.4674796748;0.3685636856;0.2696476965;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317074;0.1707317073;0.1707317074;0.1707317073;0.1707317074;0.1707317073;0.1707317074;0.1707317073;0.1707317074;0.1707317073;0.1707317074;0.1707317073;0.1707317074;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1707317073;0.1585365854;0.1463414634;0.1341463415
US Virgin Islands;104425;350;176;168.5420158008;0.3333333333;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;6;11.5;17;17.5;18;18.5;19;22;23;29;29;30;30;35;34;30.5;26;26.5;27;27.5;31;29;28.2857142857;21.5714285714;20.8571428571;20.1428571429;19.4285714286;14.7142857143;13;11.3333333333;10.6666666667;10;9.25;8.5;4.75;4;5.7142857143;7.4285714286;8.6428571429;9.8571428571;13.5714285714;13.5357142857;13.5;13.4166666667;13.3333333333;13.25;13.25;13.25;13.25;13.5;12;10.0454545455;8.5909090909;7.1363636364;3.1818181818;2.9772727273;2.7727272727;2.5681818182;2.3636363636;2.1590909091;1.9545454545;1.75;1.5454545455;1.0909090909;0.6363636364;0.6363636363;0.6363636364;0.6363636363;0.6363636364;0.6363636363;0.6363636364;0.6363636363;0.6363636364;0.9242424242;1.2121212122;1.5;1.6212121212;1.7424242424;1.8636363636;1.9848484849;2.106060606;2.2272727273;2.3818181818;2.5363636364;2.6909090909;2.8454545455;3;2.9166666667;2.8333333333;2.75;2.8333333333;3.6666666667;4.5;5;5.5;6;7.8;8.6;9.15;9.7;10.25;10.75;16.5;18.25;24;36;35.5;35.3333333333;38.6666666667;44;64;72;85.25;98.5;122.75;140.5;153;157;165;172;185.5;192;192;198;192;191;185;180;158;150.5;142;146.5;143;138;133;135;155;161;165;178;176
