Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08
US Kentucky;4467673;102269;0.3265198641;0.0121146997;0.0172980993;0.023138833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1928162828;0.2063224072;0.2321731024;0.3048038402;0.3265198641;0.3191099593;0.2971208949;0.244017184;0.2376448733;0.2298112493;0.2513471712;0.2406951571;0.2147498483;0.19197964;0.1670206423;0.1580086029;0.1480614645;0.1363698292;0.1146537332;0.0899018023;0.0807582907;0.0860407047;0.1156813075;0.1365447062;0.1423490557;0.122907591;0.0871910193;0.0666707962;0.0543505368;0.0561588842;0.0547683888;0.0533283911;0.0574600527;0.0590304632;0.061710047;0.0585429441;0.0524235936;0.0509261339;0.0495282299;0.0515890175;0.0481468738;0.0432432646;0.0399707208;0.037473124;0.0389253988;0.0374697483;0.0354632573;0.0308021961;0.0347938646;0.0389475708;0.0447244267;0.0451518165;0.0387463356;0.0320357427;0.0241397158;0.0228735382;0.0224718207;0.0234232943;0.0253647399;0.0271089282;0.0279263902;0.0280696664;0.0256257099;0.0216195467;0.0165393484;0.0129010737;0.0124146685;0.0139008777;0.0163617747;0.0180548997;0.0176503535;0.0157009986;0.0145493263;0.0148842122;0.0188072276;0.0224471336;0.0248222268;0.0250384569;0.0237677383;0.0244284429;0.023660659;0.0219840197;0.0187356751;0.0155427492;0.0137605542;0.0134790605;0.0142967968;0.0147760597;0.0144706789;0.0135933904;0.0126458891;0.0121146997;0.013078759;0.0145333353;0.0150141865;0.0137941109;0.0128899266;0.0125590164;0.0137169888;0.0155254155;0.0163197162;0.0161002631;0.0142086811;0.0132168046;0.012626227;0.0130811694;0.0143328934;0.0152663143;0.0161134989;0.0160917814;0.0164998363;0.0173684652;0.0184163314;0.0198899925;0.0210086698;0.0211398974;0.0202403726;0.0196170527;0.0195702024;0.0203686584;0.0216465201;0.022856595;0.0254245935;0.0262761584;0.0275255451;0.0264549933;0.0244681102;0.0240564768;0.0245862164;0.0259143596;0.025129389;0.0229611842;0.0205905895;0.0196722159;0.0203076138;0.0217823128;0.0217896688;0.0201860691;0.0182612345;0.0167102989;0.0162544568;0.0166407812;0.0172980993
US Louisiana;4648794;111898;0.4856309288;0.0071795433;0.0132158918;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4856309288;0.4221366374;0.4264825882;0.4224122453;0.3999875558;0.3751446105;0.3379732183;0.3280518493;0.3053833669;0.2751938545;0.2527245207;0.2185183608;0.1865982354;0.1693923058;0.1701689972;0.2133724219;0.2417840582;0.2568240126;0.229141273;0.1801834446;0.14302682;0.1082175591;0.0956611386;0.0782209705;0.0684436128;0.0557688721;0.0454015033;0.0371144799;0.0288530374;0.0247072838;0.0234085643;0.02333153;0.0230019852;0.0220972789;0.020457964;0.0189715332;0.018003275;0.017269035;0.0169114835;0.015672448;0.0145190265;0.0126880099;0.0113592416;0.0109062112;0.0122762837;0.0142528813;0.0154204747;0.0153344066;0.0134653256;0.0120571223;0.0108774191;0.0104776033;0.0108192257;0.0103954642;0.0102347828;0.0095435956;0.0095555675;0.0113348193;0.0133237996;0.0153002119;0.0148408535;0.0126327049;0.0103179655;0.0088043084;0.0107450341;0.0130278782;0.0147640184;0.0141432096;0.0118594528;0.0097131879;0.0086916623;0.0093585983;0.0098312581;0.0098860922;0.0093182704;0.0095731471;0.0095510184;0.0097475905;0.0098763143;0.0099681252;0.0102421393;0.0102150976;0.0098010135;0.0094767341;0.0091082033;0.0093407001;0.009874059;0.0118961976;0.013506302;0.0147339065;0.0146562421;0.0139979912;0.0124865348;0.0099340524;0.0086806695;0.0071795433;0.0076533247;0.0099526098;0.0131149297;0.0162071049;0.0183299422;0.0193417714;0.0191995627;0.0175235626;0.0163251882;0.0173624488;0.0194349084;0.0231839315;0.0248655213;0.0239584886;0.0215062849;0.0194083852;0.0200560047;0.0221256623;0.0257612995;0.0283223238;0.0290188299;0.0277482908;0.0257545097;0.0243466408;0.0241815126;0.0250096085;0.0252357923;0.0239660576;0.0231018712;0.022435137;0.0233800091;0.024198537;0.0243805293;0.0237344896;0.0217446495;0.0208122459;0.018970884;0.017758642;0.0164151559;0.0154138234;0.0150624289;0.01488089;0.0146858577;0.0153057514;0.0157350394;0.0162700711;0.0158809707;0.0132158918
US Maine;1344212;79883;0.2421214794;0.0028026125;0.0028026125;0.0029895366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2421214794;0.2040252024;0.2035202457;0.2012087069;0.1830505297;0.1509260757;0.1356880503;0.134874991;0.1456363542;0.1518999417;0.1462976868;0.1279494553;0.1173828727;0.1105458986;0.1016463813;0.0863876193;0.0660746416;0.0531635745;0.0444445706;0.0424789945;0.0431595617;0.0422608355;0.0476860198;0.0524682057;0.0573112486;0.0580908088;0.052917119;0.0457893729;0.0364463766;0.030032798;0.0238899082;0.0196557603;0.0182842054;0.0205984917;0.0240251783;0.0269783707;0.0260506361;0.0231262305;0.0190705978;0.0181050432;0.0197194453;0.0229168235;0.0262783824;0.0264326028;0.0251500487;0.0225908392;0.0243826618;0.0281507775;0.0326571848;0.0343494094;0.0310678909;0.0253581007;0.0201740604;0.0195138108;0.0212040607;0.0242998408;0.0261248808;0.0259119283;0.0236013772;0.0229227165;0.0243587036;0.0282930836;0.0322957081;0.0335048382;0.0309500399;0.0253321881;0.0200307092;0.0169747752;0.0162861784;0.0179084794;0.0197027384;0.0196538316;0.0185191677;0.0162844644;0.0146044942;0.0137312572;0.013924303;0.0147863808;0.0148899195;0.013931582;0.0124791637;0.0108439808;0.0109802804;0.0120486514;0.013760112;0.0139287752;0.0121445688;0.0096804992;0.0078268657;0.007890566;0.0089910503;0.009979563;0.0096166296;0.0084412573;0.0071685114;0.00766017;0.0089859787;0.0111330315;0.0126986153;0.0130397179;0.012653649;0.0115918627;0.0111388501;0.0110806705;0.0110691207;0.0105576134;0.0089919136;0.0070045984;0.0055244616;0.0048976283;0.0050904565;0.0054763521;0.0056432261;0.0055145858;0.0051774595;0.0046556303;0.0043286981;0.0045604017;0.0050493141;0.0061796338;0.0069555791;0.007069518;0.006462813;0.0049993075;0.0040499411;0.0036442693;0.0043826061;0.0054512423;0.0057415246;0.0055369695;0.0050448746;0.0049904997;0.0054627373;0.0058218805;0.0058363869;0.0050406216;0.004233078;0.0033078501;0.0028951149;0.0028026125
US Maryland;6045680;25142;0.3800875287;0.0053219787;0.0073471284;0.0082617317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3431440278;0.3543842877;0.3800875287;0.374378053;0.3433954745;0.3049217282;0.2678135304;0.2416315846;0.2340337406;0.2525283298;0.2774326874;0.2975815231;0.2812987993;0.2480955395;0.2117490957;0.1875216282;0.1803795365;0.1748136573;0.1704280629;0.1588893473;0.1418393548;0.1414738193;0.1409479541;0.1473904318;0.1474654565;0.1318596757;0.114931474;0.0926955649;0.0807406985;0.0725571238;0.0684214311;0.0681067183;0.065893216;0.0640249878;0.0588178194;0.0532105023;0.0504924337;0.049663936;0.0533757715;0.0556216632;0.0571476793;0.0540847809;0.047964765;0.0431113412;0.0429533595;0.0461468382;0.0497529137;0.0504333315;0.0456812767;0.0405228543;0.0362809201;0.0362284278;0.0371446431;0.0373853352;0.0359352265;0.0324641722;0.0284503927;0.0258545369;0.0252044005;0.0260487186;0.0270318341;0.0269462416;0.0276415741;0.027640153;0.0287192578;0.0282639432;0.0266751372;0.0245612765;0.0219510504;0.0202438566;0.0178952973;0.0171470545;0.0177978342;0.019874028;0.0211648783;0.0204533894;0.0182064872;0.0156272838;0.0145004268;0.0146780839;0.0149920198;0.0146620045;0.0131376117;0.0112504527;0.009651563;0.0090801061;0.0091008726;0.0096078507;0.0095443937;0.0089404615;0.0080387286;0.0071908243;0.0067231311;0.0063010502;0.0061097692;0.0058185043;0.0055968485;0.0054494797;0.0054782466;0.0055720959;0.0056094312;0.0056578801;0.0055891151;0.0055120516;0.0054825851;0.0054867885;0.0056679361;0.0059583273;0.0063081823;0.0063552959;0.0060471819;0.0055909722;0.0053219787;0.0056863076;0.0063321202;0.0069438958;0.0074056887;0.0074376255;0.0077039777;0.0079879125;0.0084603934;0.0089479767;0.0093135662;0.0098456489;0.0099444779;0.0100970435;0.0098442572;0.009409615;0.0092212162;0.0096896148;0.0104942134;0.011366628;0.0115122126;0.0110398617;0.0103172486;0.0099140513;0.0104013015;0.010828548;0.0111981744;0.0107716574;0.0097988558;0.0085651854;0.0077153918;0.0073471284
US Massachusetts;6892503;20202;0.4454961064;0.0016740927;0.0031827589;0.003491533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4163301264;0.3690081224;0.3651484912;0.3647438922;0.3459991079;0.34462833;0.3763225592;0.4120797255;0.4454961064;0.4326865767;0.3676559387;0.3011622918;0.2397952482;0.1977462421;0.1729548948;0.1627459372;0.1597348026;0.147410543;0.131749732;0.1137114209;0.1026152202;0.1019575993;0.1054397023;0.1094419714;0.1095969865;0.102957024;0.0922258518;0.0795554884;0.0702757536;0.0682382409;0.069766203;0.0729233974;0.0700966369;0.0625774482;0.0534618268;0.0487739352;0.0491202979;0.0518960046;0.053072671;0.0489675365;0.0421402282;0.0353712734;0.0321897014;0.0318774845;0.0323885771;0.0321686198;0.0299702841;0.0265794559;0.0232990796;0.0211600791;0.0210085694;0.0214186868;0.0211806745;0.0190982732;0.0160169601;0.0135551112;0.0129515537;0.0137709802;0.0154994777;0.0164522967;0.0161177685;0.0147914872;0.0131217703;0.0121744353;0.0113819421;0.0109756217;0.0105159715;0.009807795;0.008861195;0.0077487058;0.0068170419;0.0062619004;0.0062607145;0.006684484;0.0098110692;0.0123354408;0.0143811804;0.0136058916;0.0101654299;0.0072951801;0.0045519391;0.0043803234;0.0038467977;0.0031684792;0.0028883917;0.0029591725;0.0033358889;0.003499718;0.0031635994;0.0026149158;0.0020602905;0.0018937963;0.0019952018;0.0022231839;0.0022904825;0.0021511045;0.0019420334;0.0017547071;0.0017419122;0.0017938517;0.0020452539;0.002257595;0.0023078243;0.0021559577;0.0018777015;0.0016740927;0.0017071535;0.0018999343;0.0020188602;0.0019690486;0.0017781955;0.001723771;0.0018140537;0.0020093984;0.0022288882;0.0022786768;0.0022412987;0.002206248;0.0021667304;0.0022023485;0.0022213834;0.0023342094;0.002478844;0.0025881524;0.002616215;0.0025324514;0.0024559678;0.0024800339;0.0025854864;0.0027274502;0.0027806545;0.0027455972;0.0028092476;0.0029316606;0.0032729623;0.0035789237;0.0037901253;0.0036877887;0.0034849307;0.003351645;0.003238869;0.0032593607;0.0031827589
US Michigan;9986857;146435;0.4099317735;0.0014017463;0.0080229061;0.0075521106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3951333506;0.3659235746;0.3691007459;0.3889250814;0.4099317735;0.4051268185;0.3817216554;0.3442320462;0.3116849147;0.3476569885;0.3736721528;0.388681089;0.3655405703;0.2720757012;0.2010411912;0.1543077669;0.1397021613;0.1333430648;0.1268670839;0.119932057;0.1106207321;0.0982548875;0.090384187;0.0833320442;0.0814147496;0.0791282206;0.0753454425;0.0685609468;0.058456787;0.0519940589;0.0471978001;0.045891115;0.0447229262;0.0429030998;0.0397890203;0.0352321341;0.0318056894;0.0291818422;0.0281522397;0.0278575619;0.0275751426;0.0265396971;0.0240518302;0.0221284181;0.0212581463;0.0221907041;0.0240956402;0.0256354976;0.0250844607;0.0223755929;0.0194535506;0.0173394161;0.0172630101;0.0182726077;0.0193031633;0.018824113;0.016422817;0.0139993791;0.0122558819;0.0119368697;0.0124719206;0.0128036516;0.0122887769;0.0108450344;0.0102894369;0.0118160913;0.0144941466;0.0169879111;0.0173977212;0.015125632;0.0116620409;0.0087213783;0.0079160344;0.0082802828;0.009000511;0.0094629185;0.0088148698;0.0073209565;0.0055609977;0.0045444792;0.0043302397;0.0047370756;0.0053692772;0.0054504061;0.0051132522;0.0044659976;0.0041021172;0.0040235497;0.0040489199;0.0040614087;0.0037222977;0.0031133877;0.0024328349;0.0018278778;0.0014145342;0.0014017463;0.0016830383;0.0021913625;0.0026867323;0.0027681354;0.0026700915;0.002395457;0.0025238114;0.0030382783;0.0037987103;0.0043740123;0.0045402014;0.0043048799;0.0040325811;0.0041597275;0.0044725693;0.0050290149;0.0051443554;0.0049535693;0.0048278126;0.0048244201;0.0053892905;0.0060142044;0.0064999809;0.0066040239;0.0061446823;0.0059574749;0.00605065;0.0066142442;0.0073547827;0.0078663496;0.0079233286;0.0075533315;0.0071782518;0.0074638582;0.008398782;0.0096291099;0.0105421836;0.010335507;0.0093609658;0.0082299578;0.0075797617;0.0075244006;0.0076797758;0.0080372226;0.0083381891;0.0083345392;0.0083446949;0.0084442622;0.0087296634;0.0091427006;0.0093182402;0.0089309671;0.0081063463;0.0073272976;0.0070608333;0.007280331;0.0076726093;0.0080229061
US Minnesota;5639632;206232;0.5168139383;0.0026410341;0.0119504056;0.0154768945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5168139383;0.4474002608;0.3735080679;0.3009304655;0.212832048;0.1347783752;0.0898225889;0.0744861806;0.0839840234;0.0992660374;0.1146036044;0.1241233112;0.1238519689;0.1126259756;0.1028165267;0.0961040832;0.0941884806;0.0945282762;0.0894048366;0.0784466173;0.0653892341;0.0590725904;0.0603147523;0.0655092879;0.071345423;0.072552156;0.0679086487;0.0589429828;0.0540593466;0.0535659726;0.0585645312;0.0658613142;0.0709704595;0.0707923548;0.0653355946;0.0626996044;0.0633255172;0.0697341593;0.0821914727;0.0956914208;0.1037946882;0.1036008722;0.1002965447;0.0959190738;0.0956676071;0.0973769475;0.0964672679;0.088189935;0.0741820609;0.0644090646;0.0584305201;0.0591391037;0.0627035035;0.0645279605;0.0610690066;0.0517300324;0.0440831513;0.0389857829;0.0396168722;0.0438069184;0.0476780496;0.0469607366;0.0410479057;0.0366065423;0.034151034;0.0358197968;0.0397161407;0.0422852198;0.0408605991;0.0352030052;0.0284893878;0.0238666612;0.0221085753;0.0233251144;0.0248138122;0.0231436141;0.0190063091;0.0148454804;0.0129232592;0.0138844491;0.0156722088;0.0167860682;0.0158603698;0.0130308485;0.0109550396;0.0099344032;0.0105223627;0.0112332165;0.0107198685;0.0085431974;0.0052599701;0.0031514122;0.0026410341;0.0041478133;0.0066457836;0.0090784939;0.0110253867;0.0120215765;0.0124477136;0.011926776;0.010959882;0.0099537642;0.0097141468;0.0102707332;0.0115903042;0.0123203845;0.0124741542;0.0120849838;0.0117473978;0.0117847216;0.0114104467;0.0107547203;0.0097363139;0.0094745375;0.0100007742;0.0113441327;0.0127026294;0.0140798326;0.0152661187;0.0158913013;0.0156114853;0.0143473312;0.0130624247;0.0125515392;0.0126401676;0.0132350476;0.0140286611;0.0140977981;0.0139723883;0.01335957;0.0130527472;0.0134577038;0.0144311331;0.0154361471;0.0151594192;0.01406253;0.0129763532;0.0125750862;0.0128061308;0.0133685522;0.0135271557;0.0130371966;0.0122587331;0.0118398387;0.0115877758;0.0119504056
US Mississippi;2976149;121531;0.5888696452;0.0135013579;0.0167140852;0.0184913503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5829741655;0.5888696452;0.5435270335;0.4748724671;0.3681441036;0.2898743315;0.246965478;0.2213992643;0.205826197;0.1769456103;0.1524653887;0.1341081612;0.1235386503;0.1230675261;0.119307303;0.117215207;0.10959309;0.1004436486;0.0911491691;0.0854193946;0.0864925868;0.0864185252;0.0868495226;0.078709517;0.0695668901;0.0623637223;0.0628485389;0.0653884504;0.0663419282;0.0641694922;0.0609490289;0.0579741468;0.0551970997;0.0522720036;0.0495112157;0.0482881461;0.0484308605;0.04674442;0.0433776092;0.039050768;0.0369215718;0.0382726437;0.0400557789;0.0396470994;0.0376413945;0.034995799;0.0336632387;0.0333564288;0.0345900014;0.0353189081;0.0335756443;0.030528189;0.0264421507;0.0224174465;0.0217345234;0.0238339741;0.0274244734;0.028639511;0.0265629193;0.0235241384;0.0201789336;0.0195359232;0.0211920544;0.0239500629;0.0258840982;0.0256193407;0.0237765291;0.0216258989;0.020369128;0.0212859884;0.0235716782;0.0250364991;0.0247773898;0.0227447897;0.0202321207;0.018078092;0.0165738382;0.014565597;0.0137688176;0.0145313127;0.0172864522;0.020750003;0.021896633;0.0212864301;0.0185795589;0.0160613112;0.014430844;0.0135013579;0.0143912031;0.0160374591;0.0176299718;0.0181297989;0.017263809;0.016237163;0.0164099439;0.0179421937;0.0221841838;0.0260348652;0.028439894;0.0275535723;0.024337701;0.0221935004;0.0212812075;0.023440836;0.0259085563;0.028435519;0.0281081927;0.0255592824;0.0223303578;0.0195845595;0.0196676713;0.0215640604;0.023679086;0.0249173386;0.0236976577;0.0224934848;0.0213937984;0.0217968707;0.024045823;0.0260293645;0.0266734832;0.0258690866;0.0259418266;0.0274512693;0.0292819538;0.0305379032;0.0303263206;0.0290768989;0.026825479;0.0245864651;0.0231201582;0.0230652813;0.024316375;0.0251201788;0.0238495164;0.0200767151;0.0166412103;0.0146583361;0.0148222495;0.0157627532;0.0167140852
US Missouri;6137428;178040;0.594153416;0.0119586401;0.0188754687;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.594153416;0.5393216692;0.5222091002;0.4494082686;0.3872190642;0.3182390608;0.2557292268;0.2117741581;0.1833181095;0.1805277636;0.1849959566;0.1732211856;0.1450295856;0.1169242059;0.1011010985;0.0985803851;0.0997108029;0.0964179185;0.0874129275;0.0716382505;0.0614740914;0.055437614;0.0529982104;0.0522740007;0.0501314787;0.0471323729;0.0419869793;0.0370137266;0.033085104;0.029669544;0.0281226654;0.0294539578;0.0322426061;0.034047462;0.033535131;0.0299150522;0.0258725765;0.0217974347;0.0210914203;0.0233855255;0.0271410474;0.0321120807;0.0336857068;0.0325661078;0.0292927145;0.0251115571;0.022631201;0.0201770548;0.0183923586;0.0160425737;0.0134980974;0.0124056032;0.0123999752;0.0138199743;0.0150719045;0.0155846125;0.0150150476;0.0140806827;0.0132975659;0.0130191712;0.0137036641;0.0150016707;0.0163471188;0.016549183;0.0161967484;0.0149457384;0.0139972344;0.0133398654;0.0129661979;0.0129613277;0.0134827663;0.0142576156;0.0156612856;0.0163375641;0.0164620998;0.0154899593;0.013782812;0.0123819079;0.0119586401;0.0127155467;0.0136283942;0.0143108967;0.0139816943;0.0135097528;0.0129628033;0.0128062892;0.0132004302;0.0139530823;0.0155606934;0.0176374805;0.0184482865;0.0187690564;0.0179700108;0.0184282277;0.020164035;0.0218890753;0.0227772303;0.0216667311;0.0206801244;0.0200489064;0.0200125884;0.0202290366;0.0198203568;0.0186881229;0.0175738948;0.0177249648;0.0190628943;0.0221075881;0.0248105074;0.0260013364;0.024379223;0.0211877698;0.0199373901;0.0204794711;0.0232687411;0.0261156757;0.0279175934;0.0282811312;0.0269998256;0.0264317089;0.0268160079;0.0294480937;0.0339714463;0.0378993897;0.0395687267;0.0373833603;0.0349958851;0.0340212045;0.0357809333;0.0379998859;0.0375382439;0.0332166265;0.0266526188;0.0214059382;0.0191751244;0.0195639031;0.0203620012;0.0188754687
US Montana;1068778;376962;0.309426962;0.0006946861;0.0283622353;0.027748581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3073288509;0.2901868197;0.2620993111;0.2853377558;0.2906453898;0.309426962;0.2783557607;0.217047278;0.1627582232;0.1217045278;0.1054610884;0.0962065411;0.0897528836;0.0825103794;0.0745699318;0.0662500549;0.0606849088;0.0544984545;0.0493262345;0.0441011742;0.0360617118;0.0293660081;0.0222824357;0.0191505345;0.0174563944;0.0171390681;0.017100212;0.0152470752;0.0126507357;0.0093687045;0.0071440008;0.0059361152;0.0049440564;0.0049215948;0.0045215923;0.0043116568;0.0039212777;0.0035339526;0.0031519812;0.0025863878;0.0023952267;0.0022050851;0.0018345335;0.0014042835;0.0009144957;0.000730194;0.0008511163;0.0009720546;0.0010930969;0.0012125644;0.0015131841;0.0021747138;0.0028943863;0.0034875161;0.0037773853;0.003585572;0.0032171997;0.0037343941;0.0044252785;0.0051717757;0.0049279915;0.0035051361;0.0020942523;0.0008112657;0.0006946861;0.0013292906;0.0032824144;0.0072082921;0.0120883293;0.0155879429;0.0163851946;0.0138692733;0.012009291;0.0105530199;0.0099656437;0.0092828326;0.0071689176;0.006478821;0.0065707561;0.0079009483;0.009657125;0.0114884211;0.0145615836;0.0174180372;0.0182062252;0.0182033919;0.0188957839;0.0206266296;0.0257177505;0.0294355579;0.0321209119;0.0304842369;0.0273378384;0.026665427;0.0270710219;0.0308185557;0.031292627;0.0331347874;0.0347403629;0.0396483153;0.0477646958;0.0520728147;0.0528614545;0.0484786452;0.04297472;0.0408850028;0.0396852203;0.0438635638;0.051196998;0.0574270864;0.062385258;0.0610593245;0.0581104092;0.0560739553;0.0571188171;0.0611770764;0.062165563;0.0575955536;0.049753524;0.0411978898;0.0361245553;0.0343187552;0.0353587311;0.0401946907;0.0430242825;0.043023266;0.038670841;0.0341287075;0.0326939632;0.0349836892;0.0384663307;0.0382663315;0.0334420494;0.0269364847;0.0227371626;0.0218641447;0.0246771017;0.0283622353
US Nebraska;1934408;198974;0.2141307269;0.0072225349;0.0103474721;0.0101721721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1423119139;0.1310191414;0.1408288703;0.1472179321;0.169863967;0.1723346544;0.1594533819;0.1385548759;0.1204893531;0.1264873046;0.1407372264;0.1539249391;0.1703833119;0.1802831411;0.2001740289;0.2141307269;0.2046627404;0.1878055721;0.1626631769;0.148590261;0.1348255147;0.1291017585;0.1232565686;0.1201860942;0.1176393955;0.1151034013;0.1073430742;0.0951974968;0.0798277947;0.0639248695;0.0608177828;0.0625431811;0.0779046168;0.0937965091;0.1086041524;0.1130554103;0.1038443524;0.0976063596;0.0958348458;0.1071005337;0.1208727112;0.1266524708;0.1130952348;0.0964139451;0.0874152438;0.0906810746;0.1029782084;0.1119066987;0.1092608569;0.0932375758;0.0750159966;0.0613808033;0.0591160989;0.0598437942;0.0602642351;0.0534332241;0.0408703031;0.0316223312;0.0275806579;0.0299006536;0.0354889814;0.0359864461;0.0349990234;0.0300707784;0.0260409916;0.0242594164;0.0233420227;0.0246625973;0.0236327477;0.022336568;0.0205441374;0.0198831807;0.0207967231;0.0226122152;0.0241212158;0.0235919726;0.0217658768;0.0192769681;0.0178992598;0.0171600418;0.0173189426;0.016881927;0.0152450162;0.01284087;0.0103481605;0.0086884293;0.0088338392;0.0100956122;0.0113969031;0.011401305;0.0101406231;0.0088575272;0.0082227628;0.0089085413;0.0099241814;0.0102451755;0.0096428292;0.0086067029;0.0076980253;0.0073039153;0.0072225349;0.0074755054;0.0081890246;0.00876559;0.009278398;0.0090741578;0.0083589783;0.0076565536;0.0074365582;0.0078767868;0.0081012343;0.0079434764;0.0074226802;0.0072711312;0.0076249158;0.0083518609;0.0091061161;0.009245174;0.0093379308;0.0098141397;0.010634781;0.0112585455;0.0112338722;0.0102929511;0.0088307954;0.0078109382;0.0079749175;0.0093744895;0.0111900784;0.0128801653;0.0134503246;0.0129228314;0.0119072325;0.0109955775;0.0105084545;0.0106171492;0.0115913309;0.0121440747;0.0124385597;0.0119145205;0.0109213448;0.0102257806;0.0098896474;0.0103474721
