Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;Last Trend
Guatemala;17915568;107160;196;1.0940205747;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1030367198;0.0859375848;0.1002917543;0.1083562529;0.1129573267;0.1077916368;0.0836381201;0.0783123153;0.087908943;0.1348310712;0.1661235434;0.1707723688;0.1622967345;0.1424632094;0.1365604029;0.1528905303;0.1852578402;0.2016109599;0.1908636116;0.1503538539;0.1132756991;0.0889148298;0
Guinea;13132795;245720;438;3.3351620885;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3314471838;0.3928218728;0.4130407698;0.3625291921;0.271291583;0.1721507332;0.1376296861;0.1265164854;0.1435428465;0.1524688249;0.1524022975;0.1520088234;0.1450827836;0.1443013781;0
Guinea-Bissau;1968001;28120;43;2.1849582394;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2197102703;0.1757349435;0.1239213906;0.0761723354;0.0482960345;0.0408409881;0.0390240426;0.0387706826;0.0392756588;
Guyana;786552;196850;55;6.992544676;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0947346446;-0.2751662186;-0.2673156025;-0.1845745634;-0.095232582;0;0;0;0;0;0;0.6744605064;0.3056352028;0.1027008774;0.1265139201;0.1396780773;0.1322578041;0.1168172477;0.089527119;0.0743202239;0.0531793572;0.0604725278;0.0685012657;0
Haiti;11402528;27560;41;0.3595693867;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0518979701;0.0450783827;0.0507620106;0.0646516344;0.1000395213;0.1144243067;0.1196644195;0.1270763793;0.1250798505;0.1277955297;0.1228332887;0.1215879144;0.1203680579;0.1086623285;0.0866694311;
Honduras;9904607;111890;426;4.3010288041;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1362645752;0.1320991906;0.1834347541;0.2520058274;0.2967334887;0.3143336828;0.2729181473;0.2167353775;0.1939053532;0.1742159155;0.1762146965;0.151132796;0.1307791214;0.1029271549;0.0761379494;0.0733686143;0.0696406028;0.0846884581;0.087077005;0.0821445627;0.0558825897;0.0388870826;0.0364916438;0
Hungary;9660351;90530;1652;17.1008279099;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2674222745;0.2653519753;0.2343946196;0.2289109383;0.2169545504;0.2204529029;0.2257843329;0.232551298;0.2381215201;0.2344322056;0.2190685309;0.1960218973;0.1845851664;0.1738654067;0.1694294305;0.1600614675;0.1439966774;0.1269749275;0.1119708416;0.1035113159;0.1043265702;0.0992235692;0.0941844996;0.0913019965;0.0989313273;0.1230891106;0.1487526528;0.1734744682;0.1675070505;0.1383839862;0.1037617217;0.0765892231;0
Iceland;341243;100250;1739;509.6075230847;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2290347615;0.1513578797;0.136666433;0.1498837779;0.1887764347;0.2152675729;0.2207988046;0.1915214635;0.1620751963;0.1496035424;0.1647211776;0.2031684354;0.231497167;0.2454549734;0.2158508799;0.1814672077;0.146441117;0.1241496338;0.1236540338;0.121037579;0.118345525;0.1059583876;0.0927393317;0.0842390486;0.0845685005;0.0884687062;0.0908710272;0.0894514362;0.0801122189;0.0741481412;0.0702989941;0.0633778353;0.05450518;0.046056811;0.0385523088;0.0347521117;0.0283115134;0.0245400725;0.0245099186;0
India;1380004385;2973190;13430;0.9731853135;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1258365369;0.1224522119;0.1481416716;0.1711600216;0.1759372958;0.1732867359;0.1699319411;0.1565248675;0.1649514588;0.1567650979;0.1590964374;0.1773393836;0.2197151998;0.2606469153;0.2803084325;0.2745246219;0.2410643888;0.2069062313;0.1838613863;0.1796840196;0.1618571933;0.1565776666;0.1420847705;0.1692893349;0.2126473355;0.2375506777;0.2487801352;0.2106977073;0.1991425636;0.1977260285;0.2050400308;0.2026201345;0.1733290327;0.1538773497;0.1358303004;0.1346913601;0.1295344722;0.1283758221;0.1258467768;0
Indonesia;273523615;1811570;5516;2.0166448882;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3867459583;0.3378452578;0.2949045009;0.2756895242;0.2823543082;0.2972903166;0.3041347622;0.2840802678;0.2339626705;0.1994171395;0.1740486251;0.1694024084;0.1671120387;0.1627543547;0.1553936896;0.1429146147;0.1302592841;0.121863617;0.1138718697;0.111322617;0.1088828673;0.1070765941;0.1073398793;0.1107706351;0.1183986432;0.124406071;0.1315007119;0.1307908212;0.130516237;0.1290590065;0.1274299854;0.1200815286;0.1111907794;0
Iran;83992949;1628550;77995;92.8589851036;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5852344215;0.608424583;0.6204582036;0.6406625443;0.6185698873;0.600099631;0.5496197254;0.4689161685;0.3914834834;0.3156090405;0.2698192716;0.2294626225;0.1880206952;0.1509039683;0.126994724;0.1225904397;0.125311868;0.1286371432;0.1259122732;0.1207091155;0.1101793311;0.1001331571;0.0974893792;0.0946983017;0.0900692662;0.0854442336;0.0861991232;0.0943472497;0.1070153295;0.1229784732;0.1363525176;0.1429046878;0.1429239752;0.138178574;0.1308302745;0.1211598458;0.1116298442;0.1014019818;0.0913903887;0.0833524968;0.0768382947;0.0716504077;0.0667893539;0.0635780618;0.0616240628;0.0609612523;0.0618791674;0.0624409842;0.0630127651;0.0631678402;0
Iraq;40222493;434320;1434;3.5651693693;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2703526105;0.1947388999;0.1546177384;0.1493136712;0.1594232119;0.165979394;0.1467337615;0.1324243196;0.1226598446;0.1286266628;0.1283383295;0.1208465039;0.1212530868;0.1270066782;0.1460452361;0.1568489062;0.156882689;0.1391647041;0.1159205955;0.124338278;0.1420281281;0.16226197;0.1740415445;0.17075122;0.1644953936;0.1578705006;0.1551480608;0.1435045047;0.1300736109;0.1119528003;0.0950775528;0.088349067;0.0936013939;0.1062980326;0.1117259567;0.1092527058;0.1035970723;0.0860795091;0.0698579885;0.0606598885;0.0534746393;0.0472961752;0.0400174577;0
Ireland;4937786;68890;13271;268.7641789255;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1968379298;0.2721523004;0.362961884;0.4078244609;0.3973859665;0.3324413964;0.2858202606;0.2492420585;0.3131789179;0.3703842322;0.4003708278;0.3727334234;0.2782857205;0.2226384876;0.1921335147;0.1940403262;0.1904742526;0.182465918;0.1643857511;0.1479324749;0.1323195074;0.1184378441;0.1187958057;0.1174467447;0.1179752126;0.1180132499;0.1161214468;0.1115402714;0.1042314171;0.100323888;0.11524021;0.1381571045;0.160155086;0.1697141685;0.1568433143;0.1393416242;0.1231577339;0
Israel;8655535;21640;12758;147.3970124319;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3269893199;0.3943672849;0.3888310525;0.3014205059;0.2263727721;0.1634229977;0.1590136127;0.177019153;0.2322638463;0.2447924505;0.2336089422;0.2031116126;0.1962889689;0.2267902044;0.2671481296;0.3092717222;0.3031998146;0.2784745051;0.3042402765;0.3243859558;0.3339938377;0.3219220858;0.2479609795;0.1974540874;0.1602756996;0.1541039419;0.1475707323;0.1384298776;0.1269379188;0.1126229905;0.0943562833;0.0793352203;0.0752326526;0.0660255577;0.060399973;0.0605950809;0.0654006481;0.0671569406;0.0712197362;0.0742241568;0.0793532665;0
Italy;60461826;294140;168941;279.4176279096;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5823968385;0.4654835894;0.4050706845;0.3943842572;0.3669999732;0.3400167245;0.3106920696;0.2737929906;0.2533949329;0.2420090959;0.2500314845;0.2540804687;0.2475184115;0.2349509373;0.2164431641;0.206118059;0.2059299705;0.2041187979;0.198731164;0.1830361905;0.1674168164;0.1571483284;0.1527253946;0.1558434489;0.1578144807;0.1520335284;0.13637959;0.1203200289;0.1087032948;0.1021471491;0.1010718697;0.0998783429;0.0941417303;0.0858998159;0.077049808;0.0719547039;0.0710245238;0.0735203165;0.0755208869;0.0749203283;0.072053813;0.0679966871;0.0660619868;0.0667900686;0.0713236608;0.0762070953;0.0782495574;0.0763307436;0.071912391;0.0674065422;0
Ivory Coast;26378274;318000;654;2.4793130892;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5393403444;0.4798836339;0.2967820079;0.2249598856;0.1706407184;0.1707673462;0.1336660307;0.0942662033;0.0697932947;0.0682224158;0.083821559;0.1100894171;0.1463793063;0.1591128532;0.1648035777;0.1545275465;0.1592404372;0.1525312089;0.1388043237;0.1209337295;0.09699761;0.0708289774;0
Jamaica;2961167;10830;143;4.8291771454;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1071739962;0.1044105427;0.0949234192;0.0846552908;0.0875001422;0.0979980871;0.1353710144;0.1345357594;0.1142651241;0.1030255201;0.1018267346;0.1232748359;0.1415388701;0.1400178904;0.1277861413;0.1133900393;0.1040690199;0.0977382715;0.0959538227;0.074983149;0.0515343825;0.0299635854;0.0280326141;0.0414004247;0.098112314;0.1744764722;0.2473821676;0
Japan;126476461;364555;8626;6.8202414361;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1049575283;0.0601616891;0.0414026786;0.0420038503;0.0428912726;0.0399061664;0.0358784898;0.0357661146;0.0376995727;0.0469622831;0.1097257295;0.1912427918;0.2804473952;0.3346447856;0.3055084181;0.2386171066;0.1827664898;0.1605237371;0.166105466;0.1701240467;0.1654164916;0.1491852521;0.1298456448;0.1167620001;0.1149849113;0.1139424826;0.1014628637;0.091870273;0.0948960567;0.1073976276;0.1275100467;0.1470519319;0.1612102405;0.1543261182;0.1335084989;0.1231909437;0.11932117;0.1194872825;0.1117677649;0.1081510442;0.1017182296;0.0959618449;0.082772827;0.0631842234;0.0524534753;0.0545513189;0.0734503932;0.0862649461;0.1046711798;0.1137514575;0.1173790691;0.1242837339;0.1356338468;0.1543523453;0.1618607727;0.1510446368;0.1242378126;0.1135278481;0.1179086708;0.1406221641;0.1619798837;0.1643144172;0.1543762614;0.1355844032;0.1253648891;0.124345747;0.143082093;0.1593464206;0.1607401956;0.1446893318;0.1270699379;0.1048178318;0
Jordan;10203134;88780;402;3.9399658968;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.304173559;0.216450452;0.1763983465;0.1582554032;0.1623647864;0.1644350499;0.1529738746;0.1346937786;0.1012597886;0.0759898233;0.0528519926;0.0462254992;0.0482080431;0.0555273616;0.0666842028;0.0716193955;0.0750901364;0.0629309805;0.0600383009;0.0567013667;0.0540242272;0.059262032;0.0557531411;0.0502272025;0.042111861;0.044755414;0
Kazakhstan;18776707;2699700;1402;7.4666979679;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2004804806;0.1180339887;0.109552714;0.1015935922;0.13103423;0.1873485718;0.2670456119;0.3352866854;0.3362539647;0.314011068;0.2238630994;0.1669234025;0.1337175405;0.1264831419;0.1271374159;0.124675402;0.1228931614;0.111404411;0.1014924193;0.0845512167;0.0822096652;0.0847536485;0.0989253271;0.1246241531;0.1436069495;0.1533477446;0
Kenya;53771296;569140;234;0.4351764183;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.218313294;0.1704576179;0.1453655826;0.122726003;0.1341246395;0.1703086177;0.2302313205;0.2668021475;0.2670061986;0.2202171805;0.1585890896;0.1265454381;0.1090180246;0.0988991471;0.0818648438;0.0568314253;0.0404740995;0.0360196817;0.0411137042;0.0558089061;0.0754777732;0
Korea, South;51269185;97230;10613;20.7005436111;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.116572549;0.1268946737;0.1236532447;0.1117850331;0.0841264889;0.0620004372;0.0526050643;0.0530742101;0.0443519364;0.030260711;0.0196365892;0.0192931409;0.0285124827;0.1478761088;0.3046917544;0.4964749423;0.7355424668;0.7951685853;0.7676431048;0.6094621922;0.4365706801;0.346344089;0.3054897192;0.319769928;0.3189064434;0.2958990649;0.255357777;0.2044886105;0.1662192288;0.1342537342;0.1112410527;0.0921067726;0.0744990101;0.0582708029;0.0433573176;0.0324388262;0.0278302427;0.0291241504;0.0293112768;0.0300795184;0.030811906;0.0320608805;0.0375971131;0.0483300321;0.0644519683;0.076959895;0.0836318521;0.0775337592;0.0723119224;0.0630537374;0.0604810603;0.0655058951;0.0744533604;0.0793986024;0.0781147371;0.0754167535;0.0769248165;0.0735775451;0.0739196624;0.0755726685;0.0684874889;0.0611236729;0.0549561858;0.0490294454;0.0438705675;0.0422046355;0.0402115989;0.0375840849;0.0384985997;0.0405015365;0.0430194123;0
Kosovo;1810463;10.877;449;24.8002858937;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082735503;0.0760421855;0.069838408;0.0579717379;0.0456650652;0.0484432717;0.0598306319;0.0745930064;0.1322794762;0.1592406777;0.1804780394;0.1925997414;0.1930538895;0.1812804988;0.1634185145;0.141404581;0
Kuwait;4270571;17820;1524;35.6860944356;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1835930773;0.096843771;0.0560794208;0.0418228964;0.0272618182;0.0198553279;0.0206735542;0.027627447;0.039907762;0.0600305885;0.0998099109;0.1222270436;0.1588755484;0.1948079374;0.207244015;0.1877765152;0.1572508829;0.1325818311;0.1163056259;0.1110179982;0.1102145955;0.1098453253;0.0947738927;0.0706316525;0.0525464501;0.0546537174;0.0742218303;0.0998411966;0.1155985218;0.1194008266;0.1247981934;0.1288033236;0.1491040432;0.1768704016;0.2054158257;0.2196240537;0.2185088206;0.2108512829;0.1897916415;0.1662633128;0.1468709648;0.1330803461;0.1272329024;0.1140309527;0.0949328569;0.0786046684;0
Kyrgyzstan;6524195;191800;466;7.1426436518;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3579060687;0.2531048511;0.2021117936;0.1611001869;0.1682569069;0.1515098588;0.122190052;0.0988122325;0.0903553007;0.0866234871;0.118779006;0.1646318386;0.1949862753;0.2028900738;0.1703895774;0.1468329859;0.1179299907;0.1276546403;0.1285179728;0.1205562434;0.0974290468;0
Laos;7275560;230800;19;0.2611482827;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0552341094;0.0851447081;0.1389643605;0.1564821867;0.1503592666;0.1269652097;0.1033252667;0.0834077485;0.0595261879;0.0295500384;
Latvia;1886198;62200;675;35.7862748237;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2985187213;0.2889662163;0.2995762206;0.3164812217;0.3006697217;0.2519794984;0.2182469684;0.185487563;0.1762612608;0.1624311908;0.1477458398;0.1375657005;0.1284259634;0.1278700608;0.1226472162;0.1206172603;0.1073262364;0.1028515899;0.0902770515;0.0799505583;0.0752121392;0.0596380344;0.0546250182;0.0477321588;0.0540203329;0.059327586;0.0691576851;0.0725825453;0.0635563105;0.0590123153;0.0422650578;0
Lebanon;6825445;10230;663;9.7136523699;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1570900597;0.1842002092;0.2128036808;0.2038770336;0.2189551344;0.2147264566;0.2220157467;0.2251590204;0.2116553943;0.1891537799;0.1542106036;0.1284258651;0.1113863566;0.1069219366;0.118073075;0.1481690147;0.1666875424;0.1888397779;0.1958846133;0.175423603;0.1454291538;0.1147850938;0.1045348431;0.083485391;0.0741721238;0.061924775;0.0563210114;0.0499479968;0.0463350024;0.0519766921;0.047834231;0.0525333364;0.0538165639;0.0637465729;0.0755988276;0.0859683716;0.0912129619;0.0839726273;0.0701350611;0.0599528374;0.0537816542;0
Liberia;5057681;96320;59;1.166542532;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3336302313;0.2736998774;0.2102301278;0.1751874859;0.1479037598;0.1161627567;0.0787389257;0
Libya;6871292;1759540;49;0.7131118864;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1605652071;0.1307307249;0.0879018341;0.0652348949;0.0596644259;0.0699980083;0.0791601932;0.0592163275;0.0774647511;0.1349330113;0.2007382473;
Liechtenstein;38128;160;79;207.1968107428;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1249066183;0.1177824774;0.0927765345;0.0629767917;0.0425066705;0.0313896605;0.0301594463;0.0358694757;0.0651101818;0.0838851554;0.0945231201;0.0884493108;0.07887943;0.0576686248;0.0356989772;0.0212642443;0.0174469539;0.015736628;0.0154491839;0.0136214499;0.0098559596;0.007595799;0.0037069633;0;0
Lithuania;2722289;62674;1128;41.4357182503;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33209535;0.4158387913;0.4672917027;0.4801968091;0.4149808489;0.3026279514;0.2352708289;0.1899730042;0.1675900306;0.1504008849;0.1304537869;0.1178171418;0.1046420137;0.1010273624;0.1031144608;0.1102508052;0.1045531814;0.0931086451;0.0805796851;0.0697549315;0.0664797155;0.0671504798;0.0703427297;0.063377162;0.0536703809;0.0423363913;0.0393599589;0
Luxembourg;625978;2590;3444;550.179079776;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4217561576;0.4787642546;0.5333900045;0.5303729456;0.4730177989;0.3667923297;0.2853993521;0.2221058529;0.1902452797;0.1737120082;0.1567759426;0.1337330411;0.1080802214;0.0922984803;0.0802003472;0.0775577533;0.079624208;0.0843523093;0.0819570795;0.0671532278;0.0605861421;0.0554103861;0.0536812268;0.0567455718;0.0626923682;0.0621805898;0.0486823994;0.0389105774;0.0298885396;0.0317933285;0
MS Zaandam;Not defined;Not defined;9;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Madagascar;27691018;581795;111;0.4008520019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.193825482;0.1802890248;0.1957116809;0.1799806065;0.1558092296;0.1363119084;0.0994272885;0.0809041283;0.0777488613;0.0825217027;0.0890498842;0.0892752199;0.0863323118;0.0770971897;0.0623833415;0.0546047939;0.0582167848;0.0481859751;0.0372555621;0
Malawi;19129952;94280;16;0.0836384744;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Malaysia;32365999;328550;5182;16.0106289319;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1330483068;0.1108471959;0.0917940214;0.070994489;0.0566171853;0.0604347745;0.0702317599;0.0757012026;0.0618257146;0.0447180043;0.0227696476;0.0107782021;0.012824073;0.0148978368;0.0177720074;0.0187584495;0.0198609508;0.0211012718;0.0478168375;0.112183155;0.1383682901;0.1858704664;0.2269721777;0.239732376;0.275272313;0.3187519259;0.3378617045;0.3038106105;0.2396943614;0.1783125793;0.1532992613;0.15183283;0.1576218872;0.1700438406;0.2314585442;0.3030067226;0.3578702509;0.3753449084;0.3092092117;0.2381510805;0.1834086587;0.1596885537;0.152926785;0.1421236691;0.1333191703;0.1263796874;0.1162415112;0.1114164088;0.1079459877;0.1019794073;0.0930914143;0.08585235;0.0849845129;0.0866080222;0.091119814;0.0932377975;0.0936635089;0.0864536164;0.0809987676;0.0791059703;0.0753888328;0.0718061324;0.0713337653;0.0730726199;0.0754505156;0.0755080256;0.0744095705;0
Maldives;540544;300;25;4.6249704002;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0374933456;0.0183562813;0.0247323472;0.0265589844;0.0286829045;0.0353404381;0.0365239485;0.0377932059;0.0446418466;0.0845344121;0.0961966579;0.1067603844;0.1118995011;0.1190388244;0.1144429579;0.093706632;0.06247446;0.0384209861;0.021514853;0.0223406298;0.0232324857;0.02419868;0.0271004955;0.0307937367;0.0456791083;0.0748665299;0.1363149627;0.1447975616;
Mali;20250833;1220190;171;0.844409709;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.186695953;0.1432544756;0.1262986049;0.1175395013;0.0982046042;0.0955552967;0.0988101196;0.120265103;0.1534835311;0.18207565;0.1945336112;0.1810480739;0.1742011771;0.1609937183;0.1596286878;0
