Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;Last Trend
China Shanghai;23019148;6341;414;1.7985027074;;;;;;;;0.371027458;0.3286094658;0.3101375783;0.2844904915;0.2718153185;0.2261665161;0.1924489637;0.1519555053;0.1244291055;0.1028670338;0.0882478392;0.0794293648;0.0651555383;0.0512146541;0.0359779315;0.0272218088;0.0206703228;0.0182850545;0.0174167727;0.0157781621;0.0152555205;0.0129863599;0.0102682867;0.0071251325;0.0035273916;0.0022559361;0.0012489096;0.0012476631;0.001246419;0.0012439382;0.0014906874;0.0014892074;0.0012402355;0.0007432186;0.0002474329;0.0002471883;0.0004941934;0.0009876555;0.0019723962;0.0027063847;0.0031929671;0.0026984178;0.0022007713;0.0017062829;0.0014587931;0.0019436438;0.0036280678;0.0052975607;0.0069523543;0.0076487407;0.0073490779;0.0070542816;0.0079167993;0.0110717976;0.0183438049;0.0236401104;0.0278133911;0.0247524752
China Shanxi;35712111;156300;134;0.3752228481;;;;;;;;1.0103362615;0.7011640796;0.5357393278;0.3781320588;0.2535663411;0.2272758724;0.2039623333;0.2162356382;0.181766455;0.141416193;0.1071747641;0.092646226;0.0939593243;0.0815304464;0.0653702439;0.0403487581;0.0269937158;0.0179258098;0.0128709171;0.0100112578;0.007234934;0.0071782747;0.0071409923;0.0064477872;0.0051283733;0.0038241615;0.0025413166;0.001898142;0.0018933502;0.0018885825;0.0018885825;0.0012570735;0.0006275497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006259784;0.0012507842;0
China Sichuan;80418200;485000;545;0.6777072852;;;;;;;;0.6409090175;0.5126389227;0.4060148775;0.3191743266;0.2687393992;0.2319439912;0.1944192506;0.1576889079;0.1231426735;0.1010912936;0.0869705009;0.0762297741;0.0692345067;0.0631716525;0.0574807052;0.0515170441;0.0448767542;0.039771588;0.0345876478;0.029656089;0.0261779426;0.0239412358;0.0232043379;0.0219008045;0.0189889055;0.0143447156;0.0097445741;0.0059454696;0.0036680306;0.002536482;0.002684164;0.0037784048;0.0043957103;0.0042264384;0.003122111;0.0017111364;0.0006205402;0.0001548587;0.0003096455;0.0004643605;0.0004643605;0.0003094539;0.0001546671;0;0;0;0;0;0;0.0001545715;0.0003090713;0.0004634995;0.0006178563;0.0007716651;0.001079166;0.0012322882;0.0015387028;0.0036832413
China Tianjin;12938224;11305;145;1.1207102304;;;;;;;;0.3973411963;0.3542606504;0.2652197672;0.1763489329;0.1426832888;0.1308068032;0.1610290973;0.1808612863;0.1716710059;0.1545514004;0.1134284228;0.0910719933;0.0731966767;0.0624977664;0.0626416703;0.0599201882;0.0669993091;0.063871411;0.0544623741;0.0398823021;0.0243208248;0.01802527;0.0148991599;0.0153531698;0.0145060942;0.013643945;0.0121778281;0.0101278741;0.0075477052;0.0043682787;0.0024783338;0.0012322882;0.0018467299;0.0018467299;0.0012292586;0.0006136855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006121827;0.0012232439;0.0018331883;0.0018331883;0.003647477;0.0078342835;0.0283687943
China Tibet;3002166;1228400;1;0.033309284;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
China Xinjiang;21813334;1660400;76;0.3484107473;;;;;;;;;0.4142135624;0.4239338152;0.3837825752;0.2672450975;0.189207115;0.1423119139;0.1387929263;0.1476400915;0.1472179321;0.1415917118;0.1213431528;0.1034125135;0.0881575847;0.086302109;0.0864267135;0.0886810922;0.0828683853;0.0736673103;0.0602783755;0.0510421216;0.0438253553;0.0347612737;0.0256918547;0.0136085703;0.0066893361;0.0010995069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Yunnan;45966239;394000;176;0.3828897117;;;;;;;;0.8107234085;0.6233395774;0.5159475713;0.4074950182;0.3004964288;0.2244726151;0.1684387792;0.1340279978;0.1051792931;0.0804958757;0.0608783473;0.0442180989;0.0324463605;0.02816129;0.0264970548;0.0275675562;0.0265053897;0.0247656451;0.023429982;0.0238072975;0.0244654024;0.0215397726;0.0145950518;0.0083771791;0.0048663237;0.0038685442;0.0033808741;0.0019249367;0.0009601547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009564812;0.0019102284;0.0028612596;0.0028612596;0.0019029582;0.000949218;0;0;0;0
China Zhejiang;54426891;102000;1240;2.2782855629;;;;;;;;0.5;0.4583108264;0.4393338502;0.4393884256;0.402054287;0.3173580786;0.2195154484;0.1508787345;0.1183410537;0.1047276432;0.0952571858;0.0796302733;0.0632821849;0.046749112;0.03561721;0.0265193936;0.0204566827;0.0163889509;0.0132835186;0.0106084377;0.007792324;0.0057072933;0.0039482481;0.0026444858;0.0036937694;0.0051593641;0.0067552391;0.0066084439;0.0044049309;0.0022253267;0.0001383604;0;0;0;0.0000691491;0.0006218264;0.0011735894;0.0017932343;0.0018614993;0.0014455381;0.0008936252;0.0002745367;0.0001372213;0;0;0;0.0008220311;0.0019149315;0.0030042671;0.0033439577;0.0025876961;0.0016295546;0.0006770026;0.0006085401;0.0008784089;0.0010127963;0.0011469843;0.0016155089
Colombia;50882891;1109500;378;0.7428823178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6265765617;0.792916689;0.7223470599;0.5178415409;0.5128412148;0.4905015577;0.4815652943;0.3932564565;0.3090386193;0.2917531881;0.2720063535;0.2827730518;0.2869385192;0.3646209386
Congo (Brazzaville);5518087;341500;4;0.0724888897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.316074013;0.316074013;0.189207115;0.119627769;
Congo (Kinshasa);81340000;341500;45;0.0553233342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1501633169;0.1582921853;0.3677823999;0.5650845801;0.6742340198;0.6759226089;0.4348043278;0.3251197275;
Costa Rica;5094118;51060;177;3.4745956022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5833927757;0.4022782037;0.3255088392;0.2513044084;0.189207115;0.1543893403;0.1541919716;0.2045548971;0.2399242838;0.2782737404;0.2816725795;0.2644475851;0.2253985919;0.1202531646
Croatia;4105267;55960;382;9.3051194965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3001186521;0.2024964079;0.1673775258;0.1266301601;0.1157911811;0.094451513;0.0771437705;0.0555434757;0.0522173914;0.0806240865;0.1040374996;0.1808612863;0.2370908722;0.2752155853;0.2900002282;0.2501856729;0.2289281938;0.2051238738;0.2151832902;0.2658058617;0.3045788159;0.3255832119;0.3192063017;0.2126984127
Cuba;11326616;106440;48;0.423780589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0982009736;0.1766211414;0.2974015658;0.3861954572;0.4564753151;0.4293409928;0.3791342644;
Cyprus;1207359;9240;124;10.2703504094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5650845801;0.5428791731;0.4176009245;0.291555385;0.2516784346;0.2113176379;0.2003746041;0.1774196632;0.1616538881;0.1631840258;0.0689655172
Czechia;10708981;77240;1394;13.0171115254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4527833328;0.4358108555;0.3416407865;0.283108574;0.3505102388;0.3502055276;0.4163909569;0.4244006329;0.3752138501;0.3451812963;0.3055186933;0.2855402406;0.2777491918;0.2807367899;0.2774643106;0.2631494286;0.2117997354;0.1714938201;0.1278317152
Denmark;5792202;42430;1591;27.4679646877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4142135624;0.3426748071;0.406108853;0.4142135624;0.4186124135;0.5446215578;0.7320508076;0.9404752991;1.0088150071;0.8823310169;0.5515993077;0.3310117332;0.1854704504;0.1034914521;0.0707166383;0.0632621391;0.0737698143;0.0788349513;0.0776549401;0.0697509684;0.0638606891;0.0972413793
Denmark Faroe Islands;49290;1395;122;247.5147088659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.189207115;0.1066819197;0.0877573059;0.235930917;0.3992462331;0.5863831436;0.8152184123;0.7216476295;0.6655641238;0.5332357059;0.3385791576;0.235930917;0.1640657831;0.1402557333;0.0338983051
Djibouti;988000;23180;3;0.3036437247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;
Dominica;71986;750;2;2.7783180063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dominican Republic;10847910;48320;312;2.8761300564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1362193665;0.316074013;0.4142135624;0.3915788419;0.316074013;0.1362193665;0.0573712634;0.0877573059;0.1582921853;0.2178832856;0.3012007326;0.2604166854;0.2952764128;0.4006268428;0.5005380395;0.642774144;0.6468329731;0.563541863;0.2734693878
East Timor;1318445;14870;1;0.0758469257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ecuador;17643054;248360;1082;6.132725094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1969548023;0.148373174;0.0877573059;0.0514473818;0.0477515518;0.0520442866;0.0497363145;0.089518862;0.1163650987;0.1737394917;0.2461884846;0.3501091566;0.4984119904;0.6425796198;0.7181948718;0.6853532768;0.576997881;0.4326503596;0.1029561672
Egypt;102334404;995450;402;0.3928297662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0.0745699318;0.1362193665;0.189207115;0.189207115;0.1501633169;0.4142135624;0.5314071568;0.9048858696;1.0305431849;0.6896214028;0.5153356028;0.2387151899;0.148433483;0.1194716254;0.144934086;0.1868022349;0.2182842349;0.2062569547;0.2133216705;0.1888040622;0.163269679;0.1370569781;0.1109270376;0.1040447015;0.0983606557
El Salvador;6486205;20720;5;0.0770866786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;1402985;28050;9;0.6414893958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5650845801;0.316074013;0.175456745;0.1066819197;
Eritrea;3546421;101000;1;0.0281974419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estonia;1326535;42390;369;27.8168310674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1362193665;0.235930917;0.4953487812;0.5485205073;0.5650845801;0.4388178057;0.2085501589;0.1337412288;0.1004817771;0.3869168707;0.6005429365;0.7604646827;0.8277096461;0.5254145105;0.3453716933;0.1972699978;0.1326154125;0.0924456084;0.0738859588;0.070245619;0.0669248493;0.0482954545
Ethiopia;114963588;1000000;12;0.0104380876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5428791731;0.316074013;0.2153591616;0.1602978936;0.1620590389;0.1280150799;
Fiji;896445;18270;4;0.4462069619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finland;5540720;303890;792;14.2941711547;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0745699318;0.1362193665;0.189207115;0.235930917;0.2877547885;0.316074013;0.316074013;0.2663204379;0.2153591616;0.2178832856;0.235930917;0.3099383027;0.2974015658;0.2956635826;0.3238387983;0.3139998158;0.4155116028;0.4739929045;0.4830258457;0.4740779001;0.3252181068;0.2077320431;0.140834377;0.1228880639;0.1300290585;0.1438666468;0.1500467128;0.1560066082;0.1314285714
France;65273511;547557;22304;34.1700632589;;;;;;;;;;0.1501633169;0.1362193665;0.1246826504;0.0909803259;0.0648443168;0.0466351394;0.029883572;0.0143921879;0;0.0631972209;0.1167896529;0.163617807;0.163617807;0.094451513;0.0419310422;0;0.0074911602;0.0148188514;0.0219911623;0.0219911623;0.0143921879;0.0070675775;0;0;0;0;0.0136085703;0.0514473818;0.1808612863;0.3310488228;0.5050909823;0.5981123403;0.5660153474;0.468149275;0.3665281277;0.3179805427;0.3294160395;0.3933865776;0.4152522803;0.3954726017;0.3303518252;0.2776843722;0.2349913775;0.2579309004;0.2608840867;0.2439622736;0.2521694167;0.2293893521;0.2234782833;0.2154894597;0.2016266598;0.190763057;0.164596049;0.1614146114;0.1564637721;0.1232876712
France Martinique;375265;1060;57;15.1892662518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1066819197;0.2574334297;0.316074013;0.4251349414;0.4519590582;0.3512001548;0.2891462057;0.2237126371;0.2144085476;0.2123093028;0.2212102173;0.2010808711;0.0754716981
France Mayotte;272815;375;36;13.1957553654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5196713713;0.480165609;0.5650845801;0.5596217233;
France Reunion;895312;2500;94;10.499133263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3747081018;0.2574334297;0.1808612863;0.2516784346;0.3658242239;0.4618399559;0.5059172746;0.4350281837;0.323943662
France Saint Barthelemy;9877;21;3;30.3735952212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.1366599786;-0.2401643143;-0.2401643143;-0.1908932884;-0.1198882632;0;0.1362193665;0.235930917;0.316074013;0.316074013;0.1582921853;0.0648443168;0;0;0;
France Saint Martin;38666;53;8;20.6900118968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0.0392898776;0.1066819197;0.163617807;0.189207115;0.1673775258;0.1723346544;0.175456745;
French Guiana;268700;82200;23;8.5597320432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.0317854888;0.1127795715;0.1791707147;0.2178832856;0.1803648131;0.1262076473;0.1098484239;0.1149722512;0.1413491554;0.1331359748;
French Polynesia;280908;3660;25;8.8997109374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0745699318;0.2209471672;0.3731780959;0.4869711475;0.4358108555;0.3215237113;
Gabon;2225734;257670;6;0.2695739922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1362193665;0.2778862085;0.4142135624;0.4697778402;0.33748061;
Gambia;2416668;10120;3;0.1241378625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0745699318;0.189207115;
Georgia;3989167;69490;70;1.7547523079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.316074013;0.316074013;0.189207115;0.119627769;0.0745699318;0.235930917;0.33748061;0.406108853;0.4564753151;0.316074013;0.2289754866;0.16423234;0.1298537414;0.1110476136;0.0818555689;0.0737187867;0.06214507;0.0595672696;0.0718733737;0.0859026405;0.1000348808;0.1119790101;0.1475409836
Germany;83783942;348560;32986;39.3703127504;;;;;;;;;;;;;0.2643616997;0.2574334297;0.2716977157;0.2063224072;0.1185197738;0.0538289314;0.0281966153;0.0266900961;0.0330476141;0.0442698471;0.0489228801;0.0466351394;0.0401940019;0.0219911623;0.0106967087;0;0;0;0;0;0;0;0;0.0051681308;0.0573712634;0.1701736597;0.2600449358;0.3707634181;0.4386179283;0.4220056675;0.4149434793;0.3742310761;0.3829251747;0.4000720885;0.4162139981;0.4200507787;0.3382580539;0.2695297418;0.235160965;0.2136247322;0.2625527625;0.2952508915;0.3263857183;0.3419579148;0.3065367737;0.2925575845;0.2729479556;0.2807474307;0.266190424;0.2341065647;0.1984990928;0.1630856852;0.1352560573
Ghana;31072940;227540;53;0.1705664157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2270066444;0.2473865521;0.3049669102;0.2889238816;0.3192878928;0.962962963
Gibraltar;33691;10;15;44.5222759787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.1362193665;0.4142135624;0.6265765617;0.747870265;0.5650845801;0.3068378353;0.1747898189;0.1259357806;
Greece;10423054;128900;743;7.1284289614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2728649475;0.2024964079;0.3304594719;0.4741327852;0.5525126016;0.6341014035;0.4216766899;0.2894729441;0.2094005706;0.1501633169;0.1922919843;0.2178832856;0.3015484149;0.327018653;0.2822890706;0.2175083463;0.13041044;0.1058520114;0.0829856715;0.0976416578;0.108862288;0.1156491821;0.0690647482
Greenland;56770;2166086;5;8.8074687335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2778862085;0.2574334297;0.2698234325;
Grenada;112523;340;1;0.8887071976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guadeloupe;390253;1690;62;15.8871296313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9873810736;0.8001028718;0.4841468781;0.3224784552;0.2203597495;0.1474149978;0
Guatemala;17915568;107160;21;0.1172164901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6118548977;0.4334589871;0.3607498666;0.2778862085;0.2209471672;
Guinea;13132795;245720;4;0.0304581013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.0745699318;0.1362193665;0.2778862085;0.3512001548;
Guyana;786552;196850;5;0.6356858796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5650845801;0.3677823999;0.235930917;0.0877573059;0.163617807;0.216563085;0.2031183354;
Haiti;11402528;27560;7;0.0613898953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;9904607;111890;30;0.3028893524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2974015658;0.3992462331;0.4266747977;0.422181278;0.3706468813;0.3392941471;0.2887628165;0.1757675891;
Hungary;9660351;90530;187;1.9357474692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4287202148;0.4030331316;0.2809470357;0.2247448714;0.2549109828;0.2713959722;0.3033568307;0.2805401921;0.2408846472;0.2226394057;0.209297331;0.2118916251;0.2137195212;0.2200185933;0.2241143719;0.119760479
Iceland;341243;100250;648;189.8940051518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.941208061;0.7914690361;0.5874257884;0.3504138873;0.2213768513;0.1449433801;0.136666433;0.1578419259;0.1948123313;0.2206884097;0.2143426992;0.1851374147;0.1539714365;0.134044774;0.1477499048;0.1818084287;0.2070260077;0.2221194654;0.1945594666;0.1621443106;0.1020408163
India;1380004385;2973190;536;0.0388404563;;;;;;;;;;;;;;;;0.316074013;0.2247448714;0.1066819197;0.029883572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0514473818;0.0962893893;0.4334589871;0.6265765617;0.6865504249;0.644163729;0.2862116403;0.1648750944;0.115892272;0.1409735262;0.1641260481;0.1695005655;0.1681900672;0.1654204736;0.1499481924;0.1457845639;0.1286277726;0.1344938955;0.1548085603;0.1970778762;0.2349771433;0.2561535976;0.245842945;0.0741482966
Indonesia;273523615;1811570;686;0.250801014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;0.4827286759;0.5967184338;0.6817928305;0.6139827636;0.4742822688;0.3986608967;0.3702183532;0.3824564764;0.3255769695;0.2792886098;0.2596570165;0.2715090425;0.2784522712;0.2575513712;0.2141627208;0.1834288849;0.1848013817
Iran;83992949;1628550;24811;29.5393843119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6796866362;0.5508255948;0.5231279115;0.5551090268;0.5754671366;0.6052885388;0.5913709449;0.5803189497;0.5323147922;0.4546337802;0.3812572454;0.3077499797;0.2618471518;0.2218683422;0.181217161;0.1449684122;0.1215872067;0.1170456064;0.1192968196;0.1196109468;0.1133050874;0.1032697875;0.0916352377;0.0810226132;0.0739309347;0.06794293;0.0627379601;0.0588979124;0.0582593647;0.0764458328
Iraq;40222493;434320;316;0.7856300702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.536355225;0.4533531636;0.4188428012;0.3623220817;0.2716977157;0.1735218302;0.1376921102;0.1343823041;0.142844833;0.1479161619;0.1186401807;0.0844629536;0.0870868851;0.1023104771;0.1279740172;0.1321972879;0.1284244486;0.118905195;0.1175207759;0.126685655;0.1172954684;0.1033282996;0.0873762383;0.096401513;0.1879699248
Ireland;4937786;68890;1329;26.9148966764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.77827941;0.8001028718;0.572280561;0.4266747977;0.2532208632;0.235930917;0.2153591616;0.3198396423;0.371726071;0.3727400107;0.3734462162;0.3116901699;0.2711262944;0.3248108777;0.3762829275;0.4040960774;0.3649167181;0.2730910537;0.2169426948;0.1813333333
Israel;8655535;21640;1930;22.2978706689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.316074013;0.4697778402;0.513700052;0.4564753151;0.3731780959;0.2750241833;0.2231216142;0.2778862085;0.3295739742;0.397186392;0.3688205656;0.2989886044;0.2611888725;0.2302570216;0.2485763576;0.2402149706;0.2435370047;0.2128823141;0.2041228574;0.2057174092;0.2435930582;0.2694040027;0.2802953199;0.2691081059;0.23772678;0.2508347007;0.3384188627
Italy;60461826;294140;69176;114.4126874369;;;;;;;;;;;;;;;;;0;0.0392898776;0.0745699318;0.1066819197;0.1066819197;0.0648443168;0.029883572;0;0;0;0;0;0;0;0;0.3037151419;0.7530491966;1.2653038294;1.6532189307;1.2827473026;0.8538675249;0.5672811954;0.4544755315;0.3946566332;0.3864686346;0.3576266929;0.3292807848;0.299929994;0.2632897862;0.242627288;0.23242417;0.2376231424;0.2412545576;0.2321292975;0.2193591844;0.1832223665;0.1738275408;0.1772625759;0.1891977608;0.2047428877;0.1859297228;0.1672750688;0.1423736665;0.1376675496;0.1387314438;0.1381337036;0.1302203427;0.1163709677;0.0821092809
Ivory Coast;26378274;318000;73;0.2767428983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;0.4142135624;0.6068568379;0.6817928305;0.4622208914;0.3251197275;0.2758848144;0.4697778402;1.92
Jamaica;2961167;10830;21;0.7091798605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3059884115;0.1808612863;0.1137088246;0.119627769;0.1008723652;0.0986909139;0.0779123359;0.0760930681;
Japan;126476461;364555;1193;0.9432585246;;;;;;;;0.2574334297;0.316074013;0.3295739742;0.3478094125;0.3233253839;0.3221250875;0.2446659546;0.1707642093;0.0860642933;0.0466351394;0.0355580763;0.0380904643;0.043898815;0.0392898776;0.0311251457;0.0266900961;0.0191780578;0.0250193174;0.064085069;0.1312154477;0.1963929834;0.2369682078;0.2233817698;0.17769359;0.1392506589;0.1269716445;0.1367262679;0.1415917118;0.1388201145;0.1270837333;0.1125531173;0.1019106931;0.0944689313;0.0876823011;0.0770229038;0.0686675419;0.0708136737;0.0793549137;0.095632535;0.1081358024;0.1140032577;0.1063068368;0.09444405;0.0867541857;0.0767485669;0.0764331841;0.0730075925;0.0751514407;0.0715587338;0.0660529194;0.0538255615;0.0385669935;0.0316183002;0.0315360716;0.0419007515;0.0471857019;0.0536955256;0.0576241135
Jordan;10203134;88780;154;1.5093401694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.3512001548;0.7157856185;1.1058754866;1.4206332389;0.9841884832;0.6777353997;0.4186866184;0.2863316956;0.2024120725;0.1752529027;0.2125984252
Kazakhstan;18776707;2699700;72;0.3834538186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5581745456;0.5042412372;0.2944562539;0.2004804806;0.1180339887;0.109552714;0.1612903226
Kenya;53771296;569140;25;0.0464932071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2698234325;0.2483538941;0.235930917;0.3397966024;0.307555287;0.3472083825;
Korea, South;51269185;97230;9037;17.6265723748;;;;;;;;0.2877547885;0.2446659546;0.1442496849;0.2053905237;0.2516784346;0.3339838987;0.3677823999;0.2473865521;0.1665451705;0.1115041773;0.119627769;0.1146156312;0.0992290923;0.0699079133;0.0492682046;0.0398122653;0.0357122346;0.0253365136;0.0122722344;0.0059704145;0.008811424;0.0173978273;0.0230035371;0.1821491943;0.4049799008;0.6939240131;0.9156707572;0.8315433235;0.6332189161;0.426807561;0.3407743426;0.3017511629;0.3168463172;0.3164309919;0.2938513205;0.2538313422;0.202033001;0.1633797413;0.1300996675;0.1044000676;0.0845256573;0.0662003105;0.0506931942;0.0363072109;0.025158744;0.0196789359;0.0177784821;0.0158945983;0.0142472318;0.0116063117;0.0106399594;0.0108730939;0.0115015645;0.0128772088;0.0141449556;0.0137751226;0.0127186155;0.0084811963
