Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
US Missouri;6137428;178040;2717;44.2693584348;0.1765432099;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;4;5;6;8;13;23;46;70;87;180;266.5;348;494;661;828;924.5;1018;1313;1563;1810;2066;2218;2277;2539;2767.5;2971;3037;3130;3186;3225.5;3357;3359;3314;3277;3170;3226;3300;3085;2904;2810;2782;2826;2802;2837;2783;2617;2530;2451;2552;2637;2719;2947;2975;2965;3020;2864;2840;2847;2747;2703;2717;2755;2621;2521;2403;2191;2164;2130;1999;2069;2086;2144;2249;2285;2350;2356;2339;2287;2358;2382;2495;2535;2717;2695;2690;2565;2567;2622;2695;2717
US Montana;1068778;376962;78;7.2980544135;0.1385435169;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;7.5;8;10;12;16;20;31;34;46;53;70;107;124;147;163.5;176;198;215;227;245;255;265;273;279;283;257;248;233;223;215;196;188;179;161;147;136;118;107;88;79;68;61;55;52;48;38;32;29;23;22;19;17.6666666667;15.3333333333;14;13.3333333333;10.6666666667;10;10;10;11;12;13;13;13;15;21.3333333333;21.6666666667;21.3333333333;21.3333333334;21.3333333333;21.3333333333;19.6666666667;19;21;27;37;46;49;52;47;60;61.6666666667;60.3333333333;65;67.6666666667;73.3333333333;80;78
US Nebraska;1934408;198974;3049;157.6192819715;0.1902652106;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;10;13;14;17;18;21;24;27;32;37;47;47;49;56;63;72;82;91;127;151;186;219;247;283;315;359;395;458;494;550;604;683;669;699;691;706;787;817;924;1065;1201;1203;1246;1489;1721;1941;2214;2487;2473;2832;3215;3700;4039;4436;4435;4716;4958;5066;5410;5502;5287;5214;5318;5291;5135;4934;4894;4438;4542;4408;4351;4235;3831;3755;3819;3783;3927;3901;3845;3882;3685;3753;3720;3765;3744;3692;3717;3554;3500;3397;3264;3049
US Nevada;3080156;284332;2191;71.1327608082;0.2106933359;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50;1;1;1;1;5;7;11;20;21;44;54;74;94;59;122;188;241;274;315;410;524;601;717;963;1058;1204;1363;1405;1618;1646;1708;1809;1997;2036;2049;2079;2098;1963;1975;1932;1863;2010;1884;1892;1877;1850;1763;1752;1814;1839;1766;1719;1717;1687;1677;1703;1685;1698;1661;1657;1582;1558;1486;1489;1496;1462;1506;1496;1501;1387;1351;1431;1415;1452;1503;1489;1517;1668;1672;1727;1686;1719;1709;1736;1833;1736;1782;1784;1769;1835;1865;1764;1879;1907;2033;2051;2191
US New Hampshire;1359711;23187;892;65.6021757565;0.1722672847;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;74;2;4;4.5;5;5.5;6;6.5;7;13;15;17;12;37;-30;53;61;73.5;96;102.5;131;151.5;180;201;299;347.5;389;408;435;485;556;591;614;680;666.5;661;698;715;671;655.5;724;766;808;774.5;721;723;776;751.5;784.5;851;835;858;879;918;871;841;859;995.5;1087;1196;1121;1096.5;1152;1173;1227;1224;1296;1261.5;1229;1245;1318;1200;1127;1008;1040;1085;1128;1092;1142;1108;989;997.5;992;987;922;982;989;1055;1033;1028;927;941;930;912;894;882;901;892
US New Jersey;8882190;19047;8001;90.0791358888;0.0482522796;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;11;15;23;29;49;73;96;176;264;422;733;879;1311;1894;2817;3631;4340;6795;8717;10984;13225;16438;18429;21828;24848;29005;32797;35591;38246;40741;43035;44151;45763;47027;48464;47948;50128;48775;49727;48572;47296;47796;47716;47971;48428;48962;47608;47372;47188;46604;45032;45234;43335;42723;42297;41443;39463;38206;36025;33646;33258;31562;29494;28757;26887;25296;24052;22715;21372;19590;19770;18420;18509;17837;17265;16019;15622;15147;15021;15068;15111;14939;14519;14111;12879;12532;11669;11058;10617;10789;10010;9405;9032;8718;8001
US New Mexico;2096829;314161;1998;95.2867401204;0.216;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;10;11.5;13;17;23;28;35;43;57;61;65;83;97;107;126;179.5;224;242;258;287;328;360;438;482;559;603;694;753;955;941.5;937;986;1064;1092;1121;1194;1216;1255;1221;1285;1278;1345;1288;1388.5;1486;1481;1478;1567;1729;1814;1802;1934;2005;2060;2066;2081;2114;2152;2118;2137;2246;2238;2151;2092;2149;2125;2088;2065;2054;2026;1979;1952;2017;2080;1957;1918;1888;1861;1831;1767;1751;1704;1832;1823;1881;2047;2005;1997;2036;1975;1998
US New York;19453561;122057;14159;72.7835895958;0.037173267;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;33;76;105;142;173;216;318.5;421;524;726;943;1693;2370;4130;7067;10280;15054;20733;25455;30526;36873;44116;51590;58548;65279;74095;81330;88229;95761;103348;106863;109814;113198;118505;122679;125877;128140;129181;128534;126413;130067;129903;126779;123028;120755;116823;112827;107900;103523;101078;101685;99351;96965;92898;85912;82088;78672;76245;73629;71441;69502;66762;64189;58817;50979;47350;45059;43379;40970;38679;37499;35255;33706;32418;31653;30392;28809;27747;26804;26120;25709;25351;24304;23682;22471;21428;20649;20340;20195;19715;18675;18054;17390;16582;16035;15646;15191;14159
US North Carolina;10488084;125920;14069;134.1427090019;0.3563486234;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;7;9.5;12;15;23;32;33;40;62;96;135;182;253;295;391;494.5;624;748;912;1008;1274;1458;1521;1760;1956;2218;2330;2573;2823;2922;3015;3145;3377;3480;3509;3526;3539;3608;3766;3738;3908;3894;3730;3794;3957;4144;4311;4310;4326;4544;4825;5044;5064;5369;5171;5084;5305;5538;5789;5816;5737;5934;5903;5778;5868;5998;6206;6473;6848;7175;7444;7364;7463;7750;8365;8458;8919;8794;8812;8905;9359;9691;10077;10240;10189;10655;11106;11637;11900;12324;12520;13020;13543;14069
US North Dakota;762062;178711;499;65.4802365162;0.1674496644;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;6;15;20;28;29;30;34;39;51;64;82;97;107;123;136;144;153;158;178;195;203;212;217;213;210;210;222;215;223;234;266;342;378;402;407;428;440;470;510;559;611;650;668;674;668;625;606;598;622;644;662;677;661;624;576;580;614;637;654;695;709;706;728;772;858;892;901;927;939;851;792;777;759;706;677;694;652;584;477;428;451;443;423;479;502;499
US Ohio;11689100;105829;6089;52.0912645114;0.152209779;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;5;13;24.5;36;50;67;88;119;168;244;348;436;556;694;852;1118;1381;1617;1883;2132;2459;2783;3143;3492;3692;4008;4218;4444;4645;4741;4844;4951;5042;5081;5244;5512;5795;6483;7559;8469;8943;8969;9182;9291;9337;9359;8724;8848;9512;9613;9636;9113;8312;7555;7244;7459;7437;7847;8110;8118;9078;9122;8418;8330;8211;8139;8009;7980;7983;7860;8036;7778;7711;7830;7700;7756;7718;7558;7612;7560;7590;7530;7398;7356;7115;6964;6703;6565;6360;6156;6136;6089
US Oklahoma;3956971;177660;1356;34.2686362877;0.1778127459;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;4;9;10;17;29;43;48;52;65;79;103;159;241;314;362;413;464;542;689;835;939;1106;1185;1246;1366;1360;1436;1472;1491;1541;1588;1619;1544;1478;1477;1411;1347;1353;1335;1370;1333;1327;1325;1283;1211;1226;1210;1261;1283;1281;1373;1364;1320;1307;1313;1303;1297;1336;1333;1322;1379;1344;1338;1386;1338;1354;1362;1331;1350;1425;1470;1448;1477;1405;1377;1308;1252;1181;1196;1175;1203;1273;1227;1106;1043;1113;1115;1226;1251;1356
US Oregon;4217737;248608;1151;27.289515681;0.2197823181;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;27;7;14;14.5;15;19;24.5;30;33;36;39;47;72;85;87;130.5;147;176.5;194;249;302.5;384;446;512;567;643;661;738;785;861.5;907;941;972;971;994;932;892;979;978;943;927;910;886;845;842;824;821;820;806;831;882;784;770;767;783;774;794;791;770;803;837;857;862;891;907;917;932;951;970;969;962;977;943;928;887;885;828;796;728;699;663;616;622;607;590;573;620;615;609;598;657;706;774;881;973;1021;1022;1151
US Pennsylvania;12801989;115883;7891;61.6388593991;0.1012536409;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;10;12;16;22;41;47;63;76;96;132;184;266;367;473;634;839;1111;1665;2177;2704;3331;4011;4747;5672;6831;8152;9646;11031;12336;13708;15112;16541;17761;18904;19439;20112;20502;20685;20719;21021;21052;20774;20252;19969;19445;18825;18673;18394;18332;17851;17919;17876;18028;17530;17236;16983;16860;16429;16161;15862;15586;15267;15446;15104;14727;14332;13873;13651;13306;12967;12964;12709;12684;12477;12020;11667;11102;11032;10646;10719;10406;10717;10420;10312;9842;9844;9493;9168;8747;8723;8499;8377;8419;8049;7891
US Puerto Rico;3193694;8868;1866;58.427638966;0.3486547085;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7.25;9.5;11.75;14;21;22;29;37;49;62;76;97;122;168;231;275;304;363;431;452;482;534;569;619;646;688;770;729;684;688;727;690;666;738;739;725;295;412.5;551;519;474;486;477;459;496;507;639;595;591;626;1053;935.5;880;866;827;867;899;896;888;967;832;838;867;881;898;882;874;927;991;1004;1025;1068;1059;1105;1129;1130;1163;1130;1157;1595;1590;1815;1796;1786;1861;1932;1866
US Rhode Island;1059361;2678;1368;129.1344499184;0.0862438532;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;3;140;3;3;3;5;9.5;14;20;19.5;20;21;31;42;51;-74;80;103;121;127;155.5;189;219;273.5;381;466;533;613;655;740;839;976;1106;1318;1562;1812;2110;2371;2574;2762;2963;3181;3468;3673;3833;4016;4237;4395;4535;4684;4780;4774;4732;4675;4718;4783;4785;4810;4722;4554;4466;4360;4268;4080;3860;3835;3742;3688;3588;3395;3257;3145;3197;3143;3018;3151;3041;2957;2963;2791;2687.5;2596;2518;2478;2416;2385;2254;2196;2161;1863;1754;1705;1556;1510;1504.5;1481;1403;1368
US South Carolina;5148714;77857;5653;109.794406914;0.3438355331;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;8;9;10;12;13;19;27;32;59;69.5;80;150;192;291;353;415;446;485.5;526;755;897;1050;1233;1483.5;1654.5;1765;1854;1935;2056;2128;2336;2567.5;2668;2545;2511;2470;2363;2239.5;2195.5;2329;2328;2175;2022;2209;2125;2020;2046;2171;2115.5;2060;2225;2301.5;2327;2243;2249;2283.5;2318;2175;2122;2057;2278;2163;2238.5;2314;2177;2094;2149;2122.5;2190;2250.5;2299;2179.5;2136;2496;2364;2443;2388;2489;2565;2599;2724;2782.5;3045;3206;3359;3535.5;3830;3815;3974.5;4190;4622;4812;5136;5653
US South Dakota;884659;196350;872;98.5690531606;0.1539276258;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;9;9.3333333333;9.6666666667;10;11;11;12;13;16.5;20;27;29;36;38;49;58.6666666667;80.3333333333;91;97;117;152;173;194.5;219;260;290;352;401;478;558;640;767;880;1039;1146;1224;1330;1395;1397;1435;1465;1509;1504;1521;1482;1377;1325;1205;1138;1114;1046;996;983;966;921;949;1104;1246;1305;1369;1350;1359;1343;1362;1371;1356;1359;1364;1398;1345;1212;1075;1046;972;990;978;1001;979;1001;1006;1007;982;985;997;921;899;875;885;870;894;872
US Tennessee;6829174;106798;6859;100.4367438873;0.2403462051;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;7;12.5;18;26;32;39;52;73;98;153;227;370;502;612;660;771.5;939;1177;1341;1498;1782;2166;2585;2691;2839;2950;3128;3187;3471;3578;3677;3659;3741;3771;3776;3584;3396;3417;3522;3441;3437;3436;3256;3480;3632;3864;4075;4359;4308;4229;4287;4473;5302;5899;6107;6333;6296;6096;5830;5715;5579;5318;5626;6059;6004;5964;5079;4627;4211;4440;4688;4594;4865;4953;5021;5160;5063;4854;4936;4980;5115;5278;5618;5543;5997;6290;6159;6126;6282;6236;6337;6610;6755;6859
US Texas;28995881;676587;21807;75.2072337447;0.2672983342;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;8;10;12;13;21;23;39;51;56;57;63;81;140;189;296;324;340;397;953;1373;1692;2001;2496;2820;3202;3914;4526;5136;5806;6478;6924;7852;8379;8834;9940;10509;10932;11029;11358;11495;11786;12041;12150;12111;12182;11934;11716;11714;11135;11212;11147;11391;11547;11562;11632;11858;12262;12625;12874;13173;13353;13446;13803;14087;14238;14572;14877;15349;15764;15969;16477;16236;16361;16543;16901;16878;16840;16649;16479;16102;15512;15518;15925;15808;15339;16503;16187;16656;16948;17652;18164;19044;19630;19645;20693;21836;21807
US Utah;3205958;212818;4331;135.0922251633;0.3268185934;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;4;6;17;28;39;51;63;78;112;135;180;256;297;344;398;474;585;691;767;836;949;996;1134;1292;1424;1418;1439;1500;1574;1622;1604;1584;1557;1525;1530;1609;1559;1503;1464;1538;1558;1599;1636;1680;1742;1820;1870;1931;1953;1989;2023;2050;2106;2104;2153;2150;2112;2137;2155;2128;2129;2089;2125;2077;2085;2087;2063;2067;2069;2115;2150;2138;2157;2141;2159;2188;2086;2172;2351;2465;2559;2615;2684;2787;2939;3195;3538;3674;3801;3939;4158;4331
US Vermont;623989;23871;136;21.7952560061;0.1225225225;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;5;8;12;17;19;21;28;42;50;74;92;118;152;176;203;222;244;276;301;338;362;416;460;467;478;483;471;495;500;499;498;468;450;420;402;342;301;274;245;220;200;154;130;119;101;101;94;87;87;83;83;84;86;81;83;82;75;74;71.5;65;65;64;52;47;44;41;38;37;34;34;34;28;29.5;35;38;41;43;43;37;39;39;42;42;76;75;92;107;113;117;124;136
US Virgin Islands;104425;350;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0;1;1.3333333333;1.6666666667;2;2.2;2.4;2.6;2.8;3;3.0909090909;3.1818181818;3.2727272727;3.3636363636;3.4545454545;2.5454545455;2.3030303031;2.0606060606;1.8181818182;1.7090909091;1.6;1.5111111111;1.4222222222;1.3333333333;1.3535353535;1.3737373738;1.393939394;1.4141414142;1.4343434344;1.4545454545;1.3636363636;1.2727272727;1.1818181818;1.0909090909;1;0.8888888889;0.7777777778;0.6666666667;0.5555555556;0.4444444444;0.3333333333;0.2222222222;0.1111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
US Virgin Islands;104425;350;2.1818181818;2.0893638322;0.0303030303;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;6;11.5;17;17.5;18;18.5;19;22;23;29;29;30;30;35;34;30.5;26;26.5;27;27.5;31;29;28.2857142857;21.5714285714;20.8571428571;20.1428571429;19.4285714286;14.7142857143;13;11.3333333333;10.6666666667;10;9.25;8.5;4.75;4;5.7142857143;7.4285714286;8.6428571429;9.8571428571;13.5714285714;13.5357142857;13.5;13.4166666667;13.3333333333;13.25;13.25;13.25;13.25;13.5;12;10.0454545455;8.5909090909;7.1363636364;3.1818181818;2.9772727273;2.7727272727;2.5681818182;2.3636363636;2.1590909091;1.9545454545;1.75;1.5454545455;1.0909090909;0.6363636364;0.6363636363;0.6363636364;0.6363636363;0.6363636364;0.6363636363;0.6363636364;0.6363636363;0.6363636364;0.9242424242;1.2121212122;1.5;1.6212121212;1.7424242424;1.8636363636;1.9848484849;2.106060606;2.2272727273;2.1818181818
US Virginia;8535519;102279;11246;131.7553156404;0.2136114119;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;8;9;17;30;37.5;44;50;66;76;92;112;150;216;248;282;382;443;574;701.5;845;969;1183;1407;1612;1898;2255;2418;2624;3043;3254;3582;3905;4338;4384;4727;4921;5016;5183;5479;5646;5900;6112;6297;6621;6956;7085;7289;7696;7788;8168;8461;8957;9410;9678;10134;10502;10626;10647;10572;10748;10830;11111;11535;11461;11785;11967;11771;11952;11717;11648;11889;11995;12567;12608;12553;12163;12657;13542;13503;13588;13861;13928;14219;14258;14094;13997;13719;13582;13648;14437;13524;12396;11928;11246
US Washington;7614893;172119;2690;35.3255127813;0.1091632173;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;5;19;94;163;244;335;436;511;609;758;927;1141;1350;1602;1896;2157;2360;2656;2896;3181;3411;3733;3919;4049;4324;4462;4655;4768;4848;4904;4967;5001;4984;5042;5037;4915;4874;4811;4687;4596;4473;4391;4289;4178;4028;3926;3843;3719;3644;3664;3653;3607;3588;3566;3522;3489;3501;3483;3495;3468;3478;3408;3414;3458;3373;3338;3292;3311;3316;3259;3177;3133;3121;3129;3103;3079;3053;2917;2952;2959;2975;2953;2940;2929;2989;3027;2997;2925;2960;2978;2937;2935;2866;2804;2775;2814;2781;2665;2422;2372.5;2372;2450;2519;2596;2690
US West Virginia;1792147;62259;306;17.0744922152;0.1383363472;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;11;12;16;20;39;51;76;96;113;125;161;190;215;230;271;312;329;392;423;472;478;481;498;500;478;511;522;517;503;539;557;502;477;444;434;443;433;437;439;393;379;382;384;328;304;324;309;320;322;315;316;303;292;303;309;305;288;299;285;271;297;306;306;382;399;408;483;469;479;510;517;520;526;532;526;499;503;414;385;379;315;321;306
US Wisconsin;5822434;140268;4952;85.0503414895;0.2258505883;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;8;19;26;33;47;72;105;154;203;277;381;411;452;578;699;823;963;1079;1174;1279;1444;1575;1706;1831;1882;2024;2121;2171;2178;2226;2224;2229;2207;2204;2171;2145;2133;2087;2079;2059;2042;2089;2167;2288;2474;2570;2653;2734;2799;2979;3269;3461;3618;3737;3946;4056;4163;4234;4252;4308;4337;4322;4382;4421;4371;4527;4579;4451;4319;4512;4670;4806;4938;5058;5166;5252;5560;5699;6022;6043;5860;5856;6032;5987;6007;5853;5694;5558;5454;5445;5131;4952
US Wyoming;578759;251470;135;23.3257711759;0.1337958375;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;10;15;18;19;23;24;26;29;44;52;69;80;83;91;99;115;132;143;164;173;184;187;177;177;183;179;182;181;172;157;146;138.5;118;112;103;104;101;96;96;94.5;94;95;108;249;248;258.5;261;270;273;276;282;305;286;288.5;299;292;286;152;157;156;150;175;174;170;183;164;168;169;164.5;176;175;174;173;176;182;149;150;146.5;128;129;130;126;121.5;122;120;118;135
