Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Ghana;31072940;227540;2898.5;9.3280519964;0.2798320139;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6.5;7;9;11;16;18;22;25;51;89;128;133;136;146;150;154;186;193;189;190.5;191;223.5;234;220;246;256;267;414;444.5;475;443.5;437;532.5;624.5;828;828.8333333333;829.6666666667;841;838.5;886;1006.5;984;1009.5;1035;1234;1433;1384;1335;1402;1639.6666666667;1788.3333333333;1937;2335;2733;2848.5;2931.5;3089.5;3456;3535.5;3456;3516.5;3566;3411.3333333333;3256.6666666667;3191;3178;2826;2474;2354;2201.5;2108;1990;1895;1929.5;1978;2033;2214.6666666667;2207.8333333333;2201;2279;2507.5;2682;2845;2955;3102;3084;2976.5;2898.5
Gibraltar;33691;10;18;53.4267311745;0.1022727273;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;7;9;10.6666666667;12.3333333333;14;17.6666666667;21.3333333333;25;34;54;55;64;68;72;73;78;83.3333333333;84.6666666667;88;90.3333333333;90.6666666667;94;88;72;73;64.5;61;55.5;50;43.5;37;34.1666666667;29.3333333333;23.5;19.6666666667;12.8333333333;10;7.5;7;11.5;11.75;12;12.25;12.5;12.25;12.3333333333;12.4166666667;12.5;12.5833333333;12.6666666667;12.75;11.5;10.3333333333;5.6666666667;5.25;5.5;3.75;3.2857142857;3.3214285714;3.3571428571;3.3928571429;3.4285714286;3.4642857143;3.5;5.25;5.5;5.6666666667;7.3333333333;8;8;10;10.7142857143;13.4285714286;21.1428571429;21.8571428571;22.5714285714;23.2857142857;24;22.5;22.5;23;22;21;20;19;18
Greece;10423054;128900;182;1.7461293015;0.0589378238;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;5.5;7;7.6666666667;8.3333333333;9;31;45;46;73;81;89;98;141.5;186;222.5;324;351.3333333333;378.6666666667;409;425.5;450;484;551;614;654;722;747.5;776;833;825;853;927;997;1087.5;1118;1143;1111;1060;1089;1063;1063;1045;1020;958;933;856;777;663;611;562;505;490;569;524;508;479;425;403;389;396;384;384;388;385;386;387;241;255;215;201;204;199;192;178;184;179;198;199;208;204;198;187;175;183;166;162;156;148;143;136;99;96;83;82;97;94.5;99;93;104;119;167;166;165;182
Greenland;56770;2166086;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;4;4.5;5;6;8;10;10.125;10.25;9.375;9.5;9.625;8.75;8.875;9;7.02;6.54;6.06;5.08;3.1;1.12;1.015;0.91;0.805;0.7;0.595;0.49;0.385;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.5933333333;0.9066666667;1.22;1.2;1.18;1.16;1.14;1.12;1.1;1.08;1.06;1.04;1.02;1;0.6666666667;0.3333333333;0;0
Grenada;112523;340;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;7;7.6666666667;8.3333333333;9;9.25;9.5;9.75;10;12;12.2857142857;11.5714285714;11.8571428571;12.1428571429;12.4285714286;6.7142857143;6.3333333333;5.75;5.1666666667;5;4.8333333333;4.6666666667;4.5;2.5833333333;2.380952381;2.1785714286;1.9761904762;1.7738095238;1.5714285714;2.2857142857;3;3.9166666667;4.1666666666;4.4166666667;4.6666666667;5.5833333333;5.8333333333;6.0833333334;6.3333333333;6.3269230769;6.3205128205;6.3141025641;6.3076923077;5.3846153846;4.4615384615;3.5384615385;3.2820512821;3.0256410256;2.7692307692;1.8461538462;1.5897435898;1.3333333333;1.1;1.1230769231;1.1461538462;1.1692307692;1.1923076923;1.2153846154;1.2384615385;1.2615384615;1.2846153846;1.3076923077;1.2307692308;1.1538461538;1.0769230769;1;0.9;0.8;0.7;0.6;0.5;0.4;0.3;0.2;0.1;0;0;0;0
Guadeloupe;390253;1690;2.2;0.5637368579;0.0134146341;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;18;27;33;45;53;57;61;66.5;72;81.6666666667;91.3333333333;100;102;104;96;98;95;85;81;77;75;71.5;68;59.3333333333;50.6666666667;41.5;38;34.5;31;20.75;18.5;17.25;14;13.1666666667;11.3333333333;9.5;7.6666666667;6.8333333333;6;5.8333333333;5.6666666667;5.5;5.3333333333;4.9166666667;4.5;4.75;4.1666666667;4.1666666666;4.1666666667;4.1666666667;4.1666666666;4.1666666667;5;4.9166666667;4.8333333333;4.75;4.6666666667;4.4333333333;4.2;3.3;3.2333333333;3.1666666667;3.1;3.0333333333;2.9666666667;2.9;2;4.25;6.5;6.45;6.4;6.5;6.6;6.7;6.8857142857;7.0714285714;7.2571428571;7.4428571429;7.6285714286;7.8142857143;8;5.5;3;2.8;2.6;2.4;2.2
Guatemala;17915568;107160;4213;23.5158606191;0.4921154071;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;6.5;8;11;16;18;19;20;23;24;27;33;34;34;32;31.5;38;38;44;46.5;50;56;63;70;98;103;120;120;129;141;149;164;174;191.5;219;217;229;289;304;336;345;374;376.5;377;403;430;453;446;441;469;482;448;470;494;552;584;655.5;785;919;999;1075;1134.5;1182;1370;1467;1680;1843;2087;2372;2646;2755;2803;2830;2964;2976;3249.5;3424;3453;3495;3642;3742;3738;3631;3742;3912;4076;4213
Guinea;13132795;245720;819;6.236296234;0.1873284538;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;4;5;6;7;7;11;15;21;25;29;51;72;109;119;124;139;158;187;204;238;268.5;297;337;374;386;404;407;458;494;544;597;668;742;746;795;844;877;947;1057;1060;1068;1069;1088;1123;1095;1065;1055;1046;1066.5;1059;1058;1023;978;1028.5;1072;1079;1086;1052;1109;1140;1112.5;1134;1129;1122.5;1116;1109.5;1080;1090.5;1048;1048;1048;1023;968;924;938.5;941;891.5;871.5;844;831.5;819
Guinea-Bissau;1968001;28120;163.5;8.3079226078;0.1177105832;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;8;8.5;9;12;15;18;23;28;33;32.5;34;35;36;37.25;32.5;33.25;34;32;30;28;27;22.4;17.8;16.7;15.6;15;14.5;13.75;32.5;97.25;162;187;212;263;311;362.6;393.2;423.8;512.4;542;588.5;673;688;681;631;682;684;660;629;619;594;614;545;520;494.3333333333;430.6666666667;417;366.5;359;312.5;315;314.6666666667;321.3333333333;307;308.25;264.5;251.75;254;239.6666666667;225.3333333333;211;202.5;194;163.5
Guyana;786552;196850;8;1.0170974074;0.0506329114;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4.5;6;8.4;10.8;13.2;15.6;18;19;4;4.75;5.5;6.25;7;5.3333333333;5.1666666667;5;9.6;9.2;8.8;6.9;5;11;28;31;33.1666666667;35.0833333333;37;36.3333333334;35.6666666666;35;36;38;40;40.5;41;34.5;33;30;30.3333333333;30.6666666667;28.5;28.3333333333;29;29.6666666667;23;23;21.5;23;24.5;26.5;27;26.3333333333;23.6666666667;21;25.5;30;33.6666666667;36.3333333333;36;33;31.5;30;31;32;32;32.6666666667;33.3333333333;35.6666666667;33.3333333333;31;28;26;30.5;35;35;35;32.5;29.1666666667;28.3333333333;27.5;26.6666666667;24.1666666666;21.6666666667;19.6666666667;18.3333333333;17;12.5;8
Haiti;11402528;27560;2489;21.8284927693;0.6315655925;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;7;8;9.75;11.5;13.25;15;15.3333333333;15.6666666667;16;17;16;18;19;18;18;19;20.25;19.5;19.75;21.5;24.6666666667;24.8333333333;25;25;25;24;26;33;34.5;35;42;41.6666666667;40.3333333333;37.5;36;37.1666666667;38.3333333333;39;42;42.5;41;43;41.5;53;57;73.3333333333;77.6666666667;108;133;143.8333333333;154.6666666667;192;225;271.5;368;433;463.5;481;605;666;714;729.5;749;952.5;1086;1179;1274;1507;1668;1693;1802;1911;1906;1928;2207;2422.5;2580;2488;2476;2489
Honduras;9904607;111890;2917;29.450941365;0.3803624984;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;8;9;12;24;25;26;30;33;34;50;66;93;107;132;133;162;205;198;239;242;268;272;276;291;314;297;283;258;266;247;207;220;193;204;179;189;198;176;209;235;251;264;295;319;345;362;553;583;701;776;951;1166;1180;1203;1328;1439;1378;1517;1547;1656;1555;1591;1620;1685;1618.5;1519;1706;1883.5;1978;2089;2321;2385;2434;2463;2529;2556;2564;2572;2610.5;2676;2494;2441.5;2377;2261;2534;2720;2917
Hungary;9660351;90530;223;2.308404736;0.0552116861;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;7;9;11;13;16;19;30;31;38;49;56;71;82;99;124;158;176;213;245;281;313;376;408;442;467;512;538;575;602;577;630;669;719;890;967;1002;1011;1020;1054;1067;1140;1156;1183;1240;1281;1273;1304;1253;1161.5;1090;1125;1137;1148;1123;1100;1108;1082;1051;967;943;866;735;741.5;763;701;664;614;605;554;531;511;500;491;487;491;500;500;478;472;458;452;436;424;394;367;357;365;333;313;292;277;267;258;246;234;223
Iceland;341243;100250;1.6666666667;0.4884105071;0.0009223391;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;11;26;34;43;50;54;58;69;85;103;133;155;166;174;209;224;296;366;423;514;530;579;652;699;756;807;849;906;915;970;989;955;944;918;974;938;879;846;785;726;681;625;585;507;420;390;343;285;211;192;169;141;114.5;101;91;82.5;75;70;58.5;44;38.5;28;26.5;22;15.5;12;11.6666666667;11.3333333333;9.5;8.1666666667;6.8333333333;5;4.6428571429;4.2857142857;3.9285714286;3.5714285714;3.2142857143;2.8571428571;2.5;2.3333333333;2.5;2.6666666667;2.75;2.8333333333;2.9166666667;3;3.1904761904;3.380952381;3.5714285714;3.5535714286;3.5357142857;3.5178571429;3.5;3.2916666667;3.0833333333;2.875;2.75;2.5;2.25;2;1.6666666667
India;1380004385;2973190;132149;9.5759840647;0.4441460668;;;0;0;0;0;0;0;0;0;1;1;1;2;3;3;3;3;3;3;3;3;3;3;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13.5;25;27;28;31;36;40;53;59;70;79;99;110;114;125.5;128;164;213;296;357;456;480;595;654;805;885;911;1132;1255;1842;2349;2323;2752;3192;4279;4775;5259;5998;6711;7459;8181;9202;10090;10324;10887;11785;12640;14027;13761;14769;15454;16352;16932;17837;18685;18998;19837;20740;21433;22905;23977;24890;27898;29320;31617;33274;35165;36525;39271;41317;42968;44993;47134;48527;50949;53193;53891;57075;59041;61875;65099;68615;71375;74182;76501;80031;83389;87707;91179;94911;98042;100716;104796;108487;111390;115199;118950;120978;125353;118497;132149
Indonesia;273523615;1811570;10757;3.9327500114;0.3047740473;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;5;6;19;27;33;50.5;65;91;112;129;167;208;286;337;412;466;530;631;732;815;959;1053;1168;1280;1356;1450;1479;1617;1642;1759;1912;2052;2166;2400;2466;2687;2956;3143;3311;3459;3726;3937;4156;4302;4269;4397;4462;4482;4699;4765;4641;4539;4672;4635;4602;4628;4595;4617;4827;4936;5020;5001;4901;5038;5150;5169;5238;5667;5888;5945;6182;6322;6423;6425;6751;7386;7684;8100;8239;8485;8416;8413;8532;8720;8748;8959;8930;9053;9044;8656;8725;8769;8915;9283;9911;10465;10757
Iran;83992949;1628550;36307;43.2262474794;0.2015308954;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;23;35;49;79;120;219;354;550;924;1435;2259;2830;3406;4623;5678;6372;6924;7751;8646;9646;10850;12118;12960;13490;13833;14439;14894;14897;14787;15072;15888;16769;18017;19331;20968;22679;24371;26504;28436;30232;32061;33539;35133;36588;37451;37778;37569;36814;35860;34621;33377;31808;30272;28796;27527;26311;25125;23985;23005;22213;21410;20806;20002;19299;18795;18169;17707;17268;16645;16152;15580;15213;15142;15168;15654;16109;16497;16892;17122;17814;18183;19068;19893;20989;21944;22774;23845;24633;25299;26206;26961;27301;28098;28438;28744;28866;29316;30033;30558;31268;31953;32959;33747;34929;35504;35904;36088;36108;36416;36347;36307
Iraq;40222493;434320;11218;27.8898674928;0.6727436282;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;10;13;19;26;32;33;35.5;37;50;54;59.5;64;74;83;91;97;97;98;122;129;154.5;168;160;173;200.5;245;265;291;357;396;431;506;540;564;580;612;664;728;765;806;856;850;821;812;805;748;706;687;662;662;635;578;543;480;429;445;429;445;468;469;528;588;651;671;706;757;772;829;849;866;895;916;947;971;985;1029;1058;1040;1041;1108;1208;1180;1244;1334;1361;1593;1702;1814;1935;2103;2314;2680;2919;3035;3314;3776;4444;4963;5882;6826;7897;8849;9420;10279;11218
Ireland;4937786;68890;397;8.0400406174;0.015730248;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;6;12;18;18.5;19;21;34;42;65.5;89;127;147;167;221;286;545;665;766.5;887;1104;1295;1521;1752.5;2031;2286;2466;2741;3012;3155;3292;3590;3819;4088;4239;4380;4510;4755;5968;6513;7040;7737;8244;9100;9422;9707;10154;10257;10288;10331;10597;11033;10095;9633;9607;9001;8398;7706;7341;6853;6418;6255;6120;5943;5577;4778;4357;4199;3734;3487;3365;3148;3215;3123;2872;2606;2428;2268;2067;2006;1965;1822;1643;1563;1493;1402;1014;920;881;878;862;815;796;751;657;601;562;509;480;428;397
Israel;8655535;21640;1697;19.6059515674;0.0913888739;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;4;7;10;11;12;15;20;36;42;60;67;74;77;97;122;148;203;207;238;289;407;492;669;822;1003;1163;2290;2593;2909;3464;4034;4477;5108;5788;6430;6899;7139;7547;7833;8010;7035;7275;7373;7124;6898;6891;6688;6409;5901;5554;5414;5061;4809;4694;5094;4835;4650;4555;4298;3969;3682;3333;3188;3119;2920;2717;2533;2347;1812;1578;1378;1156;1034;951;801;714;633;488;423;409;397;370;357;302;254;258;240;228;228;245;293;398;404;454;526;626;710;812;872;1040;1146;1298;1423;1562;1697
Italy;60461826;294140;4410;7.2938584422;0.0186752039;;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3;3;3;3;3;3;3;1;1;1;1;1;1;1;17;59;152;222;312;441;638;867;1099;1660;1984;2423;2982;3710;4439;5650;7009;8709;9518;11635;14097;16394;19716;22938;25822;29003;32624;37177;42385;47695;51763;54755;59027;61924;65476;68838;71315;72942;73759;74286;74861;74207;72806;71054;69810;68620;66410;65036;63037;61079;59799;58674;57777;56696;54581;53699;52607;51293;50024;48681;48371;47905;46347;45417;43080;41312;39898;39017;38436;36522;34994;33403;31745;30710;29056;27130;25885;24191;22917;21395;20400;19711;18513;17633;16457;15432;14718;13948;13686;12907;12148;11473;11059;10788;10344;9339;9035;8636;8363;7904;7562;7311;6816;6472;6007;5873;5474;5140;5120;5006;4624;4410
Ivory Coast;26378274;318000;1763;6.6835305449;0.4003178928;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;5;6;9;11.5;14;19.5;25;73;79;95;100;132;164;167;174;184;185;206.5;231;241.5;298;276;304;348;387.5;400;409;458;459;456;460;470;556;586;558.5;567;568;560;588.5;580.5;576;538;545;592;621;645;561;551;550.5;548;564;567;525;553.5;550;566;674;674;696;684;699;711;687;689;715;730;739;699;676;693;620;644;670;733;738;724;832;871;879;961;1090;1191;1363;1458;1518;1625;1763
Jamaica;2961167;10830;39;1.3170483124;0.0638297872;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8;9;10;11;12;13;14;15;16.5;18;19;20;25;25.3333333333;20.6666666667;21;22;25;28;31;32;34;35.5;39;40.5;42;37.5;36.6666666667;35.8333333333;35;37;37;59;81;96;103;110;115;162.5;165;169.5;193;223.5;240;281;291;281;271;279;279;300;296;248;245;245;231;202;191;152;141;127;113;88;79;54;51;52;53;51;46;54;54;50;51;57;60;62;64;64;66;65;64;62;59;51;46;46;43;41;39;39
Japan;126476461;364555;589;0.4656993051;0.0342700879;;;2;2;2;2;4;5.5;7;9;11;15;20;20.6666666667;21.3333333333;22;21;22;23;23.5;22;21.1666666667;20.3333333333;19;17.5;14;23;38.3333333333;44.6666666667;52;61;70;80;96.5;121;132.3333333333;142.6666666667;161;185.5;199;198;197;208;219;247;266;315;339;355;352;411;450;456;473;532;583;584.5;585;558;564;543;546;599;617;612;668;717;767;920;1027;1051;1075;1289;1571;1654;2132;2295.5;2526;2713;2950;3280;4062;4312;4882;5460.5;5692;5922;6131;7170;7157;7400.5;7312;7229;7255;7701;7299;7226;6693;6783;6091;5795;5462;4518;4275;4080;4112;4118;3853;3109;2746;2432;2336;1694;2232;2154;2032;1898;1666;1408;1227;1114;1030.5;947;938;873;773;734;655;602;478;470;479;466;482;470;471.5;487;445;464;489;479;488;495;589
Jordan;10203134;88780;162;1.5877474509;0.1820224719;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;8;17;33;51;68;84;97.5;111;126;153;171;211;234;245;251;251;240;226;230;225;224.5;233;222;199;186;160;141.5;135;130;123;123;123;103;97;90;72;76;75;77;65;64.5;63;58;58;53;50;51;52;47;44;40;43;38;57;67;78;93;113;126;131;133;137;147;152;164;178;199;190;192;182;168;149;142;138;142;134;127;126;117;106;85;81;84;91;100;120;127;143;162
Kazakhstan;18776707;2699700;4296;22.8794111768;0.3096885813;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;9;10;33;35;44;46;53;60;62;72;81;110;146;222;275;292;310;345;391;415;478;524;600;625;646;670;662;637;667;789;889;915;967;1082;1084;1092;1190;1298;1408;1508;1670;1736;1766;1744;1795;1843;2000;2051;2242;2244;2197;2210;2287;2289;2352;2374;2373;2372;2252;2279;2169;2092;1993;2237;2702;2655;2547;2656;3085;3250;3441;3762;3857.5;3887;4005;4243;4532;4701;4557;4711;5098;4955.5;4393;4286;4163;3890;3937.5;4015;4296
Kenya;53771296;569140;1597;2.9699860684;0.4967340591;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;3;7;9.6666666667;12.3333333333;15;16;25;28;30;33.5;37;39;47;56;78;103;112.3333333333;113.6666666667;127;142;147;151;153;154.5;153;155;158;157;144;124;124;136;128;123;124;124;136;147;152;158;155;158;159;162;165;173;195;209;239;279;287;285;306;317;337;341;353;362;370;395;422;422;428;447;502;540;543;542;586;633;734;860;964;1058;1075;1109;1130;1187;1231;1313;1408;1553;1586;1641;1623;1597
Korea, South;51269185;97230;601;1.1722441073;0.0500708156;;;1;1;2;2;3;4;5.75;7.5;9.25;11;12;15;15.5;16;18;22;22;22.5;22;23;22.25;20.7;19.15;17.6;16.8;14;14.5;15;48.5;81;180;408.5;577;806;949;1232.8;1737.6;2308.4;3121.2;3707;4305;5155;5553.5;5984;6389;6608;6712;6645;6536;6494;6103;5642;4936;4426;3901;3134;2792;2477;2059;1758;1647;1521;1524;1382;1372;1353;1392;1421;1425;1466;1474;1411;1410;1357;1276;1285;1294;1247;1182;1118;1002;929;876;778;704;637;573;497;424;390;352;310;285;268;248;226;215;197;174;161;145;140;140;130;123;116;114;122;146;171;184;201;226;244;257;257;264;274;304;312;320;325;316;297;289;303;353;384;404;418;438;463;480;507;526;554;586;608;627;637;603;601
Kosovo;1810463;10.877;278;15.355188148;0.209653092;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;85;90;93;102;111;124;124.5;125;134;144;156.5;166;179;146;164;192;223.6666666667;249.3333333333;275;293;323.5;354;375;416;440.5;434;446;452;453;448;445.3333333333;427.6666666667;403;381;357;334.5;313;290;257;252;228.5;192;158.5;131;107;104;129;132.5;138;133.1666666667;128.3333333333;104;117;133;137.5;142;142.5;163;162;154;123.5;115.5;104;108.3333333333;112.6666666667;128.5;131;133.5;146;163.2;186.4;189.6;206.8;225;238;251;278
Kuwait;4270571;17820;10320;241.6538678317;0.2997211896;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;26;43;45;48.6666666667;52.3333333333;56;56.6666666667;57.3333333333;58;59.5;61;64;65.5;58;46;37;47;55.3333333333;59.6666666667;67;73.3333333333;84.6666666667;90;99.5;115;124;122.5;122;123;128;133;131;143;143;159;175;194;258;303;368;476;552;660;702;768;919;979;1034;1066;1088;1182;1241;1272;1359;1330;1337;1393;1489;1621;1738;1841;1988;2085;2335;2500;2719;2868;3068;3283;3724;4041;4168;4594;4731;5613;5998;6837;7288;7951;8483;9183;9867;10413;10960;11279;12042;12356;12841;12614;12681;12298;12239;12137;12324;12390;12193;12071;11885;11791;11312;11080;10667;10546;10543;10565;10556;10320
Kyrgyzstan;6524195;191800;572;8.7673651692;0.2640812558;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;14;15;16;42;44;51;58;71;84;94;107;108;113;124;130;132;200;186;226;229;240;268;293;325;323;338;350;359;362;407;352;362;342;351;367;334.5;305;276;278;280;280;267;263;241;262;253;259;264;241;257.5;320;321;329;315;336;355;348;343;386;400;399;418;444;434;401;417;431;476;512;551;605;610;601;602;601;586;586;609;604;599;587;573;572
Laos;7275560;230800;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;7;8;8.3333333333;8.6666666667;9;10;10.25;10.5;10.75;11;12;12;12;10;10;10;10.6666666667;10.3333333333;10;9;8.75;8.5;8.25;8;7;5;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
