Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
China Jilin;27462297;187400;0;0;0;;;0;1;3;4;5;6;8;9;14;15.5;17;23;31;42;54;58;62;65;73;74;73;74;70;70.5;71;66;58.3333333333;47.6666666667;36;32;26.5;23;14.5;13;12.0333333333;10.0666666667;9.1;7.1333333333;5.1666666667;4.2;3.9;3.6;3.3;2.3333333333;1.8666666667;1.4;0.9333333333;0.4666666667;0.4666666667;0.4666666666;0.4666666667;0.4666666667;0.4666666666;0.4666666667;0.4666666667;0.4666666666;0.4666666667;0.4666666667;0.4666666666;0.4666666667;0.4666666667;0.4666666666;0.4666666667;0.4666666667;1.4333333333;2.4;3.3666666667;4.3333333333;4.3714285714;4.4095238096;4.4476190476;4.4857142857;4.5238095238;4.5619047619;4.6;4.6380952381;4.6761904762;4.7142857143;3.7857142857;2.8571428571;1.9285714286;1;1.9285714286;2.8571428571;3.7857142857;4.2142857143;4.6428571429;5.0714285714;5.5;6.4285714286;7.3571428571;8.2857142857;9.2142857143;10.1428571429;10.5714285714;11;10.3333333333;9.6666666667;9;9;9;8.6666666667;8.3333333333;7.5;6.6666666667;5.8333333333;5;9.5;14.5;17;19.6666666667;22.3333333333;23;26.5;28;31.8333333333;33.6666666667;38.5;39.0833333333;39.6666666667;40.25;35.5;31;28;25;22;21;17;15;11;9;4;3.25;2.5;1.75;1;0;0;0;0;0;0
China Liaoning;43746323;145900;0;0;0;;;2;3;4;17;21;27;34;39;41;48;64;70;74;81;87;91;95;88;86;81;77;77;76;71;56;51;47.0714285714;40.1428571429;32.2142857143;27.2857142857;22.3571428571;16.4285714286;14.5;13.5714285714;10.6428571429;5.7142857143;4.7857142857;2.8571428571;1.9285714286;1;2.4285714286;3.8571428571;3.8445378151;3.8319327731;3.8193277311;3.806722689;3.7941176471;3.7815126051;3.768907563;3.756302521;3.743697479;3.731092437;3.7184873949;3.7058823529;2.2647058824;0.8235294118;0.8235294118;0.8235294118;0.8235294118;1.2647058824;1.7058823529;1.8970588235;2.0882352941;2.2794117647;2.4705882353;4.4117647059;6.3529411765;8.2941176471;10.2352941176;13.1764705882;14.1176470588;15.0588235294;15.3333333333;15.1666666667;15;15.75;16.5;16.5;16.5;14.75;13;11.1666666667;9.3333333333;6.5;5.6666666667;4.8333333333;4.6666666667;4.3768115942;4.0869565217;3.1304347826;2.1739130435;1.9673913043;1.7608695652;1.5543478261;1.347826087;1.2246376811;1.1014492754;0.9782608696;0.8550724637;0.731884058;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956521;0.6086956522;1.231884058;1.8550724637;2.4782608696;2.4347826087;2.3913043478;2.347826087;2.3043478261;2.2608695652;2.2173913043;2.1739130435;2.1304347826;2.0869565217;2.0434782609;2;1.3333333333;0.6666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Macau;552300;29;0;0;0;;;1;2;2;2;5;6;7;7.2;7.4;7.6;7.8;8;9;10;9.0243902439;8.0487804878;8.0731707317;8.0975609756;5.1219512195;4.1463414634;3.1707317073;2.9951219512;2.8195121951;2.643902439;2.4682926829;2.2926829268;1.3170731707;0.3414634146;0.3414634146;0.3414634146;0.3414634146;0.3414634146;0.3414634146;0.3414634146;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634147;0.3414634146;0.3414634146;0.3414634146;0.3414634146;0.3414634146;0.3414634146;0.3414634146;1.3170731707;4.2926829268;6.2682926829;6.743902439;7.2195121951;13.1951219512;13.6707317073;14.1463414634;19.1219512195;20.0975609756;22.0731707317;26.0487804878;26.5243902439;27;29;26.6666666667;25.3333333333;25.5;25.5;20;19.8333333333;19.6666666667;15;14;12;8;7.5;7;4;3.3333333333;2.6666666667;2;1.5;1;0.6666666667;0.3333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Ningxia;6301350;66400;0;0;0;;;1;1;2;3;4;7;11;12;17;21;26;28;31;34;36;39;41;42;43;42;42;46;47;46;44;42.25;39.5;36.75;34;31.125;28.25;26.375;24.5;22.625;18.75;13.875;8;5.5;3;3.25;3.5;3.75;4;3.875;3.75;3.625;3.5;3.375;3.25;3.125;3;2.5;2;1.5;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Qinghai;5626722;721200;0;0;0;;;0;0;0;1;1;6;6.6666666667;7.3333333333;8;8.5;9;11;13;15;17;18;18;17;17;12;11.3333333333;10.6666666667;10;9.5;9;7;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Shaanxi;37327378;205600;2.1481481481;0.0057548863;0.0069072288;;;0;3;5;15;22;35;46;56;63;87;101;116;128;142;165;170;179;180;186;178;173;169;166;143;131;120;112;99;77;72;61.0384615385;50.0769230769;37.1153846154;32.1538461538;26.1923076923;20.2307692308;16.2692307692;15.3076923077;13.3461538462;9.3846153846;5.4230769231;4.4615384615;3.5;0.5384615385;0.5384615384;0.5384615385;0.5384615384;0.5384615385;0.5384615385;0.5384615384;0.5384615385;0.5384615385;0.5384615384;0.5384615385;0.5384615384;0.5384615385;0.8333333333;1.1282051282;1.4230769231;2.3846153846;2.6794871795;2.9743589744;3.2692307692;4.2307692308;7.1923076923;7.4871794871;7.7820512821;8.0769230769;8.3717948718;8.6666666667;8.6666666667;8.6666666666;8.6666666667;8;8.9019607843;9.8039215686;10.7058823529;10.9411764706;9.1764705882;10.0784313726;10.9803921568;11.8823529412;12.7843137255;13.6862745098;14.5882352941;15.4901960785;16.3921568627;17.2941176471;17.2941176471;17.2941176471;17.2941176471;18.0588235294;20.3235294118;22.5882352941;26.3529411765;30.1176470588;33.8823529412;37.6470588235;36.6974789916;35.7478991596;34.7983193277;33.8487394958;32.8991596639;31.9495798319;31;29.037037037;25.5740740741;22.1111111111;17.1481481481;12.1851851852;7.2222222222;2.2592592593;2.0105820106;1.7619047619;1.5132275133;1.2645502645;1.0158730158;0.7671957672;0.5185185185;0.5185185186;0.5185185185;0.5185185185;0.5185185186;0.5185185185;0.5185185185;0.5185185185;0.5185185185;0.5185185186;0.5185185185;0.5185185185;0.5185185186;0.5185185185;0.8814814815;1.2444444444;1.6074074074;1.9703703704;2.3333333333;2.2962962963;2.2592592593;2.2222222222;2.1851851852;2.1481481481
China Shandong;95793065;153800;2.0769230769;0.0021681351;0.0026223776;;;2;6;15;27;46;75;95;130;158;184;206;230;259;275;305;341;371;389;398;391;392;367;351;339;326;307;282;268;237;199;363;334;310;289;269;259.4;247.8;234.2;225.6;221;217.2;215.4;214.6;212.8;10;9.2;5.4;4.6;3.8;3.6;3.3666666667;3.1333333333;2.9;2.6666666667;2.6333333333;2.6;2.7333333333;2.8666666667;3;4.8;7.6;8.4;8.7;9;10.8333333333;11.6666666667;11.8333333333;12;12.1666666667;13;13.1666666667;13.3333333333;16;14.5;12;12;12.5;14;12.3333333333;11.6666666667;11.6666666667;11.8333333333;12;11.5;11.5;11.5;9;8.5625;8.125;7.1875;6.25;4.3125;4.0416666667;3.7708333333;3.5;3.0625;2.625;2.1875;1.75;1.3125;0.875;0.875;0.875;0.8894230769;0.9038461538;0.9182692308;0.9326923077;0.9471153846;0.9615384615;0.9759615385;0.9903846154;1.0048076923;1.0192307692;1.0336538462;1.0480769231;1.0625;1.0769230769;1.0769230769;1.076923077;1.0769230769;1.0769230769;1.0769230769;1.076923077;1.0769230769;1.0769230769;1.0769230769;1.076923077;1.0769230769;1.0769230769;3;2.9230769231;2.8461538462;2.7692307692;2.6923076923;2.6153846154;2.5384615385;2.4615384615;2.3846153846;2.3076923077;2.2307692308;2.1538461538;2.0769230769
China Shanghai;23019148;6341;17.5;0.0760236652;0.0253991292;;;9;16;20;33;39;52;65;95;111;134;168;181;202;218;234;241;257;253;253;246;237;215;203;183;157;146;130;114.3333333333;90.6666666667;77;57.5;49;42.3333333333;36.6666666667;33;26;22.1666666667;19.3333333333;11.5;9.6666666667;4.8333333333;4.6666666667;4.8333333333;5;7.5;7.5;7.6666666667;7.8333333333;8;7.6666666667;8.1666666666;8.6666666667;15.5;16.3333333333;17.1666666667;20;22.5;24;29;37.5;61;65.5;70;88.3333333333;105.6666666667;122;132;138;143;151;155;159;155;149;127;127;124;110;101;87;96;115;120;111;106;106;104.3333333333;103.6666666667;104;102;100.5;96;89;86.5;61;36;26;25;25;24;22.6666666667;21.3333333333;20;18;18;18;16.6666666667;16.8333333333;17;16.3333333333;15.6666666667;15;14.6666666667;11.3333333333;12;11.5;11;10.2;9.9;9.6;9.1333333333;8.6666666667;9;9.1666666667;9.3333333333;10;9.3333333333;8.1666666667;7;6.8333333333;6.6666666667;6.8;7.9333333333;9.0666666667;10.2;10.3333333333;9.6666666667;9.5;11;12;13;17.5
China Shanxi;35712111;156300;0;0;0;;;1;1;1;6;9;13;27;31;35;39;47;66;74;81;87.5;95;103;109;110;108.5;97;95;91.5;88;81;63;56;50;43;36;28.25;17.5;13.75;11.5;9.0357142857;7.0714285714;6.6071428571;6.1428571429;5.1785714286;4.2142857143;3.25;2.2857142857;1.8214285714;1.3571428571;1.1428571429;0.9285714286;0.7142857143;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.7976190476;1.0952380953;1.3928571429;1.6904761904;1.9880952381;2.2857142857;2.5833333333;2.880952381;3.1785714286;3.3928571429;3.6071428571;3.8214285714;4.0357142857;12.3333333333;20.3333333334;28.3333333333;31;32.6666666667;36.3333333333;36.5;36.6666666667;42.8333333333;49;56.75;59.5;59.3125;59.125;50.8541666667;42.5833333333;34.3125;31.375;29.4375;25.5;25.0625;24.625;18.1875;11.75;3.8125;0.875;0.875;0.875;0.8125;0.75;0.6875;0.625;0.5625;0.5;0.4375;0.375;0.3125;0.25;0.1875;0.125;0.0625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Sichuan;80418200;485000;11.7142857143;0.0145667097;0.0201276387;;;5;8;15;28;44;69;90;107;141;176;206;230;253;281;296;313;329;336;342;336;327;328;309;286;263;250;241;226;213;199;181;162;140.5;122;112;95;83;75;68.1666666667;57.3333333333;43.5;30.6666666667;24.8333333333;19;14.0833333333;13.1666666667;12.75;12.3333333333;10.4166666667;8.5;5.5833333333;1.6666666667;1.5833333333;1.5;1.4166666667;1.3333333333;1.5;1.6666666667;1.9166666667;2.8333333333;3.75;4.6666666667;5.5833333333;7.5;7.9166666667;8.3333333333;9.25;10.1666666667;10.75;11.3333333333;11.6666666667;13.3333333333;14;15;15;15;15;13.0909090909;12.6818181818;12.2727272727;11.3636363636;10.4545454545;9.8787878788;9.3030303031;8.7272727273;6.8181818182;5.9090909091;4;3.0588235294;2.1176470588;1.1764705882;1.1443850267;1.1122994653;1.0802139038;1.0481283423;1.0160427808;0.9839572192;0.9518716577;0.9197860962;0.8877005347;0.8556149733;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294117;0.8235294117;0.8235294117;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294117;0.8235294117;0.8235294117;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;1.2647058824;1.7058823529;3.2184873949;4.731092437;6.243697479;7.756302521;9.268907563;10.7815126051;12.2941176471;14.2352941176;14.5098039215;14.7843137255;15.0588235294;16;16.5;17;16.4285714286;14.8571428571;13.2857142857;11.7142857143
China Tianjin;12938224;11305;2.4285714286;0.0187705162;0.0124542125;;;4;6;8;10;14;23;24;27;31;32;41;48;60;67;65;73;73;78;77;72;82;85;88;88;81;76;65;61;61;52;51;47;44.2;40.4;29.6;23.8;17;16.0476190476;14.0952380952;12.1428571429;11.1904761905;8.2380952381;6.2857142857;5.3333333333;4.380952381;1.4285714286;1.2761904762;1.1238095238;0.9714285714;0.819047619;0.6666666667;0.6666666667;0.6666666667;0.6666666666;0.6666666666;0.6666666667;0.6666666667;0.6666666667;1.619047619;2.5714285714;3.5238095238;4.4761904762;8.4285714286;11.380952381;14.3333333333;18.2857142857;24.2380952381;29.1904761905;37.1428571429;38.0952380952;39.0476190476;41;42;41.3333333333;40.6666666667;40;36.3333333333;33.6666666667;31;28;22.3333333333;17.6666666667;10;10;9.5;8;9;8.8095238096;8.619047619;8.4285714286;8.2380952381;8.0476190476;7.8571428571;7;6.7380952381;6.4761904762;6.2142857143;5.2857142857;4.8571428571;4.4285714286;1.5;1.4285714285;1.3571428572;1.2857142857;1.2142857143;1.1428571428;1.0714285715;1;1.0535714286;1.1071428571;1.1607142857;1.2142857143;1.2678571429;1.3214285714;1.375;1.4285714286;1.4047619047;1.3809523809;1.3571428572;1.3333333334;1.3095238095;1.2857142857;1.2083333333;1.130952381;1.0535714286;0.9761904762;0.8988095238;0.8214285714;0.744047619;0.6666666667;0.6666666667;0.6666666667;0.6666666666;0.6666666666;0.6666666667;0.6666666667;0.6666666667;0.9523809523;1.2380952381;1.5238095238;2.4761904762;2.4285714286
China Tibet;3002166;1228400;0;0;0;;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Xinjiang;21813334;1660400;0;0;0;;;0;2;2;3;4;5;10;13;14;17;18;21;24;29;32;34;37;39;41;44;45;46;49;48;52;50;51;47;44;40;37;34;31;27;21;17;13;11;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Yunnan;45966239;394000;0;0;0;;;1;2;5;11;16;26;44;55;70;83;93;105;117;122;127;131;133;128.5;125;123;109;99;86;79;75;66;54.5;50;45;41;36.08;34.66;33.24;25.32;21.4;20.48;18.56;12.64;6.72;3.8;3.38;2.96;2.04;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.24;1.36;1.48;1.6;1.72;1.84;1.96;2.08;2.2;2.32;4.24;4.66;5.08;5.5;5.8;6.1;6.4;7.2;7.0476190476;6.8952380952;6.7428571429;6.5904761905;6.4380952381;6.2857142857;4.3333333333;3.880952381;3.4285714286;2.9761904762;2.5238095238;2.0714285714;1.619047619;0.6666666667;0.6666666667;0.6666666667;0.6666666666;0.6666666666;0.6666666667;0.6666666667;0.6666666667;0.619047619;0.5714285714;0.5238095238;0.4761904762;0.4285714286;0.380952381;0.3333333333;0.2857142857;0.2380952381;0.1904761905;0.1428571429;0.0952380952;0.0476190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Zhejiang;54426891;102000;0;0;0;;;10;27;43;62;104;128;173;296;428;538;599;661;724;829;885;927;963;986;971;964;944;835;717;617;563;506;447;343;279;221;197;157;130.1111111111;113.2222222222;88.3333333333;74.4444444444;60.5555555556;50.6666666667;43.7777777778;38.8888888889;35;41;40;40;13.3333333333;12.6666666667;13.8888888889;15.1111111111;16.3333333334;17.5555555556;18.7777777777;20;21.2222222222;25.1111111111;25.5;19;18.5;18;17.6666666667;18.3333333333;19;18.6666666667;18.3333333333;18;18.6666666667;21.3333333333;24;23;23.5;25;25;25;26;26;25;25;25;25;24;20.1666666667;16.3333333333;13.5;12.6666666667;10.8333333333;10.5;10;8;6;5;4;3;2;1;0.8333333333;0.6666666667;0.5;0.3333333333;0.1666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombia;50882891;1109500;19669;38.6554293859;0.4489614243;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;9;11;13;22;34;54;65;93;102;127;195;229;274;375;461;480;526;586;668;744;841;972;1059;1139;1210;1254;1302;1402;1584;1732;1934;2101;2074;2054;2073;2040;2072;2172;2209.5;2307;2398;2369;2302;2338;2408;2433;2603;2745;2970;3102;3274;3567;3669.5;3876;3996;4464;4603;4895;5170;5353;5684;6016;6323;6723;7103;7210;7654;7906;8322;8322;8728;8874;9080;9682;10112;10368;10731;11174;10531;11190;11795;11645;13089;13658;14248;15136;17628;17277;16974;18866;18523.5;18102;19669
Comoros;869601;1861;62.3333333333;7.1680383686;0.3847736626;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;3;7;8;9;10;12.0909090909;14.1818181818;16.2727272727;18.3636363636;20.4545454545;22.5454545455;22.6363636364;24.7272727273;26.8181818182;28.9090909091;26;47;68;71.5;73.9090909091;74.9848484849;76.0606060606;77.1363636364;78.2121212122;79.2878787878;80.3636363636;86.9393939394;93.5151515151;100.0909090909;100.25;80.5;60.75;58.5;59.25;61.3333333333;63.4166666667;65.5;62.3333333333
Congo (Brazzaville);5518087;341500;147;2.6639666972;0.2019230769;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;3;4;6.5;9;11.5;14;16.5;18;18.75;19.5;20.25;19;26.6666666667;34.3333333333;40;43.75;46;47.25;48.5;55.5;62.5;69.5;78.25;87;95.75;108;113.3333333333;111.3333333334;109.3333333333;111.25;112.5;129.75;133;130.5;122.75;115;107.25;99.5;96.5;90;86;82.6666666666;79.3333333334;76;85;78;76;74;91.9166666667;109.8333333333;127.75;145.3333333333;158.1666666667;171;167.25;170.1666666667;173.0833333333;176;170;180.5;200;204;193.3333333333;194.6666666667;196;197.6666666667;199.3333333333;190;194.75;199.5;204.25;203.8;200.6;180.9;161.2;157;196;190;184;178;157;147
Congo (Kinshasa);81340000;341500;1855;2.2805507745;0.4108527132;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;3;4;14;18;22;29;35;43;46;48;55;59;67;73;90;100;120;126;131;127.5;125;135;143.6666666667;152.3333333333;157;158;161;154;143;145;133;143;153;169.5;171;170;167.3333333333;173.6666666667;179;193;208;224;230;237;305;317;367;351;350;355;438;486;543;548;549;565;631;678;670;694;781;818.5;856;924;934;972;1008;1061;1150;1273;1301;1377;1418;1535;1511;1573.5;1657;1697;1764;1809;1819;1853;1875;1809;1856;1844;1855
Costa Rica;5094118;51060;538;10.5612001921;0.3498049415;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;9;11;13;22;23;26;27;35;41;50;68;88;115;129;149;166;188;209;240;269;287;295;306;325;327;327;318;320;309;306;301;308;295;282;281;282;271;251;246;233;220;206;195;186;179;147;129;116;100;85;87;87;77;76;78;79;80;86;80;79;86;87;97;104;99;102;111;118;120;124;124;127;136;138;138;138;138;150;152;169;170;179;194;193;218;223;260;291;317;345;388;391;419;477;538
Croatia;4105267;55960;4;0.0974358062;0.0017785683;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;5;6;7;8;9;10;10.5;11;12;12.6666666667;13.3333333333;13;16;22.5;27;32;42;49;56;71;94.5;117;194;241.3333333333;301.6666666667;368;423;469.5;554;619;664;733;802;882;906;951;920;928;907;900;901;912;909;877;887;860;837;778;780;735;706;689;659;626;607;574;514;482;430;389;343;321;285;271;256;225;220;204;169;144;152;160;157;157;160;151;145;137;136;130;127;120;115;112;82;67.5;57;48.25;37.5;31.75;24;23.5;22;20.2;18.4;14.6;12.8;10;4.3333333333;4.1666666667;4;4.0833333333;4.1666666667;4.25;4
Cuba;11326616;106440;236;2.083587896;0.1063542136;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4.25;4.5;4.75;5;6;10;15;20;34;39;47;56;64;76;114.75;134.5;165.25;180;205;222;253;267;285;310;348;400;448;484;501;530;556;580;602;629;654;698;715;737;741;732;720;721;717;700;663;671;653;639;614;625;614;581;548;514;494;456;417;397;394;367;343;329;303;251;223;213;202;197;179;175;177;175;164;159;164;153;165;163;173;202;205;207;211;217;242;250;253;242;237;236
Cyprus;1207359;9240;34;2.8160638219;0.0348717949;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;10;14;26;29.5;33;46;49;67;75.5;84;94;114;121;126;136;148;153;184.5;197;216;271;289;320.5;342;351;349;370;394;418;433;437;419;432;433;395;379;354;335;321;307;290;264;231;209;194;184;160;142;128;115;107;103;105;102;94;93;94;87;82;81;79;66;62;57;53;50;44;43;40;39;34;36;39;37;36;36;35;34;32;30;30.5;32;34;36;36;33;31;29;33;33;34;34
Czechia;10708981;77240;715;6.6766389818;0.0725520041;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;8;12;18;19;31;36;41;91;94;141;189;250;295;391;456;682;815;976;1089;1200;1353;1563;1831;2138;2442;2564;2703;2912;3044;3164;3258;3477;3467;3586;3623;3658;3644;3453;3200;3174;3058;2803;2708;2575;2458;2134;2159;2078;2016;1820;1618;1541;1521;1413;1386;1393;1363;1249;1188;1149;1035;919;863;842;844;804;743;719;731;717;690;669;669;700;694;767;751;747;723;736;795;832;826;829;817;789;790;775;793;716;717;717;740;716;677;673;695;701;738;715
Denmark;5792202;42430;523;9.0293812267;0.043456585;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;5;6;10;16.5;23;29;35;90;262;442;614;800;824;860;909;971;1047;1134.5;1232;1297;1360;1360;1329;1282;1262;1245;1374;1531;1663;1883;2050;2235;2502;2751;2974;3231;3480;3678;3758;3773;3795;3779;3741;3651;3574;3493;3316;3165;3015;2834;2624;2510;2438;2391;2449;2401;2380;2340;2327;2279;2238;2165;2139;2155;2126;2026;2010;2008;1874;1854;1815;1740;1659;1555;1480;1451;1404;1298;1223;1179;1099;1012;970;931;874;837;813;799;802;775;742;731;690;654;629;645;635;588;575;573;536;523
Denmark Faroe Islands;49290;1395;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;3;9;11;18;47;57;71;79;91;113;116;120;130;138;141;146;148;150;122;115;105;99;89;67;65;62;52.0833333333;44.1666666667;40.25;29.3333333333;25.4166666667;16.5;15.5833333333;11.6666666667;7.75;5.8333333333;3.9166666667;3;2.5;2;2.4166666667;2.8333333333;2.75;2.6666666667;2.5833333333;2.5;2.4166666667;2.3333333333;2.25;2.1666666667;2.0833333333;2;1.5;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
