Country/Region;Population;Area;Maximum;Per 100,000 inh.;Blank 3;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27
US New Mexico;2096829;314161;91852;4380.5193461174;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;10;10;13;17;23;28;35;43;57;61;65;83;100;112;136;191;237;259;281;315;363;403;495;543;624;686;794;865;1091;1133;1174;1245;1345;1407;1484;1597;1711;1798;1845;1971;2072;2210;2379;2521;2660;2726;2823;2974;3213;3411;3513;3732;3850;4031;4138;4291;4493;4673;4778;4863;5069;5212;5364;5503;5662;5847;5938;6096;6192;6317;6472;6625;6795;6943;7026;7130;7252;7364;7493;7624;7689;7800;8024;8140;8353;8672;8800;8940;9062;9105;9250;9367;9526;9621;9723;9845;9933;10065;10153;10260;10430;10565;10694;10838;10990;11192;11408;11619;11809;11982;12147;12276;12520;12776;13063;13256;13507;13727;14017;14251;14549;14773;15028;15291;15514;15841;16138;16456;16736;16971;17215;17517;17828;18163;18475;18788;19042;19502;19791;20136;20388;20600;20796;21016;21130;21340;21566;21773;21965;22115;22315;22444;22643;22816;22987;23160;23302;23408;23500;23579;23749;23951;24095;24302;24396;24469;24535;24732;24920;25042;25178;25283;25352;25460;25612;25812;25902;26048;26107;26144;26181;26268;26429;26563;26661;26761;26842;26923;27041;27199;27350;27512;27579;27683;27790;27987;28224;28487;28692;28844;28985;29157;29435;29661;30000;30296;30477;30632;30947;31372;31756;32241;32722;32983;33362;33713;34290;34958;35770;36343;36788;37302;37896;38715;39377;40168;41040;41863;42586;43169;43826;44904;45909;46490;47232;48104;49240;50251;51110;52394;53671;54881;56289;57547;59034;60776;62006;63171;64201;65454;67559;70451;74116;77098;79440;81896;84148;86247;88102;89796;91852
US New York;19453561;122057;628375;3230.1284068248;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;25;36;60;88;151;195;251;353;517;648;942;1374;2383;4152;7102;10356;15168;20875;25665;30810;37258;44637;52318;59513;66497;75795;83712;92381;102863;113704;122031;130689;138863;149316;159937;170512;180458;188694;195031;202208;213779;222284;229642;236732;242786;247512;251690;257216;263460;271590;282143;288045;291996;295106;299691;304372;308314;312977;316415;318953;321192;323978;327469;330407;333122;335395;337055;338485;340661;343051;345813;348232;350121;351371;352845;354370;356458;358154;359926;361515;362764;363836;364965;366733;368284;369660;370770;371711;373040;374085;375133;376208;377316;378097;378799;379482;380156;380892;381714;382630;383324;383944;384575;385142;385760;386556;387272;387936;388488;389085;389666;390415;391220;391923;392539;392930;393454;394079;394954;395872;396598;397131;397649;398237;398929;399513;400299;401029;401706;402263;403175;404006;404775;405551;406305;406807;407326;408181;408886;409697;410450;411200;411736;412344;412878;413593;414370;415014;415767;416298;416843;417589;418225;418928;419642;420345;420860;421336;422003;422703;423440;424167;424901;425508;425916;426571;427202;427803;428512;429165;429737;430145;430774;431340;432131;432767;433402;434100;434756;435510;436218;437107;437971;438772;439501;440021;440578;441154;441911;442791;443640;444365;444948;445714;446366;447262;448052;449038;449900;450473;451227;451892;452847;453755;454760;455626;456460;457649;458649;460031;461629;463360;464582;465515;466908;468268;470104;471696;473143;474286;475315;476708;477940;479400;481107;482891;484281;485279;486480;488506;490134;491771;493832;495464;496655;498646;500677;503176;505431;507480;509735;511368;513689;515815;518812;522021;525608;529036;532180;536145;540965;545762;551163;556551;560200;563690;568778;574072;579382;584850;590822;596214;602120;607001;613266;620199;628375
US North Carolina;10488084;125920;354514;3380.1598080259;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;7;7;12;15;23;32;33;40;63;97;137;184;255;297;398;504;636;763;935;1040;1307;1498;1584;1857;2093;2402;2585;2870;3221;3426;3651;3908;4312;4520;4816;5024;5123;5465;5859;6140;6493;6764;6951;7220;7608;8052;8623;8830;9142;9568;9948;10509;10923;11509;11664;11848;12256;12758;13397;13868;14360;14764;15045;15346;15816;16507;17129;17982;18512;19023;19700;20122;20860;21618;22725;23222;23964;24140;24628;25412;26488;27673;28589;29263;29889;30777;31966;33255;34625;35546;36484;37160;38171;39481;41249;42676;44119;45102;45853;46855;48188;49840;51389;52801;53605;54453;56174;57183;58818;60537;62142;63484;64670;66513;68142;70241;71654;72983;74529;75875;77310;79349;81331;83793;85701;87528;89484;91266;93426;95477;97958;99778;101046;102861;105001;106893;108995;111092;112713;114338;116087;117850;120194;122148;123878;125219;126532;128161;129288;131267;132812;134766;136218;136844;137895;139061;140824;142170;143706;144952;145516;146779;147932;149904;151912;153641;155113;156396;157741;158985;161076;162491;165076;166127;167313;169424;170553;172209;174254;175815;176901;177919;178635;179532;180754;182286;183740;184936;185781;186887;188024;189576;191019;192248;193581;194381;195549;196501;198189;204331;206090;207380;208248;209137;210632;212909;214684;216886;217496;219754;221258;222969;225397;227431;229752;231471;232747;234481;236407;238939;241623;243725;246028;247172;248750;250592;252992;255708;258292;260099;261742;263883;266136;269021;271830;274635;276692;278028;280377;282802;285661;288569;291245;293339;294860;297442;300561;303454;305233;309118;312235;314207;317495;320862;325158;328846;332261;336775;339194;342294;346506;350510;354514
US North Dakota;762062;178711;77232;10134.608470177;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;15;20;28;28;30;33;39;52;61;80;97;107;117;139;159;173;186;207;225;237;251;269;278;293;308;331;341;364;392;438;528;584;626;644;677;709;747;803;867;942;991;1033;1067;1107;1153;1191;1225;1266;1322;1371;1424;1464;1490;1516;1568;1642;1709;1760;1847;1898;1929;1989;2070;2165;2235;2284;2338;2378;2421;2438;2479;2519;2553;2576;2623;2645;2678;2704;2744;2815;2859;2878;2900;2940;2978;3014;3056;3078;3100;3123;3162;3191;3223;3248;3285;3310;3317;3358;3390;3418;3455;3490;3536;3574;3613;3656;3719;3776;3812;3845;3896;3969;4068;4152;4240;4331;4433;4487;4559;4662;4784;4900;5013;5120;5202;5361;5486;5608;5729;5869;5981;6132;6221;6294;6461;6593;6649;6776;6925;7047;7169;7318;7498;7589;7706;7877;7964;8164;8316;8439;8582;8641;8775;8963;9237;9468;9724;9863;9989;10223;10457;10790;11102;11475;11696;11810;12004;12270;12629;12971;13327;13626;13797;13872;14110;14443;14684;15151;15577;15831;16064;16333;16723;17230;17607;17958;18244;18508;18981;19451;19885;20380;20724;20983;21401;21846;22218;22694;23134;23550;23862;24364;24857;25384;26040;26628;27265;27737;28245;28947;29653;30517;31261;31978;32637;33666;34165;35052;35939;36874;37719;38241;39130;39907;41130;42483;43916;45043;46015;47187;48301;49837;51602;53204;54305;55458;56342;57373;59173;60602;62872;63796;64885;65967;67230;68612;70016;71540;72683;73397;74401;75478;76442;77232
US Ohio;11689100;105829;399808;3420.3488720261;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;5;13;13;36;50;67;88;119;169;247;351;442;564;704;867;1137;1406;1653;1933;2199;2547;2902;3312;3739;4043;4450;4782;5148;5512;5878;6250;6604;6975;7280;7791;8414;9107;10222;11602;12919;13725;14117;14694;15169;15587;15963;16325;16769;17303;18027;18743;19335;19914;20474;20969;21576;22131;23016;23697;24081;24777;25250;25721;26357;26954;27474;27923;28454;28952;29436;30167;30794;31408;31911;32477;33006;33439;33915;34566;35034;35513;35984;36350;36792;37282;37758;38111;38476;38837;39162;39575;40004;40424;40848;41148;41576;42010;42422;43122;43731;44262;44808;45537;46127;46759;47651;48638;49455;50309;51046;51789;52865;54166;55257;56183;57151;57956;58904;60181;61331;62856;64214;65592;66853;67995;69311;70601;72280;73822;74932;76168;77215;78742;80186;81746;83184;84073;85177;86497;87893;89626;91159;92087;93031;93963;95106;96305;97471;98675;99969;100848;101731;102826;104248;105426;106557;107674;108287;109062;109923;110881;112003;113046;114165;114802;115651;116495;117584;118828;120124;121340;122262;123157;124610;125767;127112;128444;129785;130558;131336;131992;132965;134086;135326;136568;137405;138484;139485;140518;141585;142596;143547;144309;145165;145850;146753;147744;148894;150009;150809;151802;152907;153987;155314;156809;157966;158907;159964;161299;162723;164262;166102;167458;168749;170179;171626;173665;175843;177991;180225;181787;183624;185639;188005;190430;192948;195806;198115;200231;202740;205347;208937;212782;215697;219000;221909;226138;230209;235170;240178;245727;250268;254974;261482;267356;274457;282528;290243;298096;305364;312443;318828;326615;335423;343286;351419;363304;371908;382743;391276;399808
US Oklahoma;3956971;177660;187567;4740.1661523423;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;4;9;10;17;29;44;49;53;67;81;106;164;248;322;377;429;481;565;719;879;988;1159;1252;1327;1472;1524;1684;1794;1868;1970;2069;2184;2263;2357;2465;2570;2599;2680;2807;2894;3017;3121;3193;3253;3280;3410;3473;3618;3748;3851;3972;4044;4127;4201;4330;4424;4490;4589;4613;4732;4852;4962;5086;5237;5310;5398;5489;5532;5680;5849;5960;6037;6090;6137;6229;6270;6338;6418;6506;6573;6692;6805;6907;6955;7003;7150;7205;7363;7480;7626;7848;8073;8231;8417;8645;8904;9354;9706;10037;10515;10733;11028;11510;11948;12343;12642;12944;13172;13757;14112;14539;15065;15645;15928;16362;17220;17893;18496;19092;19779;20235;20745;21738;22813;23441;24140;25056;25265;25433;26326;27301;27969;29116;30081;31285;32686;33775;34623;35740;36487;37731;38225;38602;39463;40564;41401;42255;43080;43566;43963;44728;45398;46103;46897;47798;48342;48711;49326;49923;50669;51746;52599;53165;53522;54172;54838;55550;56260;57353;58020;58733;59399;60118;61027;62040;63187;63607;64220;65053;65929;66700;67642;68659;69354;70223;71314;72284;73318;74567;75804;76807;77908;79072;80161;81244;82520;83510;84352;85194;86219;87199;88369;89559;90748;91317;91982;93346;94352;95564;97088;98621;99387;100184;101493;102615;103836;105308;106503;107299;108073;109548;110855;112483;113856;115685;116736;117399;118409;119152;120193;121495;122762;124111;125195;126526;127772;129873;131751;134005;136258;138455;140157;142334;144691;147358;150205;154128;156857;158408;161425;164340;167261;170924;174330;177874;180610;184342;185955;187567
US Oregon;4217737;248608;70832;1679.3839919369;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;7;14;14;15;19;19;30;30;36;39;47;75;88;114;138;161;191;209;268;327;414;479;548;606;690;736;826;899;999;1068;1132;1181;1239;1321;1346;1371;1527;1584;1633;1663;1736;1785;1844;1910;1956;2002;2059;2127;2177;2253;2311;2354;2400;2446;2510;2579;2635;2680;2759;2839;2916;2989;3068;3160;3228;3286;3351;3416;3479;3541;3612;3623;3687;3726;3801;3817;3864;3888;3927;3949;3967;4038;4086;4131;4185;4243;4302;4335;4399;4474;4570;4662;4808;4922;4988;5060;5237;5377;5535;5636;5820;6098;6218;6366;6572;6750;6937;7083;7274;7444;7568;7818;8094;8341;8485;8656;8931;9294;9636;9930;10230;10395;10605;10817;11188;11454;11851;12170;12438;12805;13081;13509;13802;14149;14579;14847;15139;15393;15713;16104;16492;16758;17088;17416;17721;18131;18492;18817;19097;19366;19699;19979;20225;20636;21010;21272;21488;21774;22022;22300;22613;23018;23262;23451;23676;23870;24165;24421;24710;24937;25155;25391;25571;25761;26054;26293;26554;26713;26946;27075;27336;27601;27856;28044;28190;28355;28471;28654;28865;29156;29337;29484;29662;29850;30096;30342;30599;30801;30995;31313;31503;31865;32314;32581;32820;32994;33291;33509;33862;34163;34511;34770;35049;35340;35634;36116;36526;36935;37262;37467;37780;38160;38525;38935;39316;39532;39794;40136;40443;40810;41348;41739;42101;42436;42808;43228;43793;44389;44921;45429;45978;46460;47049;47839;48608;49587;50448;51155;51909;52770;53879;54937;56018;56880;57646;58570;59669;60873;62175;63668;65170;66333;67333;68503;70006;70832
US Pennsylvania;12801989;115883;343614;2684.0672961053;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;10;12;16;22;41;47;63;76;96;133;185;268;371;479;644;851;1127;1687;2218;2751;3394;4087;4843;5805;7016;8420;10017;11510;12980;14559;16239;18228;19979;21655;22833;24199;25345;26490;27735;29441;31069;32284;33232;34528;35684;37053;38652;40049;41165;42050;43264;44366;45763;46971;48305;49267;50092;50957;51845;52915;54238;55316;56611;57154;57991;58698;59636;60622;61611;62234;63056;63666;64529;65392;66258;66983;67713;68186;68637;69417;70042;71339;72031;72546;72898;73510;74022;74560;75005;75706;76212;76563;77056;77466;77933;77999;78462;78798;79121;79483;79818;80236;80762;81266;81730;82186;82696;83191;83770;84370;84933;85496;85988;86606;87242;88074;88741;89375;89854;90304;91299;92148;92867;93876;94689;95266;95742;96671;97665;98446;99478;100241;101027;101738;102765;103396;104358;105571;106625;107425;108264;109384;110218;111078;112048;112936;113590;114155;115009;115714;116521;117279;118092;118852;119453;120281;121130;122121;122950;123800;124460;124844;125579;126149;126940;127633;128429;129048;129474;130035;130536;131156;131991;132834;133504;134025;134795;135611;136771;137662;138625;139316;139863;140359;141290;141877;142885;143805;143881;145063;146214;146990;147923;148683;149845;150578;150812;151646;152544;153397;154203;155232;156150;156826;157814;158967;160123;161284;162410;163535;164207;165243;166552;167928;169308;171050;172216;173304;174646;175922;177520;179086;180943;182212;183315;184872;186297;188360;190579;192622;194288;195695;198446;200674;202876;205517;208027;209936;211996;214871;217666;220566;223950;227985;230894;234296;238657;243368;248856;254387;259938;265137;269613;275513;281852;288978;295786;302564;309639;314401;321070;327829;336254;343614
US Puerto Rico;3193694;8868;50678;1586.8145163563;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;14;21;23;31;39;51;64;79;100;127;174;239;286;316;378;452;475;513;573;620;683;725;788;897;903;923;974;1043;1068;1118;1213;1252;1298;1316;1334;1352;1370;1387;1405;1423;1441;1459;1477;1495;1513;1530;1548;1566;1584;1602;1620;1638;1656;1673;1691;1709;1727;1745;1763;1781;1799;1816;1834;1852;1870;1875;1879;1884;1888;1893;1897;1902;1907;1911;1916;1920;1925;1929;1934;1939;1943;1948;1952;1957;1961;1966;1971;1975;1980;1984;1989;1993;1998;2002;2007;2012;2016;2021;2025;2030;2034;2039;2044;2048;2053;2057;2062;2066;2071;2147;2171;2235;2351;2435;2583;2811;2904;3043;3119;3272;3461;3791;4011;4255;4330;4574;4794;5042;5236;5416;5585;5700;5920;5997;6543;6835;7113;7413;7684;7824;8230;8573;8934;9319;9605;10169;10279;10730;11069;11251;11723;12371;12452;12576;13014;13282;13477;13922;13992;14010;14469;14726;14986;15229;15476;15584;15942;16069;16101;16243;16269;16692;16788;16789;17248;17357;17598;17769;17977;18206;18252;18634;19113;19807;20069;20311;20399;20439;21156;21868;22164;22697;23357;23801;24000;24176;24505;24804;25034;25397;25635;25658;26010;26326;26558;26776;27004;27139;27629;27947;28174;28293;28711;29138;29585;29717;29804;30956;31072;31737;32198;32461;32527;33279;33853;34138;34541;35405;35750;35807;36101;36904;37567;38100;38581;38856;39120;40452;41119;41772;42479;43016;43585;43910;44431;45335;46434;47459;48200;48548;48725;49226;50678
US Rhode Island;1059361;2678;53954;5093.0702565037;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;3;3;3;4;5;5;13;19;19;20;22;33;44;61;74;88;113;129;148;176;217;248;312;417;495;568;668;730;831;968;1150;1356;1617;1890;2169;2573;2853;3142;3329;3596;3903;4295;4585;4868;5207;5585;5972;6354;6773;7188;7493;7769;7972;8296;8668;9016;9333;9522;9703;9994;10297;10639;10910;11141;11427;11613;11788;12007;12203;12431;12663;12915;13040;13177;13392;13579;13748;13949;14057;14141;14211;14365;14498;14630;14808;14912;14988;15087;15194;15299;15416;15521;15589;15638;15683;15751;15855;15942;16023;16072;16104;16180;16232;16283;16354;16413;16449;16476;16535;16612;16663;16708;16777;16813;16835;16871;16911;16976;17035;17057;17084;17108;17163;17204;17224;17243;17312;17370;17429;17487;17588;17640;17711;17793;17830;17867;17904;17986;18062;18148;18224;18321;18418;18515;18725;18800;18950;19022;19097;19171;19246;19390;19481;19611;19738;19832;19906;19934;20053;20129;20240;20335;20439;20514;20572;20692;20795;20871;21022;21175;21263;21302;21372;21454;21589;21683;21857;21903;21949;22002;22078;22143;22243;22484;22519;22572;22592;22676;22782;22905;22999;23098;23130;23250;23358;23488;23620;23798;23880;23932;24044;24177;24311;24340;24369;24398;24424;24556;24748;24914;25076;25245;25369;25419;25596;25776;26045;26294;26580;26750;26831;26960;27164;27438;27691;27978;28262;28347;28649;29123;29594;30118;30583;30857;31024;31445;31944;32312;32874;33408;33888;34120;34543;35122;35750;36380;37175;37743;38009;38798;39776;40764;41529;42763;43442;43923;44528;45911;46951;48001;49406;50144;50573;51424;52317;53136;53954
US South Carolina;5148714;77857;213120;4139.2860430779;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;7;9;10;12;13;19;28;33;60;71;81;152;195;298;361;424;456;498;539;774;925;1083;1293;1554;1736;1917;2049;2233;2417;2552;2792;3065;3207;3319;3436;3553;3656;3794;3931;4246;4377;4408;4439;4761;4917;5085;5253;5490;5552;5613;5881;6095;6258;6489;6626;6692;6757;6936;7039;7142;7531;7653;7790;7927;8058;8189;8407;8612;8816;8942;9056;9116;9175;9638;9895;10096;10178;10416;10623;10788;11131;11394;11861;12148;12415;12651;13005;13453;13916;14286;14800;15228;15759;16441;17170;17955;18795;19378;19990;20556;21548;22631;23786;24693;25701;26613;27897;29022;30335;31939;33320;34644;36399;37919;39701;41532;43386;44847;46380;47352;48909;50691;52419;54699;56648;58168;60389;62245;64083;66060;67612;69986;71445;73337;75042;76606;78607;80008;81199;82417;84109;85846;87572;89016;90599;91788;92951;94190;95472;96797;98219;99460;100435;101159;102130;102974;103909;104841;105882;106497;106953;107672;108411;109320;110378;111295;111988;112551;113488;114093;114598;115951;117249;118324;118992;119846;120503;121696;123325;124289;124952;125607;125908;126213;126592;129046;129978;131864;132680;133470;134122;135446;136318;137240;137708;138124;140789;141686;142707;143902;145273;145887;146455;147634;147942;148323;149185;150891;151582;152159;152970;153705;154755;155676;156621;157406;158055;158883;159809;161106;162253;163214;163990;164609;165493;166357;167485;168549;169341;170678;171501;172579;173491;174591;175594;176612;178023;178917;179952;180870;181639;182872;184742;185688;186391;187738;188995;190490;192101;194014;195507;196617;197900;199447;201160;203161;205018;206295;207552;209230;210905;212013;213120
US South Dakota;884659;196350;78280;8848.6072034535;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;9;9;9;10;11;11;11;14;14;21;28;30;41;46;58;68;90;101;108;129;165;187;212;240;288;320;393;447;536;626;730;868;988;1168;1311;1411;1542;1635;1685;1755;1858;1956;2040;2147;2212;2245;2313;2373;2449;2525;2588;2631;2668;2721;2779;2905;3144;3393;3517;3614;3663;3732;3792;3887;3959;3987;4027;4085;4177;4250;4356;4468;4563;4586;4653;4710;4793;4866;4960;4993;5034;5067;5162;5247;5277;5367;5438;5471;5523;5604;5665;5742;5833;5898;5928;5966;6050;6109;6158;6225;6297;6326;6353;6419;6479;6535;6626;6681;6716;6764;6826;6893;6978;7028;7063;7105;7163;7242;7336;7401;7454;7499;7524;7572;7652;7694;7789;7862;7906;7943;8019;8077;8143;8200;8305;8395;8444;8492;8641;8685;8764;8867;8955;9020;9079;9168;9273;9371;9477;9605;9663;9713;9815;9897;10024;10118;10274;10360;10443;10566;10691;10884;11135;11276;11425;11559;11851;12194;12517;12942;13322;13509;13749;14003;14337;14596;14889;15109;15300;15403;15571;15834;16117;16437;16638;16801;16994;17291;17686;18075;18444;18696;18869;19189;19634;20097;20554;21133;21541;21738;21997;22389;23136;23522;23986;24418;24598;24876;25906;26411;27215;27947;28564;28925;29339;30215;31012;31805;32611;33269;33836;34457;35044;36017;37202;38141;39203;39741;40730;42000;43000;44559;45992;47324;47850;48854;49791;51151;52639;53976;55404;56311;57334;58696;60716;62327;64182;65381;66278;67284;68671;69742;71070;72214;73065;73848;74859;76142;77211;78280
US Tennessee;6829174;106798;356716;5223.4135489885;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;7;7;18;26;32;39;52;73;98;154;228;371;505;615;667;784;957;1203;1373;1537;1834;2239;2683;2845;3067;3321;3633;3802;4138;4362;4634;4862;5114;5308;5610;5823;6079;6262;6589;6762;7070;7238;7394;7842;8266;8726;9189;9667;9918;10052;10366;10735;11891;12661;13177;13571;13690;13938;14096;14441;14768;14985;15544;16111;16370;16699;16970;17288;17388;18011;18378;18532;18961;19394;19789;20145;20607;20965;21306;21679;22085;22566;23006;23554;24375;24822;25120;25520;26071;26381;26944;27575;28061;28538;29126;29541;30432;31160;31830;32143;32829;34017;34446;35102;35553;36303;37235;38034;39444;40172;41235;42297;43509;45315;46890;48712;50140;51431;52155;53514;55986;57591;59546;61006;61960;65274;66788;69061;71540;73819;76336;78115;79754;81944;84417;86987;89078;90796;93936;96489;99044;100822;102871;105959;108184;109627;110636;112441;114098;116350;118782;120585;122712;123914;124915;126393;128511;130458;131747;133708;134744;135778;137800;139175;140844;142083;143937;144604;145417;147353;149179;150815;152280;153115;154933;156329;157831;159546;160597;162362;164126;165109;165754;166587;168237;169859;170891;171824;174274;175231;177087;178140;180497;181439;183514;184409;185148;186709;187544;189454;190891;192995;193732;194611;196139;197432;198403;199595;201210;203699;205375;207455;209447;211003;212649;214717;217682;218829;220538;222827;223493;226139;228744;232061;233569;235861;237907;241513;244087;247587;249866;251774;254220;256880;259488;260672;261426;264587;266357;269802;271771;273144;278215;281851;287770;289749;293381;296725;300458;305120;310937;318888;320729;325201;328088;331532;335887;340476;344550;345854;347972;352376;356716
