Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11
US Maine;1344212;79883;0.2421214794;0.0410411833;0.0526687415;0.0060017148;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2421214794;0.2040252024;0.2035202457;0.2012087069;0.1842391695;0.1536701862;0.1376450895;0.1364934909;0.1552325481;0.1698364662;0.1671973563;0.1489442576;0.1352250694;0.1316160046;0.1253905491;0.1099679133;0.0870374086;0.0735794833;0.0614542211;0.0595518918;0.0656451605;0.0703976549;0.0786875693;0.0893542065;0.1035907545;0.1100959138;0.1107910314;0.0991907899;0.0795944799;0.0698901549;0.0574911612;0.0481831746;0.0454437678;0.0524473469;0.0635960602;0.0716833672;0.0819993869;0.0785989533;0.070414515;0.0663044224;0.0748139766;0.0865579694;0.0979241608;0.0965190496;0.0912247329;0.0816395169;0.0825163873;0.0945700936;0.1100031488;0.1171633062;0.1034652768;0.0857068987;0.066587585;0.0649768381;0.0708127277;0.0807381807;0.0877941711;0.0873762464;0.0797864033;0.0737989758;0.0835855332;0.0960190363;0.1074566288;0.1112317326;0.1048862463;0.084534153;0.0688193337;0.059547729;0.0581910644;0.0644592271;0.0718007316;0.0725893875;0.0692139334;0.0657359515;0.0627813582;0.0638220606;0.0687767921;0.0737883469;0.0749710344;0.0730497036;0.0658151094;0.0605039682;0.0603582686;0.0699329093;0.0821196428;0.0849020788;0.0774559716;0.0656791764;0.0521428692;0.0533299739;0.0638060526;0.0762521132;0.0745979283;0.0651369184;0.0569142076;0.0583541486;0.0731614329;0.0884473082;0.1018122649;0.1026279998;0.0948440558;0.0833702964;0.0823779847;0.0812502209;0.0819211395;0.0787210693;0.0680958413;0.0540264989;0.0431481651;0.0410411833;0.0448652577;0.0526687415
US Maryland;6045680;25142;0.3878975464;0.0519770145;0.0836302637;0.0077457934;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3514125586;0.3611344646;0.3878975464;0.380384118;0.3491187324;0.3103090379;0.2724983152;0.2468844451;0.2389781154;0.2581993755;0.2848998198;0.305218135;0.2888627932;0.2569174021;0.2212220816;0.196543577;0.1906810125;0.1861303847;0.1827859967;0.1710693132;0.1541471457;0.1531940358;0.1555331126;0.1658082869;0.1692926324;0.1552456102;0.1365183639;0.1123927792;0.1006574733;0.0925654824;0.0898312685;0.0912836207;0.0916831104;0.0908930318;0.0849930066;0.0850297611;0.0831867074;0.0855323342;0.0941495191;0.0997978103;0.1055479885;0.1022279107;0.0924486813;0.0855381256;0.0847227945;0.0928361341;0.1002856783;0.1046717556;0.0958479712;0.085243886;0.0781488412;0.0796325345;0.0850754776;0.0869824303;0.0863651386;0.0792774713;0.0709313952;0.0655501333;0.0689810535;0.0732877175;0.078619644;0.0802333727;0.079589496;0.0826139969;0.0883081169;0.0900780122;0.0869268224;0.0828723881;0.0751169119;0.0708475554;0.0636649755;0.061738587;0.0648104535;0.0735920529;0.0799370221;0.0804067745;0.0781009141;0.0678741858;0.0657065661;0.0674935058;0.0718921567;0.0728988325;0.0681913503;0.0590796707;0.0519770145;0.0521162421;0.0573123315;0.0634025067;0.0659978298;0.0637099032;0.0609289547;0.0566920014;0.0576715312;0.0590762966;0.0603578003;0.0590817523;0.0583276663;0.0580459326;0.0609557558;0.0656838265;0.0674059513;0.0730740783;0.0735272536;0.0709895669;0.0719219353;0.0752983838;0.0746663827;0.0759084073;0.0812285365;0.0830889906;0.0797438603;0.0730343438;0.0682695027;0.0716524901;0.0785751102;0.0836302637
US Massachusetts;6892503;20202;0.4537033715;0.0309372998;0.0840249366;0.0025920259;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4218566325;0.3749791276;0.371248824;0.3722293079;0.3548977234;0.3532940327;0.3836019522;0.4196840087;0.4537033715;0.4403110098;0.3753073867;0.3079165194;0.2455566604;0.2027084733;0.1775400616;0.1678617871;0.1658044686;0.1542121935;0.1385888958;0.122294026;0.1145491377;0.1162594278;0.1241817625;0.1338970293;0.1355264855;0.1304872287;0.1200841425;0.1067698709;0.0966518428;0.0965622517;0.1011246157;0.1059088805;0.1048929549;0.0962565309;0.0850831305;0.0803032247;0.0832013713;0.0905286787;0.0986468992;0.0931914873;0.0813718274;0.0703630893;0.0673900439;0.0702416537;0.0746855611;0.0774848699;0.0748276903;0.0689135869;0.0618956996;0.0606297249;0.0649580758;0.0702600676;0.0720939931;0.0681131233;0.060421183;0.0539316818;0.0532805019;0.0601145442;0.0705097557;0.0789522981;0.0781009732;0.0736683761;0.0688960698;0.0670244961;0.066501243;0.0674339725;0.0654863364;0.0617720877;0.0578115691;0.0532014181;0.050885172;0.0494654397;0.0530359841;0.0591657682;0.0719119342;0.094265765;0.1157512977;0.1159243772;0.0893500166;0.0655942907;0.043753775;0.0438353832;0.0391957597;0.0332141827;0.0309372998;0.0325639158;0.0386613163;0.0427854503;0.0684464321;0.0586362472;0.0479714624;0.0462357398;0.0519883391;0.0624969489;0.0676472681;0.0643470741;0.0587746835;0.0546529047;0.0592563362;0.0643844415;0.072766886;0.0800672571;0.0815521226;0.0783266554;0.0684953124;0.062771587;0.0628448032;0.0719107456;0.0762176902;0.0740912558;0.0676793843;0.0637420662;0.0657428474;0.0734421895;0.0840249366
US Michigan;9986857;146435;0.4099317735;0.0338853981;0.0897852517;0.0090506705;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3951333506;0.3659235746;0.3691007459;0.3889250814;0.4099317735;0.4051268185;0.3817216554;0.3463381566;0.3146145901;0.3509177713;0.3780103872;0.3940586905;0.3713930414;0.2771265627;0.2054539061;0.1587576049;0.1448071295;0.1394578003;0.1344319096;0.1287492185;0.1202997427;0.1084210811;0.1017071056;0.1036662856;0.1048885155;0.1050586859;0.1039868427;0.0976407589;0.0859422996;0.0801690372;0.0757119092;0.0769853698;0.0782900103;0.0790614015;0.0764917064;0.0702468681;0.0678081788;0.0655718472;0.0680465664;0.0701534098;0.0728861931;0.0730769218;0.0689605761;0.0670242605;0.0666604954;0.0714557875;0.079746279;0.0872276487;0.0883521146;0.0808219779;0.0724368113;0.0662140319;0.0671286335;0.0720365335;0.0781195132;0.0786916798;0.0701877872;0.0616257246;0.0567368233;0.0585405798;0.064280654;0.0696806693;0.0684350812;0.0622181641;0.0597816837;0.0650756346;0.0820772847;0.1016601089;0.1062371486;0.0938546193;0.073482584;0.0569723093;0.0519446707;0.0552181032;0.0614394607;0.0662328383;0.0631105963;0.0534097844;0.0449312284;0.0438449715;0.045055989;0.0516358508;0.0624216798;0.0651425377;0.0614440862;0.0569863437;0.0580865957;0.061225284;0.0653082896;0.0702788503;0.0667299732;0.057595013;0.0456184572;0.0385243572;0.0338853981;0.0345938513;0.0432427587;0.0573640324;0.0713875363;0.0805159454;0.081691733;0.0753147537;0.0772619404;0.0895691384;0.0975233323;0.1080119427;0.1081452739;0.0968910543;0.0819607463;0.0810665086;0.0847904722;0.0911831198;0.0924530017;0.0840634357;0.076578051;0.0746871081;0.0791585173;0.0854815287;0.093680523;0.0921040358;0.0847542785;0.0771975092;0.0752304884;0.081739383;0.0875781511;0.0897852517
US Minnesota;5639632;206232;0.5168139383;0.0232630961;0.0895247355;0.0197218338;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5168139383;0.4474002608;0.3735080679;0.3009304655;0.2135367899;0.1356077806;0.0903402983;0.0754460541;0.0861175667;0.1035998977;0.1240441312;0.1374375764;0.14252312;0.1367735885;0.1313944122;0.13139006;0.1301781131;0.1298073598;0.1226029561;0.1093155028;0.0916805275;0.0838490344;0.0874197624;0.09737524;0.1089481879;0.1150735661;0.1096005537;0.0964615627;0.0914780533;0.092850545;0.1008370007;0.1144973616;0.1222396294;0.1210853283;0.1121908796;0.1075331925;0.108217666;0.1178331703;0.133291906;0.1499249093;0.1602394961;0.1565372828;0.1486310712;0.1408389948;0.1388081775;0.1403750099;0.1388823422;0.1273230782;0.1074538056;0.0935737085;0.0855994527;0.0878084473;0.095930602;0.1019685658;0.0992799899;0.0871947014;0.0773769083;0.0710433837;0.0752453406;0.085887277;0.0959584995;0.096298337;0.085940624;0.0794159528;0.07557716;0.0811309146;0.092625216;0.101359493;0.0984955039;0.0850589072;0.0732842382;0.0626174636;0.0599445616;0.0662849232;0.0746221615;0.0714868996;0.060231648;0.0504802638;0.0469587396;0.0531900276;0.0660952276;0.0762684074;0.0751674195;0.0643835412;0.0545454238;0.0533826711;0.060979626;0.0703214611;0.0733841245;0.0607536202;0.0386301636;0.0254811103;0.0232630961;0.0381009583;0.0621876501;0.0869857129;0.0990484864;0.1006486008;0.1091005486;0.1107902487;0.1038267385;0.091674034;0.0809691562;0.0787685193;0.0811389768;0.0854917393;0.083536104;0.0818657316;0.0789739245;0.0792755883;0.0798499392;0.078631521;0.0702957489;0.0654602888;0.0679575437;0.075432848;0.0841892526;0.0895247355
US Mississippi;2976149;121531;0.5917282357;0.0591805575;0.0848189267;0.0230200451;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5871682242;0.5917282357;0.5457186748;0.4763610955;0.3701075388;0.2935053252;0.2504255898;0.2258272496;0.2096992706;0.1803525053;0.1559607742;0.1384966862;0.1290195132;0.1307712836;0.1320092212;0.1341708659;0.1279199398;0.1205953524;0.112282771;0.1087593419;0.1129895221;0.1153702595;0.1193912617;0.1105314554;0.0998851115;0.0916231338;0.0930785063;0.1018556026;0.1046617001;0.1040441615;0.099135551;0.0976101665;0.0934398499;0.0931066832;0.0907399481;0.0897632053;0.0914616027;0.0903745227;0.0845163741;0.079939076;0.0788531845;0.0807318825;0.0859691522;0.0913722834;0.088113303;0.0822717051;0.0803340291;0.0820079085;0.0860019455;0.0904974645;0.0888585506;0.0824943297;0.0734685443;0.0642408507;0.0621164146;0.0717277109;0.0828469358;0.0863619638;0.0854197731;0.0787322036;0.0681572956;0.067524902;0.0757013285;0.0858755357;0.0914465661;0.0911165664;0.0853977298;0.0768118675;0.0752751627;0.0789219775;0.0874264704;0.0922926926;0.0903457047;0.0844234316;0.0758274797;0.0690118035;0.067173145;0.0648912051;0.0591805575;0.0599054209;0.0712994856;0.0863983567;0.0931760009;0.0944848261;0.087272956;0.0780703734;0.0705995257;0.0658468936;0.0687772223;0.0762570234;0.0827036872;0.0806902149;0.0808642146;0.080079144;0.0787333463;0.0850592887;0.0949323529;0.1092200722;0.1174347297;0.1118910122;0.095534826;0.0852299232;0.0817944192;0.086462839;0.0914271259;0.0964281414;0.0971285762;0.0890642687;0.0772166323;0.0680575859;0.0727996415;0.0781279719;0.0848189267
US Missouri;6137428;178040;0.6008418222;0.0464568451;0.102662145;0.0213430701;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6008418222;0.5517198685;0.5306659277;0.4548474004;0.3918956229;0.3216813438;0.2589949242;0.2140322222;0.1854292586;0.1829215019;0.1892044803;0.1789223337;0.1507619803;0.1253515906;0.1109463545;0.1103927773;0.11619247;0.1170260934;0.1104047772;0.0923934652;0.0803539807;0.0773386898;0.078281907;0.0815295751;0.0835471931;0.0806042471;0.0721030945;0.0696721914;0.0676854693;0.0647978618;0.063897688;0.0690489987;0.0785467628;0.0839725385;0.086410501;0.0834809424;0.0759303876;0.0672510001;0.0647536356;0.0723115567;0.0837090193;0.0953882438;0.1009552141;0.09997191;0.0906037239;0.0831995689;0.0770257707;0.0697656928;0.0664053195;0.0593866047;0.0503856105;0.0464568451;0.0494674325;0.0585197246;0.0676699033;0.0778519324;0.0768792641;0.0742508113;0.0754349161;0.0727286519;0.0772030012;0.0838806102;0.0884372585;0.0890179467;0.0860977792;0.080393609;0.0765688816;0.0756061807;0.0722928769;0.0725170505;0.0733581373;0.0774298201;0.0810271224;0.0864041934;0.0883812808;0.0878851375;0.0791102267;0.070423872;0.0673899322;0.0720251247;0.0761285031;0.0794435663;0.0784224778;0.0764183746;0.0749459152;0.074494247;0.0782858204;0.08141349;0.086948093;0.0920369743;0.0981834151;0.0966821916;0.0921103406;0.0887855644;0.0927573557;0.0996393068;0.1024241096;0.0939293413;0.0867582949;0.0829144418;0.0829656758;0.0820445737;0.0818008148;0.0806138134;0.0733840074;0.0712906276;0.0758303643;0.0873784103;0.0990853788;0.102662145
US Montana;1068778;376962;0.3241615792;0.0175865271;0.1167336047;0.0527306968;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3073288509;0.2901868197;0.265843587;0.2880044638;0.302364962;0.3241615792;0.2911243736;0.2269130634;0.1709783355;0.1284973387;0.1128944691;0.1040601363;0.1006640185;0.0930966168;0.0871348287;0.0788351908;0.0759097446;0.0774005288;0.0749838323;0.0732495898;0.0637144146;0.0544978476;0.0459291022;0.0422737863;0.0411541812;0.0453493355;0.0503700122;0.0487682185;0.0468506059;0.0384379558;0.0358823677;0.0333624702;0.0323544867;0.0361454831;0.0369126353;0.0373953311;0.036925365;0.0421284349;0.0447187333;0.0405795327;0.0474879728;0.0458056314;0.044028804;0.0362994037;0.0272758283;0.0238877751;0.0292571228;0.0417983478;0.0501731477;0.0558992188;0.0699091054;0.0917333821;0.112398668;0.1255505796;0.1362764389;0.1296322185;0.1010200706;0.0836737678;0.0978326955;0.1162033353;0.1108028089;0.0788655623;0.0471533994;0.0198278837;0.0175865271;0.0307002829;0.0599344555;0.0983834462;0.1353367302;0.1651049462;0.1647972457;0.1549227337;0.1078834641;0.0925813584;0.0891952641;0.077832981;0.0580576381;0.0489445477;0.0460774272;0.0570286397;0.0691691578;0.0813878507;0.1017617645;0.1178620517;0.122842003;0.1092203514;0.1066960212;0.1098986825;0.1136138598;0.1227052036;0.1237993479;0.1198401482;0.1021501669;0.0892180745;0.0876635826;0.0994598843;0.1030745691;0.0982286117;0.0951669431;0.1043592962;0.1208625363;0.1271388203;0.1315337258;0.1186992282;0.1054527019;0.0929013677;0.0899313009;0.0969894186;0.1067497615;0.1167336047
US Nebraska;1934408;198974;0.2405304056;0.0456648342;0.0770202459;0.0074673908;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1423119139;0.1310191414;0.1408288703;0.1511967951;0.173478094;0.1833347387;0.1692158339;0.150925847;0.1396146472;0.1493252902;0.1647655333;0.1826801475;0.1945321278;0.2053556309;0.2260029359;0.2405304056;0.2311777513;0.2130232814;0.1874499467;0.1692852834;0.1525746964;0.1462965342;0.1414705959;0.1387603088;0.1363370478;0.133304232;0.1306087629;0.1186223458;0.1040880507;0.0861989742;0.0823783437;0.0871164505;0.108510002;0.1298178915;0.1490255147;0.1618299389;0.1510993667;0.1392316372;0.1348147366;0.1507463462;0.1653128137;0.1710088448;0.1542997664;0.1288242826;0.1163995828;0.1185716321;0.1357915172;0.1490912059;0.1498610581;0.1272823395;0.1024472192;0.0871156683;0.0855708263;0.0895590333;0.0947791025;0.0878461061;0.0668004277;0.0542378862;0.0505743865;0.0592195353;0.0741106232;0.0839089104;0.0818724403;0.0739899416;0.0665658259;0.0654460053;0.0710557736;0.0787429771;0.0750876566;0.0729495896;0.0660164171;0.0661379525;0.0717257074;0.0795330207;0.0910191332;0.0886411952;0.0839331996;0.0748089724;0.0710711528;0.0702622838;0.0716567173;0.0738311174;0.0680973095;0.0595435338;0.0503553411;0.0456648342;0.0471919078;0.0583101939;0.0694885225;0.0726702843;0.0681882043;0.0623357627;0.0600192;0.0675118567;0.0789223666;0.0838314799;0.0789240754;0.0700909587;0.0630478378;0.0606032061;0.065241076;0.0688594043;0.0717782152;0.0762009593;0.0806386375;0.0810881287;0.0774529131;0.0731150126;0.0706634771;0.0736665339;0.0761913631;0.0762254322;0.0710979434;0.0673833279;0.069059569;0.0770202459
US Nevada;3080156;284332;0.4566857561;0.0599061016;0.0755343084;0.0358962483;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4566857561;0.3517552606;0.2950307112;0.256326242;0.2640963973;0.2773303869;0.2777847169;0.256199012;0.2385263915;0.2285166613;0.2327692504;0.2455023497;0.2350797864;0.2251409275;0.2075682928;0.1698688239;0.1433724526;0.1185119833;0.1084010802;0.0972497443;0.0901459576;0.0933599723;0.093274061;0.092609219;0.0852458488;0.083591046;0.0759380023;0.0766645858;0.0771679143;0.0748750157;0.0801087676;0.0803926087;0.0783101423;0.0723576465;0.0726139092;0.0711811873;0.077645164;0.0841674014;0.0883821355;0.0854439069;0.0747088379;0.0665865671;0.0619865714;0.0692958724;0.0775283513;0.0838404366;0.0826901965;0.0749307178;0.0678600025;0.0599061016;0.0645873249;0.0697131176;0.0747086985;0.0754998414;0.0735592673;0.069546649;0.0700442229;0.0782133577;0.0787263906;0.0790817757;0.0757932909;0.0790210759;0.0789665203;0.078779218;0.0813636155;0.0832506241;0.0933674986;0.0966641073;0.0961516686;0.0841360746;0.0744405901;0.0668924811;0.0674539515;0.0731107824;0.0714893587;0.0706949232;0.0691304167;0.0675890804;0.0714486077;0.0854798746;0.0908380246;0.0947948016;0.0954468002;0.0936925394;0.0901491147;0.0903931559;0.0939226474;0.0983292151;0.0965242751;0.0915483526;0.084952459;0.0830748171;0.0844528374;0.0891221013;0.0985858296;0.099686135;0.1006057616;0.0962562869;0.094976102;0.0965710304;0.1008496469;0.1105183529;0.1197338403;0.1286959406;0.1193144647;0.1062785854;0.0944387089;0.0938760388;0.095781609;0.0966246642;0.0921485242;0.0839628325;0.0757540964;0.071312722;0.0755343084
US New Hampshire;1359711;23187;0.3355263418;0.0441959377;0.0646919658;0.003013561;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3355263418;0.3162017207;0.2616544364;0.2348053235;0.2116621045;0.214595396;0.2027697619;0.1927500316;0.1930903765;0.2089493639;0.230662304;0.2424687816;0.2378143603;0.1874767255;0.1470706778;0.1191066253;0.1190986907;0.123188207;0.1196706861;0.1072926314;0.0883518489;0.0729086337;0.0640495181;0.0727700659;0.0783636461;0.0915322913;0.1010274092;0.1080124;0.1150904036;0.1084733275;0.0900485543;0.0730763114;0.0771612664;0.0815574999;0.0850708114;0.0862151234;0.0836553958;0.0815517575;0.0821527012;0.0911162017;0.0919745554;0.0923182079;0.0901984368;0.0966792788;0.1106450232;0.1230167197;0.1140417553;0.0900191387;0.070619372;0.0679736889;0.0724701812;0.0820006824;0.0845150984;0.0789165219;0.06784018;0.0615091441;0.0680191887;0.073914124;0.0818177153;0.0683694976;0.0566673412;0.0564735338;0.0707239395;0.0869266202;0.0957101758;0.1004566934;0.0833805094;0.0601357895;0.0501724996;0.0516992186;0.0628227315;0.0754044218;0.0821100915;0.0836003541;0.0787643834;0.0759591085;0.067928911;0.076970126;0.080563181;0.0837474177;0.0718243382;0.0539013157;0.0445024388;0.0441959377;0.0547060754;0.057457653;0.0625434462;0.0610747498;0.0587337434;0.0527147331;0.0525759164;0.0679708669;0.068242051;0.0667801513;0.0654931954;0.0579296323;0.0549452577;0.053794901;0.0658086376;0.0831160027;0.0912013125;0.0831736362;0.0708066417;0.0629613605;0.0532751453;0.0530481356;0.0571428551;0.0660247933;0.0668805239;0.0612269211;0.0576443399;0.0630783016;0.0646919658
US New Jersey;8882190;19047;0.6020813525;0.0470693102;0.0602103586;0.0018954578;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4610041809;0.5064277118;0.5174303195;0.5490131465;0.6020813525;0.5643641897;0.5343119233;0.4803338893;0.438917941;0.427716485;0.3915664997;0.3838521441;0.3525006952;0.3397622531;0.3256983594;0.29142089;0.2512798539;0.2145649146;0.1942642759;0.1776994971;0.171228521;0.1604777657;0.1513192034;0.1325317864;0.1142440958;0.1030717012;0.094794788;0.0917051479;0.0899761627;0.0890614403;0.0861916778;0.0830415056;0.081241704;0.0816233756;0.0819993005;0.0829672467;0.0817234379;0.0836540215;0.0827310732;0.084284405;0.0842188963;0.0815366297;0.0786652114;0.0740911435;0.0731756393;0.0674622315;0.0667060964;0.0638962048;0.0624882069;0.0658164441;0.0676561213;0.0686913301;0.0666184437;0.0638145584;0.0585415546;0.0567943029;0.0599043142;0.0586504945;0.0585427028;0.0545624916;0.0496589676;0.0475112712;0.0499621317;0.0571882482;0.0628731982;0.070938196;0.0731351919;0.0748674244;0.0751614754;0.0740898069;0.068346405;0.0644836228;0.05891915;0.0574237842;0.0575895958;0.0623303739;0.0659345507;0.0687706827;0.0709009781;0.0650166328;0.0598600095;0.055284531;0.0553800423;0.0535933817;0.0577589616;0.0573805012;0.0514140092;0.0470693102;0.0479652343;0.0547823458;0.0616210844;0.06542197;0.0628491377;0.0582670778;0.0542744763;0.05393914;0.0604484853;0.0684021674;0.0714871052;0.0708863122;0.0677031769;0.0664420854;0.0640958913;0.0622399266;0.0660389154;0.0701437767;0.0704283158;0.0681730459;0.063754341;0.0653595207;0.0730933648;0.0801190385;0.0849195916;0.0818537676;0.07819665;0.0686188648;0.0616942736;0.0592686223;0.0602103586
US New Mexico;2096829;314161;0.2641960881;0.0503556886;0.0846198794;0.0209108133;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2565212539;0.2641960881;0.2633232088;0.2404499354;0.2077809063;0.1849775028;0.1692835547;0.1710915268;0.1881420237;0.2169312101;0.2412575394;0.2518635525;0.2422174739;0.1990331681;0.157061564;0.1343310716;0.1454339207;0.1570367405;0.1645049046;0.16407986;0.1562081752;0.1487122698;0.1532687665;0.1638723237;0.159462596;0.1380694458;0.1031898916;0.0857958949;0.0750521524;0.0805920894;0.0875560421;0.0904454387;0.0911235047;0.088288058;0.0856700673;0.0853873134;0.1036654104;0.1104602193;0.1154261578;0.1112250767;0.1024320689;0.0879845066;0.0833304385;0.0933503481;0.105576739;0.1108158668;0.1025727229;0.0954833402;0.0871131872;0.0822209414;0.0825586625;0.0814967315;0.0853598448;0.0802997063;0.0743189119;0.0697878672;0.0728006077;0.0775881583;0.0779247104;0.081741147;0.0789915882;0.079869286;0.0745636154;0.0700915201;0.0691509562;0.0700314295;0.07447873;0.0762026745;0.0814949822;0.0781615626;0.0711808936;0.0655409869;0.0647187401;0.068981332;0.0699978224;0.0703011208;0.0679378905;0.0718836564;0.0810445802;0.0910514801;0.104127218;0.11019207;0.1002669993;0.0864778157;0.0697567014;0.0600275413;0.0650296187;0.070144966;0.0641031611;0.0554957316;0.0520501412;0.0503556886;0.0592117415;0.0701780304;0.0735549379;0.0832665258;0.0924283573;0.0846275999;0.0772717574;0.0820715473;0.0813425641;0.0908557591;0.0981184443;0.0988147943;0.0934626528;0.0866245102;0.0782275767;0.0757953495;0.0859293982;0.0907548962;0.0910558646;0.089683567;0.0849153778;0.0840895745;0.0846198794
