Country/Region;Population;Area;Maximum;Per 100,000 inh.;Blank 1;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11
US South Dakota;884659;196350;7454;842.5845438751;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;9;9.3333333333;9.6666666667;10;11;12;13;14;17.5;21;28;30;41;46;58;68;90;101;108;129;165;187;212;240;288;320;393;447;536;626;730;868;988;1168;1311;1411;1542;1635;1685;1755;1858;1956;2040;2147;2212;2245;2313;2373;2449;2525;2588;2631;2668;2721;2779;2905;3144;3393;3517;3614;3663;3732;3792;3887;3959;3987;4027;4085;4177;4250;4356;4468;4563;4586;4653;4710;4793;4866;4960;4993;5034;5067;5162;5247;5277;5367;5438;5471;5523;5604;5665;5742;5833;5898;5928;5966;6050;6109;6158;6225;6297;6326;6353;6419;6479;6535;6626;6681;6716;6764;6826;6893;6978;7028;7063;7105;7163;7242;7336;7401;7454
US Tennessee;6829174;106798;61006;893.3144769777;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;7;12.5;18;26;32;39;52;73;98;154;228;371;505;615;667;784;957;1203;1373;1537;1834;2239;2683;2845;3067;3321;3633;3802;4138;4362;4634;4862;5114;5308;5610;5823;6079;6262;6589;6762;7070;7238;7394;7842;8266;8726;9189;9667;9918;10052;10366;10735;11891;12661;13177;13571;13690;13938;14096;14441;14768;14985;15544;16111;16370;16699;16970;17288;17388;18011;18378;18532;18961;19394;19789;20145;20607;20965;21306;21679;22085;22566;23006;23554;24375;24822;25120;25520;26071;26381;26944;27575;28061;28538;29126;29541;30432;31160;31830;32143;32829;34017;34446;35102;35553;36303;37235;38034;39444;40172;41234.5;42297;43509;45315;46890;48712;50140;51431;52155;53514;55986;57591;59546;61006
US Texas;28995881;676587;250462;863.7847561866;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;8;10;12;13;21;23;39;51;56;57;64;83;143;194;304;334;352;410;974;1396;1731;2052;2552;2877;3266;3997;4669;5330;6110;6812;7276;8262;9353;10230;11671;12561;13484;13906;14624;15492;16455;17371;18260;18923;19458;20196;21069;21944;22806;23773;24631;25297;26171;27054;28087;29229;30522;31548;32332;33369;34422;35390;36609;37860;38869;39869;41048;42403;43851;45198;46999;47784;48693;49912;51323;52268;53449;54509;55348;55971;56560;57921;59776;61006;62338;64287;64880;66568;68271;69920;71613;73553;74978;75616;77253;79757;81583;83680;86011;87854;89108;93206;96335;99851;103305;107735;111601;114881;120370;125921;131917;137624;143371;148728;153011;159986;168062;175977;183532;191790;195239;200557;210585;220564;230346;240111;250462
US Utah;3205958;212818;28855;900.042982472;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;4;6;17;28;39;51;63;78;112;136;181;257;299;346;402;480;602;719;806;887;1012;1074;1246;1428;1605;1675;1738;1846;1976;2102;2206;2303;2363;2412;2542;2683;2805;2931;3069;3213;3296;3445;3612;3782;3948;4123;4233;4343;4495;4672;4828;4981;5175;5317;5449;5595;5724;5919;6103;6251;6362;6432;6620;6749;6913;7068;7238;7384;7518;7710;7874;8057;8260;8392;8521;8620;8706;8921;9264;9533;9797;9999;10202;10497;10813;11252;11798;12066;12322;12559;12864;13252;13577;13981;14313;14608;14937;15344;15839;16425;17068;17462;17906;18300;18784;19374;20050;20628;21100;21664;22217;22716;23270;23866;24542;24952;25469;26033;26755;27356;28223;28855
US Vermont;623989;23871;1283;205.61259894;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;5;8;12;17;19;21;28;44;52;76;97;125;160;185;213;234;256;293;320;359;390;460;512;543;575;608;631;680;713;733;754;761;770;779;792;802;813;817;820;828;831;834;843;852;855;862;864;866;879;885;896;901;906;909;914;916;918;926;926.5;927;929;930;931;932;940;942;944;946;948;950;952;954;956;962;967;971;974;975;977;981;983;988;990;1026;1027;1046;1063;1075;1084;1095;1110;1119;1125;1127;1128;1131;1130;1135;1144;1147;1159;1163;1164;1184;1191;1198;1200;1202;1208;1209;1210;1227;1236;1238;1249;1251;1254;1256;1272;1277;1283
US Virgin Islands;104425;350;8;7.6610007182;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4.3333333333;4.6666666667;5;5.2;5.4;5.6;5.8;6;6.0909090909;6.1818181818;6.2727272727;6.3636363636;6.4545454545;6.5454545455;6.6363636364;6.7272727273;6.8181818182;6.9090909091;7;7.1111111111;7.2222222222;7.3333333333;7.4444444444;7.5555555556;7.6666666667;7.7777777778;7.8888888889;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
US Virgin Islands;104425;350;167;159.9233899928;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;6;11.5;17;17.5;18;18.5;19;22;23;30;31;32;33;38;40;42;43;44;45;46;50;51;51.2857142857;51.5714285714;51.8571428571;52.1428571429;52.4285714286;52.7142857143;53;53.3333333333;53.6666666667;54;54.25;54.5;54.75;55;57;59;60.5;62;66;66.25;66.5;66.75;67;67.25;67.5;67.75;68;68.5;69;69.0454545455;69.0909090909;69.1363636364;69.1818181818;69.2272727273;69.2727272727;69.3181818182;69.3636363636;69.4090909091;69.4545454545;69.5;69.5454545455;69.5909090909;69.6363636364;69.6818181818;69.7272727273;69.7727272727;69.8181818182;69.8636363636;69.9090909091;69.9545454545;70;70.3333333333;70.6666666667;71;71.1666666667;71.3333333333;71.5;71.6666666667;71.8333333333;72;72.2;72.4;72.6;72.8;73;73.25;73.5;73.75;74;75;76;76.6666666667;77.3333333333;78;80;81;81.75;82.5;83.25;84;90;92;98;111;111.5;112;116;122;144;153;167
US Virginia;8535519;102279;69782;817.548411526;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;8;9;17;30;37.5;45;51;67;77;94;114;152;219;254;290;391;460;604;739;890;1020;1250;1484;1706;2012;2407;2637;2878;3333;3645;4042;4509;5077;5274;5747;6171;6500;6889;7491;8053;8537;8990;9630;10266;10998;11594;12366;12970;13535;14339;14961;15846;16901;17731;18671;19492;20256;20913;21570;22342;23196;24081;25070;25800;26746;27813;28672;29683;30388;31140;32145;32908;34137;34950;35749;36244;37727;39342;40249;41401;42533;43611;44607;45398;46239;46905;47856;48532;49397;50681;51251;51738;52177;52647;53211;53869;54506;54886;55331;55775;56238;56793;57443;57994;58465;58994;59514;59946;60570;61247;61736;62189;62787;63203;63735;64393;65109;65748;66102;66740;67375;67988;68931;69782
US Washington;7614893;172119;39218;515.0170855979;;;;2;2;2;2;2;2;2;3;3;3;4;6;7;8;9.5;11;12;13;14.5;16;17;18;19.5;21;28;35;50;59;69;82;93;106;122;148;179;208;235;275;299;377;450;534;626;731;813;912;1065;1237;1453;1665;1921;2218;2484;2738;3107;3432;3810;4146;4551;4837;5121;5568;5923;6329;6700;7076;7397;7715;8120;8431;8869;9201;9485;9732;9953;10282;10547;10831;11118;11395;11605;11775;12079;12303;12619;12872;13174;13407;13583;13890;14133;14375;14628;14913;15110;15292;15566;15798;16042;16309;16653;16802;16943;17209;17470;17718;17914;18124;18275;18449;18741;18952;19179;19424;19650;19838;19991;20286;20535;20784;20988;21283;21492;21652;21909;22184;22483;22753;23047;23275;23456;23798;24086;24385;24677;25023;25227;25419;25732;26004;26281;26559;26825;26985;27095;27493;27925;28255;28575;28666;28680;28225;28680;28870;29386;29869;30367;30855;31404;31752;32253;32824;33435;34151;34778;35247;35898;36985;37420;37941;38581;39218
US West Virginia;1792147;62259;4074;227.3251022377;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;11;12;16;20;39;51;76;96;113;126;162;191;217;237;282;324;345;412;462;523;554;577;611;626;640;702;739;754;785;863;902;914;939;967;988;1020;1044;1063;1079;1095;1118;1136;1169;1191;1206;1238;1248;1287;1310;1335;1360;1366;1371;1398;1427;1441;1457;1490;1491;1509;1545;1593;1616;1717;1759;1774;1854;1867;1906;1951;1974;2010;2017;2041;2071;2092;2119;2131;2144;2153;2169;2188;2212;2233;2259;2289;2298;2341;2376;2418;2435;2486;2543;2552;2582;2629;2661;2712;2761;2817;2870;2905;2932;3053;3126;3141;3262;3442;3461;3707;3826;3983;4074
US Wisconsin;5822434;140268;39080;671.1969598968;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;9;23;30;37;56;83;121;174;235;315;425;466;525;667;806;969;1134;1276;1422;1585;1821;2040;2263;2476;2643;2866;3064;3279;3443;3665;3822;3964;4080;4246;4453;4636;4839;5013;5176;5353;5509;5766;6011;6364;6715;6963;7161;7391;7660;8052;8550;8920;9227;9538;9896;10262;10621;11030;11402;11694;11920;12131;12449;12869;13344;13878;14257;14442;14692;15269;15792;16340;16843;17253;17571;17867;18513;19077;19843;20382;20564;20736;21155;21661;22193;22599;22937;23212;23434;23734;24070;24441;24795;25089;25340;25546;25844;26129;26590;26913;27326;27615;27878;28175;28641;29105;29668;30227;30707;31033;31662;32225;32809;33431;34207;34740;35230;35765;36410;37210;38099;39080
US Wyoming;578759;251470;1839;317.748838463;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;10;15;18;19;23;24;26;29;44;53;70;82;86;94;109;130;150;162;187;197;210;216;221;230;253;261;268;275;281;287;296;300.5;305;309;313;320;322;326;349;355.5;362;370;389;536;544;559;566;579;586;596;604;631;635;644;661;662;675;688;701;715;716;754;760;766;787;795;803;813;825.5;838;850;862;874;891;898;903;910;912.5;915;924;933;939;947;960;970;980;1009;1027;1050;1060;1074.5;1089;1114;1144;1173;1179;1197;1230;1254;1279;1326;1368;1392;1417;1450;1487;1514;1550;1582;1606;1634;1672.5;1711;1740;1774;1790;1839
